parent_mol_id,seed_smiles,status,atom_a,atom_b,path_bonds,linker_length,target_ring,anchor_score_a,anchor_score_b,linker_probability,chemotype,generated_smiles,candidate_id,inchikey
JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,duplicate_or_invalid_record,24.0,21.0,9.0,3.0,12.0,0.821771,0.67828,0.278291,thioether,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3CC3CSCC23CC3)C1,,
JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,ring_closure_failed,2.0,19.0,11.0,6.0,17.0,0.821771,0.821771,0.212838,thioether,,,
JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,ring_closure_failed,2.0,19.0,11.0,6.0,17.0,0.821771,0.821771,0.212838,oxa,,,
JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,ring_closure_failed,2.0,19.0,11.0,6.0,17.0,0.821771,0.821771,0.212838,alkyl,,,
JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,ring_closure_failed,2.0,19.0,11.0,6.0,17.0,0.821771,0.821771,0.212838,aza,,,
JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,ring_closure_failed,2.0,19.0,11.0,6.0,17.0,0.821771,0.821771,0.212838,oxa_aza,,,
JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,valid_output,19.0,4.0,10.0,3.0,13.0,0.821771,0.67828,0.234081,aza,N#C[C@H]1CC2CNCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N2C1,CAND_d4292dc600,GDOIQDMSOKVZOZ-ZYFOBHMOSA-N
JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,valid_output,19.0,4.0,10.0,3.0,13.0,0.821771,0.67828,0.234081,thioether,N#C[C@H]1CC2CSCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N2C1,CAND_a6e2aca7fb,LPLMSPHZWKDSFN-ZYFOBHMOSA-N
JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,valid_output,19.0,4.0,10.0,3.0,13.0,0.821771,0.67828,0.234081,oxa,N#C[C@H]1CC2COCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N2C1,CAND_76774df791,CJARQMPCFPOYTL-ZYFOBHMOSA-N
JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,valid_output,19.0,4.0,10.0,3.0,13.0,0.821771,0.67828,0.234081,alkyl,N#C[C@H]1CC2CCCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N2C1,CAND_7f7760bbec,SZNOMDJPNRVXHW-JGNDPHQUSA-N
JAK2_67619c76a6,COc1ccccc1-c1ccc2cnc(Nc3ccc(N4CCN(C[C@H](C)O)CC4)c(F)c3)nn12,no_valid_anchor_pair,,,,,,,,,,,,
JAK2_0c0d246793,COc1ccc(Nc2ncc3ccc(-c4ccccc4OC)n3n2)cc1,no_valid_anchor_pair,,,,,,,,,,,,
JAK2_22b5f1b127,CCC[C@@H](Nc1cc(-c2c(N)nn3cccnc23)ncn1)c1ccc(F)cc1,no_valid_anchor_pair,,,,,,,,,,,,
JAK2_205d487531,COc1ccc(-c2ccc3cnc(Nc4ccc(C5CCN(C[C@H](C)O)CC5)cc4)nn23)cn1,no_valid_anchor_pair,,,,,,,,,,,,
JAK2_4ca72aaeb3,CS(=O)(=O)c1cccc(-c2ccc3cnc(Nc4ccc(C5CCN(CC(N)=O)CC5)cc4)nn23)c1,no_valid_anchor_pair,,,,,,,,,,,,
JAK2_e06ffc340f,COc1ccccc1-c1ccc2cnc(Nc3cccc(N4CCN(C[C@H](C)O)CC4)c3)nn12,no_valid_anchor_pair,,,,,,,,,,,,
JAK2_4c13d3aa84,COc1ccccc1-c1ccc2cnc(Nc3ccc(C4CCN(C[C@H](C)O)CC4)cc3)nn12,no_valid_anchor_pair,,,,,,,,,,,,
JAK2_2e8eed6911,COc1ccccc1-c1ccc2cnc(Nc3ccc(C4CCN(CC(N)=O)CC4)cc3)nn12,no_valid_anchor_pair,,,,,,,,,,,,
JAK2_c385760536,N#CC1CN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,valid_output,18.0,23.0,8.0,5.0,13.0,0.821771,0.821771,0.224639,alkyl,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CCCCCC24CC4)CC3)C1,CAND_423486dce5,BMQOWSQTLFWOLA-IBGZPJMESA-N
JAK2_c385760536,N#CC1CN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,valid_output,18.0,23.0,8.0,5.0,13.0,0.821771,0.821771,0.224639,oxa,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CCOCCC24CC4)CC3)C1,CAND_8b6de06a0f,WDPWVXOYSLJQGF-SFHVURJKSA-N
JAK2_c385760536,N#CC1CN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,valid_output,18.0,23.0,8.0,5.0,13.0,0.821771,0.821771,0.224639,thioether,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CCSCCC24CC4)CC3)C1,CAND_bfdc82a98a,UVCZPUKWYHMMSS-SFHVURJKSA-N
JAK2_c385760536,N#CC1CN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,valid_output,18.0,23.0,8.0,5.0,13.0,0.821771,0.821771,0.224639,aza,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CCNCCC24CC4)CC3)C1,CAND_6cb1768675,IWUSFZCWAOXRAT-SFHVURJKSA-N
JAK2_c385760536,N#CC1CN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,valid_output,18.0,23.0,8.0,5.0,13.0,0.821771,0.821771,0.224639,oxa_aza,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)COCNCC23CC3)C1,CAND_53308bee89,RMIJTQSMDAIJLA-KRWDZBQOSA-N
JAK2_c385760536,N#CC1CN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,valid_output,18.0,24.0,9.0,3.0,12.0,0.821771,0.67828,0.263849,thioether,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)CSCC3CC32)C1,CAND_97556b1c56,XGPLTYNGABJAJS-QWQCLYJRSA-N
JAK2_c385760536,N#CC1CN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,valid_output,18.0,24.0,9.0,3.0,12.0,0.821771,0.67828,0.263849,alkyl,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CCCC4CC42)CC3)C1,CAND_6ea473cbe3,VROIAUMXXPXPCW-WTNGLUPJSA-N
JAK2_c385760536,N#CC1CN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,valid_output,18.0,24.0,9.0,3.0,12.0,0.821771,0.67828,0.263849,aza,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)CNCC3CC32)C1,CAND_ffa2b05eef,WTHHTEOIGGPMKZ-QWQCLYJRSA-N
JAK2_c385760536,N#CC1CN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,valid_output,18.0,24.0,9.0,3.0,12.0,0.821771,0.67828,0.263849,oxa,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)COCC3CC32)C1,CAND_a8ccc119df,AHPVANVMXLDYEC-QWQCLYJRSA-N
JAK2_c385760536,N#CC1CN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,duplicate_or_invalid_record,18.0,24.0,9.0,3.0,12.0,0.821771,0.67828,0.263849,oxa_aza,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CCCC4CC42)CC3)C1,,
JAK2_c385760536,N#CC1CN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,duplicate_or_invalid_record,18.0,25.0,9.0,3.0,12.0,0.821771,0.67828,0.263849,aza,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)CNCC3CC32)C1,,
JAK2_c385760536,N#CC1CN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,duplicate_or_invalid_record,18.0,25.0,9.0,3.0,12.0,0.821771,0.67828,0.263849,oxa_aza,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CCCC4CC42)CC3)C1,,
JAK2_c385760536,N#CC1CN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,duplicate_or_invalid_record,18.0,25.0,9.0,3.0,12.0,0.821771,0.67828,0.263849,thioether,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)CSCC3CC32)C1,,
JAK2_c385760536,N#CC1CN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,duplicate_or_invalid_record,18.0,25.0,9.0,3.0,12.0,0.821771,0.67828,0.263849,oxa,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)COCC3CC32)C1,,
JAK2_c385760536,N#CC1CN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,duplicate_or_invalid_record,18.0,25.0,9.0,3.0,12.0,0.821771,0.67828,0.263849,alkyl,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CCCC4CC42)CC3)C1,,
JAK2_c385760536,N#CC1CN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,valid_output,23.0,19.0,9.0,3.0,12.0,0.821771,0.67828,0.263849,thioether,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3CC3CSCC23CC3)C1,CAND_61196e5542,KVVKMDDHECBCTN-FVKWTLKZSA-N
JAK2_c385760536,N#CC1CN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,valid_output,23.0,19.0,9.0,3.0,12.0,0.821771,0.67828,0.263849,aza,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3CC3CNCC23CC3)C1,CAND_2f2f7a144b,KKDRWTUSPQQXBQ-FVKWTLKZSA-N
JAK2_c385760536,N#CC1CN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,valid_output,23.0,19.0,9.0,3.0,12.0,0.821771,0.67828,0.263849,oxa_aza,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3CC3CCCC23CC3)C1,CAND_34d92e36bf,IGRBUVBDUBVFLS-JRSKDTKFSA-N
JAK2_bc8d95b8eb,Cc1cc(Nc2nc(N3CCN(C(=O)Cc4ccc(Cl)cc4)CC3)nn3cccc23)n[nH]1,no_valid_anchor_pair,,,,,,,,,,,,
JAK2_6517cb645a,CC(O)c1cc(Cl)c(Nc2nc3ccncc3c3c(=O)[nH]ccc23)c(Cl)c1,no_valid_anchor_pair,,,,,,,,,,,,
JAK2_a77381c7fa,CC(C)[C@@H](Nc1cc(-c2c(N)nn3cccnc23)ncn1)c1ccc(F)cc1,no_valid_anchor_pair,,,,,,,,,,,,
JAK2_628eb3c7b6,CC[C@@H](Nc1cc(-c2c(N)nn3cccnc23)ncn1)c1ccc(F)cc1,no_valid_anchor_pair,,,,,,,,,,,,
JAK2_6d024c163e,CC(C)(C)NS(=O)(=O)c1cccc(-c2ccc3cnc(Nc4ccc(C5CCN(CC(N)=O)CC5)cc4)nn23)c1,no_valid_anchor_pair,,,,,,,,,,,,
JAK2_4635e8b5a7,CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4cccc(CN5CCS(=O)(=O)CC5)c4)nc23)cc1,no_valid_anchor_pair,,,,,,,,,,,,
JAK2_34d30ab507,CN1CCC(c2cccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)c2)CC1,no_valid_anchor_pair,,,,,,,,,,,,
JAK2_6f4dcc3327,COc1ccc(-c2ccc3cnc(Nc4ccc(C5CCN(CC(N)=O)CC5)cc4)nn23)cn1,no_valid_anchor_pair,,,,,,,,,,,,
JAK2_1a53985c87,CC(C)(C)[C@@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(=O)N1CC(C#N)C1,valid_output,15.0,23.0,10.0,3.0,13.0,0.821771,0.67828,0.353348,oxa_aza,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CCCC3C(C#N)CN3C1=O)CC2,CAND_826c88beb5,MZARHELMJIUXBU-RWKZGTHUSA-N
JAK2_1a53985c87,CC(C)(C)[C@@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(=O)N1CC(C#N)C1,valid_output,15.0,23.0,10.0,3.0,13.0,0.821771,0.67828,0.353348,oxa,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CC2)COCC2C(C#N)CN2C1=O,CAND_4b1fa23406,JLNOZBIIQANBQQ-AJUCZRQESA-N
JAK2_1a53985c87,CC(C)(C)[C@@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(=O)N1CC(C#N)C1,duplicate_or_invalid_record,15.0,23.0,10.0,3.0,13.0,0.821771,0.67828,0.353348,alkyl,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CCCC3C(C#N)CN3C1=O)CC2,,
JAK2_1a53985c87,CC(C)(C)[C@@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(=O)N1CC(C#N)C1,valid_output,15.0,23.0,10.0,3.0,13.0,0.821771,0.67828,0.353348,aza,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CC2)CNCC2C(C#N)CN2C1=O,CAND_a28891a72c,ZBDUOXGCIIUPIH-AJUCZRQESA-N
JAK2_1a53985c87,CC(C)(C)[C@@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(=O)N1CC(C#N)C1,valid_output,15.0,23.0,10.0,3.0,13.0,0.821771,0.67828,0.353348,thioether,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CC2)CSCC2C(C#N)CN2C1=O,CAND_661d99e302,CFHMOIZBUKZHPX-AJUCZRQESA-N
JAK2_1a53985c87,CC(C)(C)[C@@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(=O)N1CC(C#N)C1,duplicate_or_invalid_record,15.0,27.0,10.0,3.0,13.0,0.821771,0.67828,0.353348,alkyl,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CCCC3C(C#N)CN3C1=O)CC2,,
JAK2_1a53985c87,CC(C)(C)[C@@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(=O)N1CC(C#N)C1,duplicate_or_invalid_record,15.0,27.0,10.0,3.0,13.0,0.821771,0.67828,0.353348,thioether,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CC2)CSCC2C(C#N)CN2C1=O,,
JAK2_1a53985c87,CC(C)(C)[C@@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(=O)N1CC(C#N)C1,duplicate_or_invalid_record,15.0,27.0,10.0,3.0,13.0,0.821771,0.67828,0.353348,oxa_aza,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CCCC3C(C#N)CN3C1=O)CC2,,
JAK2_1a53985c87,CC(C)(C)[C@@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(=O)N1CC(C#N)C1,duplicate_or_invalid_record,15.0,27.0,10.0,3.0,13.0,0.821771,0.67828,0.353348,oxa,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CC2)COCC2C(C#N)CN2C1=O,,
JAK2_1a53985c87,CC(C)(C)[C@@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(=O)N1CC(C#N)C1,duplicate_or_invalid_record,15.0,27.0,10.0,3.0,13.0,0.821771,0.67828,0.353348,aza,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CC2)CNCC2C(C#N)CN2C1=O,,
JAK2_1a53985c87,CC(C)(C)[C@@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(=O)N1CC(C#N)C1,valid_output,15.0,24.0,11.0,3.0,14.0,0.821771,0.821771,0.290717,thioether,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CC2)CSCC2(C#N)CN(C2)C1=O,CAND_aaa379f29a,HDHLLIARLPEAJD-INIZCTEOSA-N
JAK2_1a53985c87,CC(C)(C)[C@@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(=O)N1CC(C#N)C1,valid_output,15.0,24.0,11.0,3.0,14.0,0.821771,0.821771,0.290717,oxa_aza,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CCCC3(C#N)CN(C3)C1=O)CC2,CAND_ff4ec3842f,UKHZSAMVHXXKRG-KRWDZBQOSA-N
JAK2_1a53985c87,CC(C)(C)[C@@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(=O)N1CC(C#N)C1,valid_output,15.0,24.0,11.0,3.0,14.0,0.821771,0.821771,0.290717,aza,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CC2)CNCC2(C#N)CN(C2)C1=O,CAND_d6e2fc541d,PFYDKIOCMNZLOV-INIZCTEOSA-N
JAK2_1a53985c87,CC(C)(C)[C@@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(=O)N1CC(C#N)C1,valid_output,15.0,24.0,11.0,3.0,14.0,0.821771,0.821771,0.290717,oxa,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CC2)COCC2(C#N)CN(C2)C1=O,CAND_4ea78847f9,LLFMNXCGHFDIIM-INIZCTEOSA-N
JAK2_1a53985c87,CC(C)(C)[C@@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(=O)N1CC(C#N)C1,duplicate_or_invalid_record,15.0,24.0,11.0,3.0,14.0,0.821771,0.821771,0.290717,alkyl,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CCCC3(C#N)CN(C3)C1=O)CC2,,
JAK2_1a53985c87,CC(C)(C)[C@@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(=O)N1CC(C#N)C1,valid_output,15.0,24.0,11.0,6.0,17.0,0.821771,0.821771,0.248008,alkyl,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CCCCCCC3(C#N)CN(C3)C1=O)CC2,CAND_91833501ec,ZRRCLZIZDXXRHT-FQEVSTJZSA-N
JAK2_1a53985c87,CC(C)(C)[C@@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(=O)N1CC(C#N)C1,valid_output,15.0,24.0,11.0,6.0,17.0,0.821771,0.821771,0.248008,aza,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CCCNCCC3(C#N)CN(C3)C1=O)CC2,CAND_4e8257bdee,KWHUAFLBPGKMEV-IBGZPJMESA-N
JAK2_1a53985c87,CC(C)(C)[C@@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(=O)N1CC(C#N)C1,valid_output,15.0,24.0,11.0,6.0,17.0,0.821771,0.821771,0.248008,oxa_aza,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CCOCNCC3(C#N)CN(C3)C1=O)CC2,CAND_e6c0627bb9,MUCGFCOGPOVGDH-SFHVURJKSA-N
JAK2_1a53985c87,CC(C)(C)[C@@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(=O)N1CC(C#N)C1,valid_output,15.0,24.0,11.0,6.0,17.0,0.821771,0.821771,0.248008,thioether,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CCCSCCC3(C#N)CN(C3)C1=O)CC2,CAND_5fdf8771a8,IAHQBZMCPQJZNV-IBGZPJMESA-N
JAK2_523a543e49,COc1cc(-c2cnc3[nH]cc(C(=O)N[C@H](C)C(=O)N4CC(C#N)C4)c3n2)cc(OC)c1OC,no_valid_anchor_pair,,,,,,,,,,,,
JAK2_cd0ef0dc7c,CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4cccc(N5CCOCC5)c4)nc23)cc1,no_valid_anchor_pair,,,,,,,,,,,,
JAK2_d7634eac48,COc1ccccc1-c1ccc2cnc(Nc3cccc(N4CCN(C)CC4)c3)nn12,no_valid_anchor_pair,,,,,,,,,,,,
JAK2_0a1653190d,O=c1[nH]ccc2c(Nc3c(Cl)cc(F)cc3Cl)nc3ccncc3c12,no_valid_anchor_pair,,,,,,,,,,,,
JAK2_1f52d2b5fb,Cc1cc(Nc2nc(N3CCN(C(=O)Cc4ccc(F)cc4)CC3)nn3cccc23)n[nH]1,no_valid_anchor_pair,,,,,,,,,,,,
JAK2_33518fcb72,C[C@H](O)CN1CCC(c2ccc(Nc3ncc4ccc(-c5ccccc5N(C)S(C)(=O)=O)n4n3)cc2)CC1,no_valid_anchor_pair,,,,,,,,,,,,
JAK2_471915c039,O=c1[nH]ccc2c(Nc3c(F)cc(F)cc3Cl)nc3ccncc3c12,no_valid_anchor_pair,,,,,,,,,,,,
JAK2_c5ba052617,CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4ccc(N5CCOCC5)cc4)nc23)cc1,no_valid_anchor_pair,,,,,,,,,,,,
JAK2_ba8ed991fd,O=C1CC[C@H](C(=O)Nc2ccc(-c3ccnc(Nc4ccc(N5CCOCC5)cc4)n3)cc2)N1,no_valid_anchor_pair,,,,,,,,,,,,
JAK2_809c0ece50,O=c1[nH]ccc2c(Nc3c(Cl)cc(C(F)(F)F)cc3Cl)nc3ccncc3c12,no_valid_anchor_pair,,,,,,,,,,,,
JAK2_b5896fea79,O=c1[nH]ccc2c(Nc3c(Cl)cc(-c4ccn[nH]4)cc3Cl)nc3ccncc3c12,no_valid_anchor_pair,,,,,,,,,,,,
JAK2_9e9e65d6c2,CS(=O)(=O)O.O=C(NCc1cccc(O)c1)Nc1nc(-c2ccncc2)cs1,no_valid_anchor_pair,,,,,,,,,,,,
JAK2_fd8b24dad5,Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)c(C#N)cc2F)n[nH]1,no_valid_anchor_pair,,,,,,,,,,,,
JAK2_0be5e5cb2a,CN1CCN(c2ccc(Nc3ncc4ccc(-c5cccc(S(=O)(=O)NC(C)(C)C)c5)n4n3)cc2F)CC1,no_valid_anchor_pair,,,,,,,,,,,,
JAK2_21004599ab,CC(C)[C@@H](Nc1nc2cc[nH]c(=O)c2c2cc(F)ccc12)C(F)(F)F,no_valid_anchor_pair,,,,,,,,,,,,
JAK2_ec117125df,C[C@H](Nc1ncc(C(N)=O)c2[nH]c3cc(-c4cnn(C)c4)ccc3c12)C1CC1,no_valid_anchor_pair,,,,,,,,,,,,
JAK2_9befca631f,CC(C)[C@@H](Nc1nc2cc[nH]c(=O)c2c2cnccc12)C(F)(F)F,no_valid_anchor_pair,,,,,,,,,,,,
JAK2_dbe7510318,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,valid_output,25.0,16.0,13.0,5.0,18.0,0.821771,0.67828,0.199893,alkyl,O=C1Nc2c[nH]nc2-c2nc3ccc(cc3[nH]2)CN2CCOCC2CCCCCC2(CC2)N1,CAND_b3c1e9c6e7,JJOHDIRSSGIJTG-UHFFFAOYSA-N
JAK2_dbe7510318,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,valid_output,25.0,16.0,13.0,5.0,18.0,0.821771,0.67828,0.199893,thioether,O=C1Nc2c[nH]nc2-c2nc3ccc(cc3[nH]2)CN2CCOCC2CCSCCC2(CC2)N1,CAND_09deb650c1,DDGKEEUOWIFBMV-UHFFFAOYSA-N
JAK2_dbe7510318,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,valid_output,25.0,16.0,13.0,5.0,18.0,0.821771,0.67828,0.199893,aza,O=C1Nc2c[nH]nc2-c2nc3ccc(cc3[nH]2)CN2CCOCC2CCNCCC2(CC2)N1,CAND_ebd66c7b75,IQKCQIODXLYFBQ-UHFFFAOYSA-N
JAK2_dbe7510318,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,valid_output,25.0,16.0,13.0,5.0,18.0,0.821771,0.67828,0.199893,oxa,O=C1Nc2c[nH]nc2-c2nc3ccc(cc3[nH]2)CN2CCOCC2CCOCCC2(CC2)N1,CAND_2e11abfe19,RLLDBAYFCZKELV-UHFFFAOYSA-N
JAK2_dbe7510318,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,valid_output,25.0,16.0,13.0,5.0,18.0,0.821771,0.67828,0.199893,oxa_aza,O=C1Nc2c[nH]nc2-c2nc3ccc(cc3[nH]2)CN2CCOCC2CNCOCC2(CC2)N1,CAND_453a8d70ca,IZSUYVKQMSNHRR-UHFFFAOYSA-N
JAK2_dbe7510318,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,duplicate_or_invalid_record,25.0,20.0,13.0,5.0,18.0,0.821771,0.67828,0.199893,aza,O=C1Nc2c[nH]nc2-c2nc3ccc(cc3[nH]2)CN2CCOCC2CCNCCC2(CC2)N1,,
JAK2_dbe7510318,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,duplicate_or_invalid_record,25.0,20.0,13.0,5.0,18.0,0.821771,0.67828,0.199893,thioether,O=C1Nc2c[nH]nc2-c2nc3ccc(cc3[nH]2)CN2CCOCC2CCSCCC2(CC2)N1,,
