epoch,train_loss,val_loss,train_f1,val_f1,val_precision,val_recall
56,0.9317084550857544,0.9350685477256775,0.168583,0.167893,0.095813,0.677833
57,0.9264582395553589,0.9302734732627869,0.168582,0.167893,0.095813,0.677833
58,0.9216212034225464,0.9257628321647644,0.168598,0.167893,0.095813,0.677833
59,0.9175481796264648,0.9215331077575684,0.168583,0.167893,0.095813,0.677833
60,0.9131839275360107,0.9175775647163391,0.168583,0.167893,0.095813,0.677833
61,0.9096056818962097,0.9138908386230469,0.168583,0.167893,0.095813,0.677833
62,0.9056907296180725,0.9104642271995544,0.168582,0.167893,0.095813,0.677833
63,0.9025905132293701,0.9072922468185425,0.168609,0.167893,0.095813,0.677833
64,0.8991444110870361,0.9043649435043335,0.168605,0.167893,0.095813,0.677833
65,0.896277129650116,0.9016739726066589,0.168747,0.167893,0.095813,0.677833
66,0.8940145373344421,0.8992100954055786,0.168588,0.167893,0.095813,0.677833
67,0.8913993835449219,0.8969592452049255,0.168789,0.169475,0.094843,0.795277
68,0.8893503546714783,0.8949111700057983,0.168585,0.169475,0.094843,0.795277
69,0.8874645829200745,0.893050491809845,0.168598,0.169475,0.094843,0.795277
70,0.8859720230102539,0.8913629055023193,0.16861,0.169475,0.094843,0.795277
71,0.8838918805122375,0.8898261785507202,0.168588,0.169475,0.094843,0.795277
72,0.8823813199996948,0.8884225487709045,0.168818,0.169475,0.094843,0.795277
73,0.8809067010879517,0.8871380090713501,0.168762,0.169475,0.094843,0.795277
74,0.8799594044685364,0.8859671354293823,0.168587,0.169475,0.094843,0.795277
75,0.8786245584487915,0.8848985433578491,0.168665,0.169475,0.094843,0.795277
76,0.8778718113899231,0.8839288353919983,0.168643,0.169475,0.094843,0.795277
77,0.8774029016494751,0.8830541968345642,0.16865,0.169475,0.094843,0.795277
78,0.8761340379714966,0.8822613954544067,0.168709,0.169475,0.094843,0.795277
79,0.875275731086731,0.8815382122993469,0.168916,0.169475,0.094843,0.795277
80,0.8748518228530884,0.8808733224868774,0.168665,0.169475,0.094843,0.795277
81,0.8745047450065613,0.8802598714828491,0.168702,0.169475,0.094843,0.795277
82,0.8736001253128052,0.8796848654747009,0.168766,0.169475,0.094843,0.795277
83,0.8731167912483215,0.8791417479515076,0.168639,0.169475,0.094843,0.795277
84,0.8725683093070984,0.8786306381225586,0.168657,0.167893,0.095813,0.677833
85,0.8727424144744873,0.8781547546386719,0.168671,0.167893,0.095813,0.677833
86,0.8718715906143188,0.8777083158493042,0.168586,0.167893,0.095813,0.677833
87,0.8712224364280701,0.8772836327552795,0.168786,0.167893,0.095813,0.677833
88,0.8714457154273987,0.8768875598907471,0.168585,0.167893,0.095813,0.677833
89,0.870674192905426,0.8765115737915039,0.168607,0.167893,0.095813,0.677833
90,0.8705922961235046,0.8761513233184814,0.168584,0.167893,0.095813,0.677833
91,0.870006263256073,0.8758026361465454,0.168648,0.167893,0.095813,0.677833
92,0.8697628378868103,0.8754647374153137,0.168674,0.168024,0.096359,0.655628
93,0.8692871928215027,0.8751351833343506,0.168703,0.168024,0.096359,0.655628
94,0.869001030921936,0.8748177886009216,0.168666,0.168024,0.096359,0.655628
95,0.8688358068466187,0.8745220899581909,0.168655,0.168024,0.096359,0.655628
96,0.8685658574104309,0.8742376565933228,0.168649,0.165807,0.094334,0.684187
97,0.8683985471725464,0.8739690780639648,0.168671,0.165807,0.094334,0.684187
98,0.8678648471832275,0.8737099170684814,0.168786,0.165807,0.094334,0.684187
99,0.8674243688583374,0.8734551668167114,0.168762,0.165807,0.094334,0.684187
100,0.8669394850730896,0.873203694820404,0.16878,0.165807,0.094334,0.684187
101,0.8671554327011108,0.8729674220085144,0.168612,0.165807,0.094334,0.684187
102,0.8670273423194885,0.8727491497993469,0.168588,0.165807,0.094334,0.684187
103,0.8666275143623352,0.8725412487983704,0.168726,0.165807,0.094334,0.684187
104,0.8665008544921875,0.8723471164703369,0.168623,0.165807,0.094334,0.684187
105,0.865962564945221,0.8721581697463989,0.168877,0.165807,0.094334,0.684187
106,0.8658295273780823,0.8719741702079773,0.168672,0.165807,0.094334,0.684187
107,0.8655951619148254,0.8717949986457825,0.168617,0.165807,0.094334,0.684187
108,0.8653569221496582,0.8716239929199219,0.169071,0.173993,0.099742,0.680786
109,0.8650056719779968,0.8714604377746582,0.168841,0.173993,0.099742,0.680786
110,0.8652471303939819,0.8713087439537048,0.169211,0.173993,0.099742,0.680786
111,0.8654890060424805,0.8711743950843811,0.168595,0.173993,0.099742,0.680786
112,0.8647949695587158,0.8710440397262573,0.169157,0.173993,0.099742,0.680786
113,0.8645685911178589,0.8709145188331604,0.169306,0.173993,0.099742,0.680786
114,0.8643178343772888,0.870779275894165,0.169442,0.173993,0.099742,0.680786
115,0.8646113872528076,0.8706463575363159,0.169119,0.173968,0.099733,0.680465
116,0.8640331029891968,0.8705180287361145,0.16943,0.173968,0.099733,0.680465
117,0.864153265953064,0.8703982830047607,0.16938,0.177173,0.100114,0.769349
118,0.8638512492179871,0.8702892661094666,0.169434,0.177173,0.100114,0.769349
119,0.8635954856872559,0.8701872825622559,0.169796,0.177173,0.100114,0.769349
120,0.8637023568153381,0.8700834512710571,0.169481,0.177173,0.100114,0.769349
121,0.8635120987892151,0.8699776530265808,0.16984,0.177173,0.100114,0.769349
122,0.8634682893753052,0.8698715567588806,0.169738,0.177173,0.100114,0.769349
123,0.8631812930107117,0.8697646260261536,0.169734,0.177173,0.100114,0.769349
124,0.863121509552002,0.8696562647819519,0.170089,0.177173,0.100114,0.769349
125,0.8632655739784241,0.8695564866065979,0.169929,0.177173,0.100114,0.769349
126,0.8630361557006836,0.8694652915000916,0.170191,0.177173,0.100114,0.769349
127,0.8630221486091614,0.8693788051605225,0.169948,0.177173,0.100114,0.769349
128,0.862936794757843,0.8692936301231384,0.17033,0.177173,0.100114,0.769349
129,0.8626295328140259,0.8692023158073425,0.170389,0.177173,0.100114,0.769349
130,0.8626000285148621,0.8691080808639526,0.170622,0.177173,0.100114,0.769349
131,0.8627068400382996,0.869010329246521,0.170372,0.177173,0.100114,0.769349
132,0.8623149394989014,0.8689138889312744,0.170559,0.177173,0.100114,0.769349
133,0.8621118664741516,0.8688192963600159,0.170905,0.177173,0.100114,0.769349
134,0.8621127605438232,0.8687334060668945,0.170701,0.177173,0.100114,0.769349
135,0.8620859980583191,0.8686542510986328,0.170582,0.177173,0.100114,0.769349
136,0.8619455695152283,0.8685809969902039,0.170878,0.177173,0.100114,0.769349
137,0.8621506094932556,0.8685091137886047,0.170603,0.177173,0.100114,0.769349
138,0.861748456954956,0.8684290647506714,0.170873,0.177173,0.100114,0.769349
139,0.8611910343170166,0.8683362007141113,0.171307,0.177173,0.100114,0.769349
140,0.8614221811294556,0.8682411313056946,0.170824,0.177173,0.100114,0.769349
141,0.8613712191581726,0.8681500554084778,0.171177,0.174532,0.099264,0.721987
142,0.8609580993652344,0.868071973323822,0.171612,0.174532,0.099264,0.721987
143,0.861372172832489,0.8680066466331482,0.171334,0.174532,0.099264,0.721987
144,0.8607186675071716,0.8679426908493042,0.17183,0.174532,0.099264,0.721987
145,0.860912024974823,0.8678804636001587,0.171328,0.174532,0.099264,0.721987
146,0.8605402112007141,0.8678067922592163,0.171679,0.174532,0.099264,0.721987
147,0.8604657053947449,0.8677278161048889,0.17158,0.174532,0.099264,0.721987
148,0.860958456993103,0.8676541447639465,0.171267,0.174532,0.099264,0.721987
149,0.8607610464096069,0.8675821423530579,0.171573,0.174532,0.099264,0.721987
150,0.8604704737663269,0.8675152659416199,0.171736,0.174532,0.099264,0.721987
151,0.8604342341423035,0.8674551844596863,0.171992,0.174532,0.099264,0.721987
152,0.8607445955276489,0.8674007058143616,0.171655,0.174532,0.099264,0.721987
153,0.8606581091880798,0.8673458099365234,0.172025,0.174532,0.099264,0.721987
154,0.8602160215377808,0.8672829270362854,0.171736,0.174532,0.099264,0.721987
155,0.8601642847061157,0.8672147393226624,0.171826,0.174532,0.099264,0.721987
156,0.8602139949798584,0.8671472072601318,0.171771,0.174532,0.099264,0.721987
157,0.8598269820213318,0.8670799732208252,0.172088,0.174532,0.099264,0.721987
158,0.8600024580955505,0.8670202493667603,0.172161,0.174532,0.099264,0.721987
159,0.8600227236747742,0.8669676780700684,0.172123,0.174532,0.099264,0.721987
160,0.860058605670929,0.8669227957725525,0.172154,0.174532,0.099264,0.721987
161,0.8601605892181396,0.8668805360794067,0.172408,0.174532,0.099264,0.721987
162,0.859906017780304,0.8668306469917297,0.172352,0.174532,0.099264,0.721987
163,0.8599072694778442,0.8667712211608887,0.172115,0.174532,0.099264,0.721987
164,0.859741747379303,0.8667060732841492,0.172366,0.173758,0.098969,0.711205
165,0.859428882598877,0.866642951965332,0.172587,0.173758,0.098969,0.711205
166,0.8591764569282532,0.8665856122970581,0.172607,0.173758,0.098969,0.711205
167,0.8590320944786072,0.8665366172790527,0.1729,0.174175,0.09924,0.711205
168,0.8595113754272461,0.8665027618408203,0.172507,0.174175,0.09924,0.711205
169,0.8594878911972046,0.8664766550064087,0.172504,0.174175,0.09924,0.711205
170,0.8594397306442261,0.8664420247077942,0.172546,0.174175,0.09924,0.711205
171,0.8593594431877136,0.8663901090621948,0.172808,0.174175,0.09924,0.711205
172,0.8591693043708801,0.8663296103477478,0.172709,0.174175,0.09924,0.711205
173,0.8596068024635315,0.8662689924240112,0.17263,0.174175,0.09924,0.711205
174,0.8591135740280151,0.8662159442901611,0.172553,0.1716,0.09417,0.965345
175,0.8590012192726135,0.8661760091781616,0.17282,0.1716,0.09417,0.965345
176,0.858757495880127,0.8661450147628784,0.173067,0.1716,0.09417,0.965345
177,0.8589822053909302,0.8661166429519653,0.173029,0.174175,0.09924,0.711205
178,0.8589104413986206,0.8660815358161926,0.172923,0.174175,0.09924,0.711205
179,0.8586305379867554,0.8660296201705933,0.173131,0.174175,0.09924,0.711205
180,0.8590807914733887,0.8659793734550476,0.172806,0.171519,0.094219,0.955205
181,0.8587127923965454,0.8659294843673706,0.17306,0.171519,0.094219,0.955205
182,0.8584654927253723,0.865885317325592,0.173247,0.171519,0.094219,0.955205
183,0.8583356738090515,0.8658491969108582,0.173426,0.171519,0.094219,0.955205
184,0.8584303259849548,0.8658210635185242,0.17322,0.171519,0.094219,0.955205
185,0.8585283160209656,0.8657953143119812,0.172554,0.171519,0.094219,0.955205
186,0.8584569096565247,0.8657601475715637,0.173172,0.171519,0.094219,0.955205
187,0.8581656813621521,0.8657122254371643,0.17336,0.171519,0.094219,0.955205
188,0.8581074476242065,0.8656571507453918,0.1734,0.171519,0.094219,0.955205
189,0.8584131002426147,0.8656110763549805,0.173099,0.171519,0.094219,0.955205
190,0.8577772378921509,0.8655757904052734,0.173603,0.171519,0.094219,0.955205
191,0.8584679365158081,0.8655529022216797,0.173237,0.171519,0.094219,0.955205
192,0.8580877780914307,0.8655322790145874,0.173443,0.171519,0.094219,0.955205
193,0.8580218553543091,0.8655000329017639,0.173385,0.171519,0.094219,0.955205
194,0.857563316822052,0.8654530048370361,0.17347,0.171519,0.094219,0.955205
195,0.8581166863441467,0.8654080629348755,0.173437,0.171519,0.094219,0.955205
196,0.8576873540878296,0.8653677701950073,0.173745,0.171519,0.094219,0.955205
197,0.8577352166175842,0.8653312921524048,0.17367,0.171519,0.094219,0.955205
198,0.8576903939247131,0.8652989268302917,0.173791,0.171519,0.094219,0.955205
199,0.8576458096504211,0.8652768135070801,0.173536,0.171519,0.094219,0.955205
200,0.857618510723114,0.8652520179748535,0.173477,0.171519,0.094219,0.955205
201,0.8580606579780579,0.8652233481407166,0.173433,0.171519,0.094219,0.955205
202,0.8572882413864136,0.8651793003082275,0.173579,0.171519,0.094219,0.955205
203,0.8571882247924805,0.865128755569458,0.173635,0.171519,0.094219,0.955205
204,0.857657253742218,0.8650864362716675,0.173693,0.171519,0.094219,0.955205
205,0.857537031173706,0.8650575876235962,0.173532,0.171519,0.094219,0.955205
206,0.8570866584777832,0.8650339245796204,0.173926,0.171519,0.094219,0.955205
207,0.8570623397827148,0.8650087714195251,0.173827,0.171519,0.094219,0.955205
208,0.8572325706481934,0.8649784326553345,0.173694,0.171519,0.094219,0.955205
209,0.8569799661636353,0.8649422526359558,0.173962,0.171519,0.094219,0.955205
210,0.8573489189147949,0.8649060726165771,0.173496,0.171519,0.094219,0.955205
211,0.8566211462020874,0.8648661971092224,0.174143,0.1716,0.09417,0.965345
212,0.8565550446510315,0.8648300170898438,0.174274,0.1716,0.09417,0.965345
213,0.8568270206451416,0.8648062944412231,0.174104,0.1716,0.09417,0.965345
214,0.8570154905319214,0.8647899627685547,0.173971,0.1716,0.09417,0.965345
215,0.8572053909301758,0.8647739291191101,0.173496,0.1716,0.09417,0.965345
216,0.8567001223564148,0.8647439479827881,0.173849,0.1716,0.09417,0.965345
217,0.8567669987678528,0.864700198173523,0.174026,0.1716,0.09417,0.965345
218,0.8565496206283569,0.8646522164344788,0.174124,0.1716,0.09417,0.965345
219,0.8565068244934082,0.8646112680435181,0.174437,0.1716,0.09417,0.965345
220,0.8563764095306396,0.8645827174186707,0.174032,0.1716,0.09417,0.965345
221,0.8561762571334839,0.8645633459091187,0.174199,0.1716,0.09417,0.965345
222,0.8565353155136108,0.8645503520965576,0.173511,0.1716,0.09417,0.965345
223,0.8562737703323364,0.8645264506340027,0.173908,0.1716,0.09417,0.965345
224,0.8564571738243103,0.864492654800415,0.173895,0.1716,0.09417,0.965345
225,0.8563681244850159,0.8644519448280334,0.173789,0.1716,0.09417,0.965345
226,0.8561493158340454,0.8644126057624817,0.174111,0.1716,0.09417,0.965345
227,0.8560502529144287,0.8643764853477478,0.174087,0.1716,0.09417,0.965345
228,0.8558418154716492,0.8643514513969421,0.174328,0.1716,0.09417,0.965345
229,0.8562441468238831,0.8643374443054199,0.174133,0.1716,0.09417,0.965345
230,0.856192946434021,0.8643216490745544,0.173961,0.1716,0.09417,0.965345
231,0.8565836548805237,0.8643032312393188,0.174118,0.1716,0.09417,0.965345
232,0.8556573987007141,0.8642648458480835,0.174185,0.1716,0.09417,0.965345
233,0.8557805418968201,0.8642170429229736,0.174369,0.1716,0.09417,0.965345
234,0.8559669852256775,0.8641777634620667,0.173996,0.1716,0.09417,0.965345
235,0.8558770418167114,0.8641520142555237,0.17412,0.1716,0.09417,0.965345
236,0.8559628129005432,0.8641420006752014,0.173729,0.1716,0.09417,0.965345
237,0.8555118441581726,0.8641284108161926,0.174254,0.1716,0.09417,0.965345
238,0.8553953170776367,0.8640992045402527,0.17433,0.1716,0.09417,0.965345
239,0.8555120229721069,0.8640578985214233,0.174145,0.1716,0.09417,0.965345
240,0.8557430505752563,0.8640186786651611,0.174065,0.1716,0.09417,0.965345
241,0.8557059168815613,0.8639872670173645,0.174023,0.1716,0.09417,0.965345
242,0.8557223081588745,0.8639714121818542,0.174095,0.1716,0.09417,0.965345
243,0.8557099103927612,0.863964855670929,0.174064,0.1716,0.09417,0.965345
244,0.855475127696991,0.8639456033706665,0.174381,0.1716,0.09417,0.965345
245,0.8551025390625,0.8639085292816162,0.174346,0.1716,0.09417,0.965345
246,0.8558469414710999,0.8638684749603271,0.174151,0.1716,0.09417,0.965345
247,0.8552351593971252,0.8638371229171753,0.174236,0.1716,0.09417,0.965345
248,0.8551688194274902,0.8638142943382263,0.174051,0.1716,0.09417,0.965345
249,0.8554445505142212,0.8637984395027161,0.174152,0.1716,0.09417,0.965345
250,0.8554354310035706,0.863777756690979,0.173924,0.1716,0.09417,0.965345
251,0.8550580739974976,0.8637465834617615,0.174457,0.1716,0.09417,0.965345
252,0.8550093173980713,0.8637087345123291,0.174547,0.1716,0.09417,0.965345
253,0.8549067378044128,0.8636747002601624,0.174286,0.1716,0.09417,0.965345
254,0.8547977805137634,0.8636485934257507,0.17454,0.1716,0.09417,0.965345
255,0.855096697807312,0.8636338114738464,0.174341,0.1716,0.09417,0.965345
256,0.8549382090568542,0.8636175394058228,0.174173,0.1716,0.09417,0.965345
257,0.8547945618629456,0.863592267036438,0.174171,0.1716,0.09417,0.965345
258,0.8551412224769592,0.863558828830719,0.174361,0.1716,0.09417,0.965345
259,0.8548014760017395,0.8635253310203552,0.174149,0.1716,0.09417,0.965345
260,0.8548685908317566,0.8634981513023376,0.174188,0.1716,0.09417,0.965345
261,0.8544298410415649,0.8634727597236633,0.174618,0.1716,0.09417,0.965345
262,0.854808509349823,0.8634496927261353,0.174303,0.1716,0.09417,0.965345
263,0.8548797965049744,0.8634352087974548,0.174385,0.1716,0.09417,0.965345
264,0.8546090722084045,0.8634136319160461,0.174288,0.1716,0.09417,0.965345
265,0.8546169996261597,0.8633857369422913,0.174385,0.1716,0.09417,0.965345
266,0.854675829410553,0.8633503317832947,0.174451,0.1716,0.09417,0.965345
267,0.8545833230018616,0.8633183836936951,0.174452,0.1716,0.09417,0.965345
268,0.8543580174446106,0.8632913827896118,0.174103,0.1716,0.09417,0.965345
269,0.8545424342155457,0.8632734417915344,0.174146,0.1716,0.09417,0.965345
270,0.8545069694519043,0.8632559180259705,0.174205,0.1716,0.09417,0.965345
271,0.8538746237754822,0.8632235527038574,0.174554,0.1716,0.09417,0.965345
272,0.8543747663497925,0.8631917834281921,0.174276,0.1716,0.09417,0.965345
273,0.8542630076408386,0.8631636500358582,0.174284,0.1716,0.09417,0.965345
274,0.854580283164978,0.8631410598754883,0.174326,0.1716,0.09417,0.965345
275,0.854289174079895,0.863123893737793,0.174521,0.1716,0.09417,0.965345
276,0.8539626598358154,0.8631031513214111,0.174584,0.1716,0.09417,0.965345
277,0.8540947437286377,0.8630726337432861,0.174448,0.1716,0.09417,0.965345
278,0.8540825247764587,0.8630405068397522,0.174426,0.1716,0.09417,0.965345
279,0.8537868857383728,0.8630098104476929,0.174584,0.1716,0.09417,0.965345
280,0.8541567325592041,0.8629846572875977,0.174284,0.1716,0.09417,0.965345
281,0.8541579842567444,0.862968385219574,0.174059,0.1716,0.09417,0.965345
282,0.8538883328437805,0.8629522323608398,0.174368,0.1716,0.09417,0.965345
283,0.8539431691169739,0.8629294037818909,0.174148,0.1716,0.09417,0.965345
284,0.85403972864151,0.8628961443901062,0.174302,0.1716,0.09417,0.965345
285,0.8539162874221802,0.8628613948822021,0.17419,0.1716,0.09417,0.965345
286,0.8538088202476501,0.8628337979316711,0.174409,0.1716,0.09417,0.965345
287,0.8538663387298584,0.8628178238868713,0.174156,0.1716,0.09417,0.965345
288,0.8533446788787842,0.8627970218658447,0.174408,0.1716,0.09417,0.965345
289,0.853707492351532,0.8627721071243286,0.174131,0.1716,0.09417,0.965345
290,0.8536044359207153,0.8627453446388245,0.174404,0.1716,0.09417,0.965345
291,0.8539520502090454,0.8627216219902039,0.174248,0.1716,0.09417,0.965345
292,0.8537452220916748,0.8626996278762817,0.174461,0.1716,0.09417,0.965345
293,0.8535826802253723,0.8626729249954224,0.174434,0.1716,0.09417,0.965345
294,0.853516697883606,0.8626474738121033,0.174335,0.1716,0.09417,0.965345
295,0.853456974029541,0.8626217246055603,0.1744,0.1716,0.09417,0.965345
296,0.8535632491111755,0.8625973463058472,0.174152,0.1716,0.09417,0.965345
297,0.8535743951797485,0.8625798225402832,0.174334,0.1716,0.09417,0.965345
298,0.8530977964401245,0.8625541925430298,0.174174,0.1716,0.09417,0.965345
299,0.8533356785774231,0.8625249862670898,0.174491,0.1716,0.09417,0.965345
300,0.8531680107116699,0.8624909520149231,0.174379,0.1716,0.09417,0.965345
301,0.8530883193016052,0.8624609112739563,0.174275,0.1716,0.09417,0.965345
302,0.8531025052070618,0.8624407649040222,0.174399,0.1716,0.09417,0.965345
303,0.8528741002082825,0.8624199032783508,0.174662,0.1716,0.09417,0.965345
304,0.8528689742088318,0.8623960614204407,0.174896,0.1716,0.09417,0.965345
305,0.853029727935791,0.8623719811439514,0.174312,0.1716,0.09417,0.965345
306,0.8533326387405396,0.8623533844947815,0.174198,0.1716,0.09417,0.965345
307,0.8530195355415344,0.8623294234275818,0.174442,0.1716,0.09417,0.965345
308,0.8530014753341675,0.8622985482215881,0.174432,0.1716,0.09417,0.965345
309,0.8529213666915894,0.8622687458992004,0.174291,0.1716,0.09417,0.965345
310,0.8528401851654053,0.8622453808784485,0.174329,0.1716,0.09417,0.965345
311,0.852642834186554,0.8622210621833801,0.17442,0.1716,0.09417,0.965345
312,0.852818489074707,0.8621939420700073,0.174774,0.1716,0.09417,0.965345
313,0.8526415228843689,0.8621634840965271,0.174391,0.1716,0.09417,0.965345
314,0.8525204658508301,0.862136721611023,0.174339,0.1716,0.09417,0.965345
315,0.8531674146652222,0.8621239066123962,0.174357,0.1716,0.09417,0.965345
316,0.8525449633598328,0.8621072173118591,0.174362,0.1716,0.09417,0.965345
317,0.8524415493011475,0.8620797395706177,0.174067,0.1716,0.09417,0.965345
318,0.8527587056159973,0.8620481491088867,0.17449,0.1716,0.09417,0.965345
319,0.8521897792816162,0.8620135188102722,0.174823,0.1716,0.09417,0.965345
320,0.8528184294700623,0.8619911074638367,0.174362,0.1716,0.09417,0.965345
321,0.8522911071777344,0.8619669675827026,0.174542,0.1716,0.09417,0.965345
322,0.8525736927986145,0.861948549747467,0.174551,0.1716,0.09417,0.965345
323,0.8525040149688721,0.8619310259819031,0.174318,0.1716,0.09417,0.965345
324,0.8519601821899414,0.8618991374969482,0.174685,0.1716,0.09417,0.965345
325,0.8524208068847656,0.86186683177948,0.174486,0.1716,0.09417,0.965345
326,0.8527275323867798,0.8618423342704773,0.174246,0.1716,0.09417,0.965345
327,0.8521436452865601,0.861815869808197,0.174265,0.1716,0.09417,0.965345
328,0.8524808287620544,0.8617945313453674,0.174326,0.1716,0.09417,0.965345
329,0.8524101972579956,0.8617770671844482,0.174353,0.1716,0.09417,0.965345
330,0.8519085645675659,0.861749529838562,0.174391,0.1716,0.09417,0.965345
331,0.8520306944847107,0.8617209792137146,0.174329,0.1716,0.09417,0.965345
332,0.852225124835968,0.8616943955421448,0.174284,0.1716,0.09417,0.965345
333,0.8519207835197449,0.8616676926612854,0.174319,0.1716,0.09417,0.965345
334,0.8523638844490051,0.8616493344306946,0.174172,0.1716,0.09417,0.965345
335,0.852088987827301,0.8616285920143127,0.174358,0.1716,0.09417,0.965345
336,0.852131724357605,0.8616030216217041,0.174382,0.1716,0.09417,0.965345
337,0.8517677187919617,0.8615753054618835,0.174531,0.17324,0.101405,0.594083
338,0.8519059419631958,0.861548125743866,0.174312,0.17324,0.101405,0.594083
339,0.8518029451370239,0.8615241646766663,0.174392,0.17324,0.101405,0.594083
340,0.851690411567688,0.8614997267723083,0.174402,0.17324,0.101405,0.594083
341,0.8517078757286072,0.8614729046821594,0.174598,0.17324,0.101405,0.594083
342,0.8518643975257874,0.8614534139633179,0.174436,0.17324,0.101405,0.594083
343,0.851495623588562,0.861430823802948,0.174552,0.17324,0.101405,0.594083
344,0.8515689969062805,0.8614023923873901,0.174489,0.17324,0.101405,0.594083
345,0.8519502282142639,0.8613751530647278,0.174123,0.17324,0.101405,0.594083
346,0.8519184589385986,0.8613542914390564,0.174215,0.17324,0.101405,0.594083
347,0.8517908453941345,0.8613350987434387,0.174109,0.17324,0.101405,0.594083
348,0.851283609867096,0.8613066673278809,0.174676,0.17324,0.101405,0.594083
349,0.8513946533203125,0.861271858215332,0.174257,0.17324,0.101405,0.594083
350,0.851362943649292,0.8612402677536011,0.17433,0.17324,0.101405,0.594083
