candidate_id,smiles,docking_engine,receptor_pdb,grid_center_x,grid_center_y,grid_center_z,grid_size_x,grid_size_y,grid_size_z,best_score,pose_rank,pose_file,pose_image,control_or_generated,notes
CAND_7f998a5652,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CCCOCCC3(C#N)CN(C3)C1=O)CC2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-8.3,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_7f998a5652_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_826c88beb5,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CCCC3C(C#N)CN3C1=O)CC2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-8.3,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_826c88beb5_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_893be87c2e,NC(=O)c1cnc2c3c1[nH]c1cc(ccc13)-c1ccc(nn1)N1CCS(=O)(=O)C(CNCC3(CC3)[C@H](C(F)(F)F)N2)C1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-9.4,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_893be87c2e_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_8b6de06a0f,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CCOCCC24CC4)CC3)C1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-8.2,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_8b6de06a0f_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_8f245c542f,NC(=O)c1cnc2c3c1[nH]c1cc(ccc13)-c1ccc(nn1)N1CCS(=O)(=O)CC1CSCC1CC1[C@H](C(F)(F)F)N2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-8.9,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_8f245c542f_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_91833501ec,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CCCCCCC3(C#N)CN(C3)C1=O)CC2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-7.8,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_91833501ec_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_94f502517a,O=C1Nc2c[nH]nc2-c2nc3ccc(cc3[nH]2)CN2CCOCC2CNCOCCC2(CC2)N1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-8.3,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_94f502517a_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_956024a173,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)CSCC3CC32)C1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-8.3,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_956024a173_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_97556b1c56,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)CSCC3CC32)C1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-8.2,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_97556b1c56_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_9b2dbc98ed,CN1CCN2c3ccc(cn3)-c3cnc4cccc(c4n3)-c3cc(F)c(c(F)c3)CN3CCS(=O)(=O)CC3CSCC2C1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-11.0,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_9b2dbc98ed_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_9c6324c16c,CN1CCN2c3ccc(cc3)-c3cnc4cccc(c4n3)-c3cc(F)c(c(F)c3)CN3CCOCC3COCC2C1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-11.3,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_9c6324c16c_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_9d4c5cab6d,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3CC3CNCC23CC3)C1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-8.3,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_9d4c5cab6d_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_9f32e71b10,Fc1cc2cc(F)c1CN1CCOCC1CSCC1(CCNCC1)n1cc(cn1)-c1cnc3cccc-2c3n1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.6,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_9f32e71b10_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_a28891a72c,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CC2)CNCC2C(C#N)CN2C1=O,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-8.9,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_a28891a72c_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_a57d09f53c,Cc1cnc2nc1-c1cccc(c1)COCC1=CCOCc3cc(ccc3OCCN3CCCC3CSC1)N2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-7.8,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_a57d09f53c_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_a6e2aca7fb,N#C[C@H]1CC2CSCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N2C1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-8.3,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_a6e2aca7fb_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_a8632b2da2,C1=C2/COCc3ccc(s3)-c3ccnc(n3)Nc3ccc(c(c3)COC/1)OCCN1CCCC1COC2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-7.6,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_a8632b2da2_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_a8aa3f8065,CN1CCN2c3ccc(cc3)-c3cnc4cccc(c4n3)-c3cc(F)c(c(F)c3)CN3CCOCC3CNCC2C1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.7,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_a8aa3f8065_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_aaa379f29a,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CC2)CSCC2(C#N)CN(C2)C1=O,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-8.5,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_aaa379f29a_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_b3c1e9c6e7,O=C1Nc2c[nH]nc2-c2nc3ccc(cc3[nH]2)CN2CCOCC2CCCCCC2(CC2)N1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-8.1,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_b3c1e9c6e7_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_b7ff913a58,N#CC12CCCCCCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N(C1)C2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-8.3,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_b7ff913a58_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_bb18276fcc,N#C[C@@H]1CC2CSCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N2C1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-9.1,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_bb18276fcc_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_bfdc82a98a,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CCSCCC24CC4)CC3)C1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-8.2,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_bfdc82a98a_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_c32c4f2b09,Fc1cc2cc(F)c1CN1CCOCC1COCC1(CCNCC1)n1cc(cn1)-c1cnc3cccc-2c3n1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.7,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_c32c4f2b09_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_c5284988bc,Fc1cc2cc(F)c1CN1CCOC(CSCC3(CCNCC3)n3cc(cn3)-c3cnc4cccc-2c4n3)C1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.6,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_c5284988bc_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_c71340cdb2,N#C[C@@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3CC3COCC23CC3)C1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-8.2,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_c71340cdb2_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_c9a78f3f99,O=C1Nc2c[nH]nc2-c2nc3ccc(cc3[nH]2)CN2CCOCC2CCOCCCC2(CC2)N1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-7.9,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_c9a78f3f99_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_ce765fd66c,Cc1cnc2nc1-c1cccc(c1)COCC=C1COCc3cc(ccc3OCCN3CCCC3COC1)N2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-7.8,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_ce765fd66c_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_d26b3db662,Fc1cc2cc(F)c1CN1CCOC(COCC3(CCNCC3)n3cc(cn3)-c3cnc4cccc-2c4n3)C1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.5,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_d26b3db662_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_d3037c6bbb,Fc1cc2cc(F)c1CN1CCOCC1CNCC1CNCCC1n1cc(cn1)-c1cnc3cccc-2c3n1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.9,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_d3037c6bbb_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_d32750a6b3,C1=C2/COCc3cc(ccc3OCCN3CCC(CSC2)C3)Nc2nccc(n2)-c2ccc(s2)COC/1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-7.5,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_d32750a6b3_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_d4292dc600,N#C[C@H]1CC2CNCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N2C1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-8.6,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_d4292dc600_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_d6e2fc541d,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CC2)CNCC2(C#N)CN(C2)C1=O,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-8.5,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_d6e2fc541d_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_d7295004a0,N#C[C@@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)CNCC3CC32)C1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-8.4,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_d7295004a0_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_d7d5e569e3,NC(=O)c1cnc2c3c1[nH]c1cc(ccc13)-c1ccc(nn1)N1CCS(=O)(=O)CC1COCC1(CC1)[C@H](C(F)(F)F)N2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-9.2,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_d7d5e569e3_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_d905c29100,Cc1cnc2nc1-c1cccc(c1)COCC=C1CNCC3CCCN3CCOc3ccc(cc3COC1)N2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-7.6,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_d905c29100_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_d93664c4b9,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3CC3CCCC23CC3)C1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-7.9,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_d93664c4b9_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_da006e9e54,NC(=O)c1cnc2c3c1[nH]c1cc(ccc13)-c1ccc(nn1)N1CCS(=O)(=O)CC1CNCC1(CC1)[C@H](C(F)(F)F)N2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-8.9,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_da006e9e54_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_dbfbb7d1cf,CN1CCN2c3ccc(cc3)-c3cnc4cccc(c4n3)-c3cc(F)c(c(F)c3)CN3CCOCC3CSCC2C1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-11.2,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_dbfbb7d1cf_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_e16585ad8a,N#CC12CCCNCCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N(C1)C2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-8.2,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_e16585ad8a_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_e275a7e3ff,Cc1cnc2nc1-c1cccc(c1)COCC=C1COCc3cc(ccc3OCCN3CCCC3CSC1)N2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-8.0,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_e275a7e3ff_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_e6c0627bb9,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CCOCNCC3(C#N)CN(C3)C1=O)CC2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-8.4,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_e6c0627bb9_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_ebd66c7b75,O=C1Nc2c[nH]nc2-c2nc3ccc(cc3[nH]2)CN2CCOCC2CCNCCC2(CC2)N1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-8.3,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_ebd66c7b75_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_ec7238a2dd,C1=C2/COCc3ccc(s3)-c3ccnc(n3)Nc3ccc(c(c3)COC/1)OCCN1CCCC1CSC2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-7.4,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_ec7238a2dd_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_ed05fcd36e,C1=C2/COCc3cc(ccc3OCCN3CCCC3CSC2)Nc2nccc(n2)-c2ccc(s2)COC/1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-7.3,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_ed05fcd36e_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_ee723190bd,Cc1cnc2nc1-c1cccc(c1)COCC=C1CNCC3CCN(CCOc4ccc(cc4COC1)N2)C3,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-8.2,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_ee723190bd_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_f01d409d4a,Fc1cc2cc(F)c1CN1CCOCC1CSCC1CNCCC1n1cc(cn1)-c1cnc3cccc-2c3n1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-10.7,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_f01d409d4a_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_f0bd1b6255,NC(=O)c1cnc2c3c1[nH]c1cc(ccc13)-c1ccc(nn1)N1CCS(=O)(=O)CC1COCC1CC1[C@H](C(F)(F)F)N2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-8.6,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_f0bd1b6255_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_f134535edd,CN1CCN2c3ccc(cn3)-c3cnc4cccc(c4n3)-c3cc(F)c(c(F)c3)CN3CCS(=O)(=O)CC3CNCC2C1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-11.0,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_f134535edd_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_f14ad9ba35,N#C[C@@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)COCC3CC32)C1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-8.3,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_f14ad9ba35_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_f4705e122e,O=C1Nc2c[nH]nc2-c2nc3ccc(cc3[nH]2)CN2CCOCC2CCSCCCC2(CC2)N1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-7.5,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_f4705e122e_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_fd6a72e89d,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)CNCC3CC32)C1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-7.9,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_fd6a72e89d_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_ff4ec3842f,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CCCC3(C#N)CN(C3)C1=O)CC2,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-8.9,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_ff4ec3842f_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
CAND_ffa2b05eef,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)CNCC3CC32)C1,vina_gpu_2_1,5AEP,32.53,13.271,-3.863,18.0,18.0,18.0,-8.6,1,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/poses/CAND_ffa2b05eef_vina_out.pdbqt,,generated,parsed_vina_gpu_2_1
