epoch,train_loss,val_size_exact_accuracy,val_size_within_one_accuracy,val_chemo_accuracy,val_combined
512,1.10044,0.565275,0.789398,0.757449,0.776618
513,1.093927,0.561087,0.790714,0.761398,0.778988
514,1.092964,0.564437,0.794185,0.75709,0.779347
515,1.089727,0.567668,0.791552,0.772047,0.78375
516,1.094684,0.562642,0.791313,0.771449,0.783367
517,1.088,0.558095,0.789159,0.767141,0.780352
518,1.097767,0.563839,0.79562,0.760919,0.78174
519,1.089767,0.565275,0.793347,0.766184,0.782482
520,1.088711,0.569582,0.796697,0.76415,0.783678
521,1.090212,0.564078,0.79227,0.76391,0.780926
522,1.090453,0.567668,0.79215,0.76774,0.782386
523,1.087101,0.548044,0.786287,0.760799,0.776092
524,1.092378,0.571377,0.800168,0.762235,0.784995
525,1.087556,0.56336,0.796817,0.764269,0.783798
526,1.090197,0.566591,0.795022,0.7535,0.778413
527,1.089285,0.570061,0.795142,0.769774,0.784995
528,1.082397,0.568745,0.793108,0.761278,0.780376
529,1.092535,0.562044,0.794903,0.756492,0.779538
530,1.084197,0.564078,0.794783,0.768338,0.784205
531,1.079142,0.57401,0.79933,0.772526,0.788608
532,1.079267,0.558454,0.78868,0.756252,0.775709
533,1.082994,0.566591,0.794544,0.763671,0.782195
534,1.083271,0.555821,0.791791,0.763552,0.780495
535,1.080082,0.565634,0.794903,0.760799,0.781261
536,1.080884,0.564676,0.790954,0.763671,0.780041
537,1.082239,0.562403,0.791672,0.762355,0.779945
538,1.074696,0.569941,0.793945,0.763791,0.781883
539,1.086979,0.562762,0.794065,0.764628,0.78229
540,1.081585,0.560369,0.794304,0.764868,0.78253
541,1.08028,0.558813,0.79239,0.765586,0.781668
542,1.075212,0.558454,0.789518,0.764509,0.779514
543,1.075569,0.569702,0.794424,0.743808,0.774177
544,1.077266,0.565275,0.797176,0.764509,0.784109
545,1.077299,0.564078,0.794185,0.760201,0.780591
546,1.079973,0.557736,0.786287,0.772406,0.780735
547,1.067484,0.572813,0.795979,0.774441,0.787364
548,1.070453,0.556659,0.790954,0.769295,0.78229
549,1.077589,0.564916,0.794663,0.77097,0.785186
550,1.070074,0.567429,0.79574,0.774321,0.787172
551,1.071066,0.565394,0.79574,0.765586,0.783678
552,1.072318,0.560369,0.790595,0.766064,0.780783
553,1.07651,0.571377,0.797415,0.763671,0.783918
554,1.066726,0.563599,0.790475,0.761517,0.778892
555,1.072379,0.565155,0.794663,0.763671,0.782266
556,1.071143,0.557018,0.793347,0.765227,0.782099
557,1.071269,0.565394,0.802441,0.76415,0.787125
558,1.069742,0.568864,0.797894,0.77109,0.787172
559,1.068145,0.575446,0.802561,0.761039,0.785952
560,1.065059,0.565394,0.792868,0.760201,0.779801
561,1.06551,0.569702,0.794304,0.767979,0.783774
562,1.074751,0.566711,0.796578,0.761637,0.782601
563,1.069434,0.570779,0.798014,0.765825,0.785138
564,1.069193,0.575087,0.801484,0.767979,0.788082
565,1.066524,0.571138,0.798851,0.758645,0.782769
566,1.065128,0.564796,0.795501,0.766184,0.783774
567,1.067591,0.573292,0.79933,0.766064,0.786024
568,1.065826,0.570899,0.796578,0.769415,0.785713
569,1.0709,0.554266,0.787843,0.756133,0.775159
570,1.058729,0.568984,0.799689,0.769774,0.787723
571,1.057342,0.568745,0.798373,0.761039,0.783439
572,1.061538,0.569463,0.795261,0.766543,0.783774
573,1.069252,0.569941,0.79562,0.756372,0.779921
574,1.058966,0.566711,0.800407,0.755175,0.782314
575,1.059316,0.565035,0.798971,0.762116,0.784229
576,1.060622,0.569702,0.801364,0.76391,0.786383
577,1.06446,0.562522,0.796817,0.766184,0.784564
578,1.062113,0.565514,0.802441,0.769774,0.789374
579,1.063982,0.569463,0.800168,0.763552,0.785521
580,1.055556,0.560249,0.793347,0.762594,0.781046
581,1.060486,0.572574,0.794783,0.76068,0.781142
582,1.05993,0.567787,0.799689,0.766184,0.786287
583,1.062077,0.58083,0.802202,0.765346,0.78746
584,1.063936,0.567429,0.795022,0.752184,0.777887
585,1.058408,0.572454,0.800168,0.761278,0.784612
586,1.058024,0.564557,0.796458,0.769415,0.785641
587,1.060078,0.567668,0.797056,0.766064,0.78466
588,1.060523,0.570779,0.798253,0.768577,0.786383
589,1.056226,0.57377,0.801125,0.763193,0.785952
590,1.054292,0.562403,0.797176,0.763791,0.783822
591,1.062503,0.569941,0.797056,0.763671,0.783702
592,1.057929,0.573531,0.802441,0.767859,0.788608
593,1.058958,0.578437,0.801723,0.760321,0.785162
594,1.058214,0.563839,0.793706,0.762834,0.781357
595,1.055842,0.574608,0.799689,0.767261,0.786718
596,1.059583,0.552591,0.787723,0.771329,0.781165
597,1.052066,0.579395,0.801364,0.759962,0.784803
598,1.051503,0.565993,0.793945,0.756851,0.779107
599,1.053572,0.570659,0.797296,0.762475,0.783367
600,1.053629,0.559531,0.791552,0.761278,0.779442
601,1.052962,0.564796,0.795022,0.768458,0.784396
602,1.05699,0.578796,0.79945,0.770252,0.787771
603,1.046364,0.57054,0.79945,0.760321,0.783798
604,1.04801,0.56683,0.798253,0.762475,0.783942
605,1.043712,0.567189,0.798492,0.762714,0.784181
606,1.046178,0.567787,0.797056,0.764748,0.784133
607,1.047803,0.550437,0.78521,0.761278,0.775637
608,1.04979,0.567907,0.794424,0.762475,0.781644
609,1.049124,0.571856,0.801244,0.759004,0.784348
610,1.047644,0.566112,0.792988,0.755175,0.777863
611,1.049233,0.567548,0.793586,0.769415,0.783918
612,1.044416,0.575206,0.801005,0.769295,0.788321
613,1.045525,0.572694,0.804715,0.769176,0.790499
614,1.041601,0.567668,0.803518,0.765227,0.788202
615,1.047269,0.57377,0.806629,0.762834,0.789111
616,1.051478,0.572574,0.801125,0.765705,0.786957
617,1.042013,0.56707,0.801962,0.766423,0.787747
618,1.04884,0.570181,0.795979,0.768458,0.784971
619,1.049828,0.563958,0.793945,0.755774,0.778677
620,1.042796,0.574967,0.801723,0.766663,0.787699
621,1.046319,0.565514,0.796697,0.764868,0.783966
622,1.053843,0.574728,0.79933,0.761876,0.784348
623,1.046016,0.564557,0.793826,0.76044,0.780471
624,1.034895,0.563121,0.792509,0.767261,0.78241
625,1.046703,0.565514,0.798851,0.76762,0.786359
626,1.035328,0.566232,0.794903,0.771329,0.785473
627,1.038733,0.56324,0.796697,0.7675,0.785019
628,1.043658,0.565993,0.79574,0.775398,0.787603
629,1.04167,0.567429,0.795979,0.763432,0.78296
630,1.039136,0.559411,0.792031,0.766064,0.781644
631,1.033333,0.572095,0.792509,0.76056,0.77973
632,1.042159,0.569822,0.798014,0.764389,0.784564
633,1.04127,0.574847,0.79574,0.768577,0.784875
634,1.044878,0.56324,0.797176,0.763552,0.783726
635,1.036088,0.571497,0.800287,0.758167,0.783439
636,1.035635,0.575805,0.797535,0.76415,0.784181
637,1.037266,0.560488,0.790954,0.76044,0.778748
638,1.034571,0.57377,0.801364,0.766663,0.787484
639,1.034773,0.570659,0.797415,0.756731,0.781142
640,1.034204,0.574608,0.799809,0.76415,0.785545
641,1.037223,0.571138,0.796458,0.752423,0.778844
642,1.034754,0.576164,0.80292,0.764748,0.787651
643,1.03547,0.564796,0.796219,0.76762,0.784779
644,1.02769,0.562881,0.794783,0.762235,0.781764
645,1.039885,0.576762,0.801125,0.76415,0.786335
646,1.040163,0.574249,0.796219,0.765227,0.783822
647,1.039412,0.569582,0.79562,0.769774,0.785282
648,1.034136,0.571736,0.799809,0.762834,0.785019
649,1.031253,0.56707,0.798971,0.772526,0.788393
650,1.039741,0.57748,0.797535,0.764868,0.784468
651,1.031323,0.564198,0.794424,0.765586,0.782889
652,1.033624,0.573531,0.798612,0.76774,0.786263
653,1.027883,0.566591,0.802321,0.764269,0.787101
654,1.031637,0.56324,0.796099,0.761996,0.782458
655,1.027205,0.57054,0.796937,0.767859,0.785306
656,1.034504,0.555103,0.790236,0.7675,0.781142
657,1.029472,0.568745,0.798373,0.766663,0.785689
658,1.032414,0.573651,0.796458,0.759842,0.781812
659,1.025429,0.560488,0.791791,0.769176,0.782745
660,1.026855,0.581189,0.799569,0.762953,0.784923
661,1.031765,0.579754,0.803638,0.761278,0.786694
662,1.029862,0.567668,0.793227,0.762953,0.781118
663,1.029832,0.565035,0.798253,0.766304,0.785473
664,1.029139,0.565514,0.795261,0.764269,0.782865
665,1.025713,0.574728,0.79215,0.766304,0.781812
666,1.028328,0.568146,0.797056,0.770013,0.786239
667,1.030783,0.567189,0.790236,0.761876,0.778892
668,1.026358,0.564676,0.793586,0.761996,0.78095
669,1.030232,0.568266,0.798971,0.768099,0.786622
670,1.02697,0.574847,0.796219,0.76056,0.781955
671,1.029886,0.578916,0.799091,0.765945,0.785832
672,1.026281,0.577839,0.798732,0.761876,0.783989
673,1.024136,0.56336,0.791193,0.766782,0.781429
674,1.028318,0.575685,0.797774,0.76391,0.784229
675,1.022508,0.575685,0.800885,0.768099,0.787771
676,1.028238,0.564916,0.795022,0.766184,0.783487
677,1.01911,0.568984,0.794065,0.759363,0.780184
678,1.026239,0.562283,0.793586,0.763073,0.781381
679,1.027755,0.562044,0.793706,0.765107,0.782266
680,1.025333,0.570899,0.798971,0.756013,0.781788
681,1.020072,0.572694,0.799928,0.764748,0.785856
682,1.024093,0.582027,0.804236,0.766902,0.789302
683,1.026735,0.570061,0.79921,0.766064,0.785952
684,1.019242,0.565275,0.792988,0.774082,0.785425
685,1.025917,0.582386,0.804356,0.773124,0.791863
686,1.017123,0.572215,0.796099,0.767859,0.784803
687,1.021477,0.574129,0.794663,0.758286,0.780112
688,1.022067,0.574249,0.797894,0.7748,0.788656
689,1.021206,0.574129,0.798612,0.759842,0.783104
690,1.018644,0.558574,0.789996,0.761398,0.778557
691,1.017779,0.561685,0.794304,0.768458,0.783966
692,1.019177,0.568386,0.795501,0.767022,0.784109
693,1.015618,0.568505,0.792868,0.771569,0.784348
694,1.019717,0.567668,0.801244,0.761158,0.78521
695,1.014095,0.563839,0.798014,0.765586,0.785042
696,1.010502,0.569223,0.798253,0.772167,0.787819
697,1.008864,0.574728,0.798612,0.760799,0.783487
698,1.023919,0.566591,0.797296,0.772885,0.787531
699,1.018202,0.567668,0.796697,0.768936,0.785593
700,1.017533,0.563719,0.798014,0.764748,0.784707
701,1.010619,0.574488,0.800407,0.769894,0.788202
702,1.014463,0.564676,0.790355,0.76415,0.779873
703,1.016322,0.57389,0.798253,0.763671,0.78442
704,1.010396,0.565634,0.798133,0.770252,0.786981
705,1.015201,0.576762,0.797894,0.766663,0.785401
706,1.013962,0.571258,0.800766,0.7675,0.78746
707,1.016832,0.560608,0.797415,0.766423,0.785019
708,1.016168,0.572574,0.798971,0.768218,0.78667
709,1.010107,0.575326,0.794903,0.765227,0.783032
710,1.011546,0.57377,0.79933,0.770372,0.787747
711,1.00701,0.571497,0.799928,0.769056,0.787579
712,1.011646,0.573292,0.798732,0.77097,0.787627
713,1.006648,0.569343,0.798732,0.769056,0.786861
714,1.007528,0.571497,0.798253,0.768458,0.786335
715,1.011794,0.569582,0.801005,0.766663,0.787268
716,1.010376,0.576642,0.804715,0.760919,0.787196
717,1.012724,0.574129,0.798971,0.762116,0.784229
718,1.005328,0.569582,0.795979,0.768817,0.785114
719,1.011845,0.568505,0.795142,0.771688,0.78576
720,1.011135,0.578318,0.799928,0.771449,0.788537
721,1.011034,0.572454,0.796937,0.769056,0.785784
722,1.004972,0.572813,0.800407,0.769774,0.788154
723,1.012648,0.564078,0.795261,0.768338,0.784492
724,1.006373,0.573531,0.798133,0.770372,0.787029
725,1.005473,0.569223,0.794424,0.773723,0.786143
726,1.006771,0.568745,0.801125,0.765825,0.787005
727,1.01144,0.574129,0.799809,0.767141,0.786742
728,1.008964,0.573053,0.797655,0.759004,0.782195
729,1.002557,0.575685,0.799928,0.764509,0.78576
730,1.008745,0.568027,0.798373,0.757568,0.782051
731,1.003459,0.575446,0.795381,0.774919,0.787196
732,1.005469,0.571377,0.798014,0.772406,0.787771
733,1.007221,0.577121,0.801484,0.769415,0.788656
734,1.004747,0.565275,0.797176,0.763073,0.783535
735,1.002687,0.581189,0.79945,0.765945,0.786048
736,1.005973,0.580591,0.800885,0.77097,0.788919
737,1.003697,0.573292,0.79562,0.761398,0.781931
738,1.003178,0.570779,0.798373,0.763193,0.784301
739,0.995346,0.577241,0.803398,0.763791,0.787555
740,1.002645,0.575087,0.799091,0.766902,0.786215
741,1.002483,0.578916,0.802202,0.762116,0.786167
742,1.004418,0.574728,0.801843,0.765107,0.787148
743,0.998168,0.571138,0.798133,0.756252,0.781381
744,1.000661,0.579634,0.805552,0.76415,0.788991
745,1.008508,0.562762,0.792629,0.762714,0.780663
746,0.998942,0.568745,0.795261,0.765825,0.783487
747,1.006065,0.578916,0.801603,0.768697,0.788441
748,0.997375,0.572454,0.793467,0.765466,0.782266
749,1.005647,0.558454,0.789039,0.773842,0.78296
750,1.00128,0.578078,0.800885,0.761039,0.784947
751,0.99704,0.571018,0.797296,0.766902,0.785138
752,0.99853,0.569941,0.796937,0.761039,0.782577
753,0.998761,0.578677,0.799809,0.758885,0.783439
754,1.003995,0.574249,0.796099,0.766902,0.78442
755,0.995113,0.573172,0.801125,0.769774,0.788584
756,0.995995,0.571258,0.798373,0.767859,0.786167
757,1.005842,0.573292,0.802082,0.76762,0.788297
758,0.995246,0.577959,0.803877,0.757927,0.785497
759,1.00037,0.579754,0.803159,0.760919,0.786263
760,0.995048,0.578796,0.79945,0.767141,0.786526
761,0.996173,0.574847,0.795142,0.769056,0.784707
762,0.9972,0.560847,0.790714,0.766423,0.780998
763,0.993033,0.570779,0.796817,0.767141,0.784947
764,0.997778,0.574847,0.794663,0.763671,0.782266
765,0.993995,0.574129,0.802561,0.76762,0.788584
766,0.992499,0.569104,0.79574,0.772047,0.786263
767,0.990302,0.574608,0.798253,0.768577,0.786383
768,0.992944,0.575206,0.79574,0.76415,0.783104
769,0.988799,0.573651,0.797535,0.768218,0.785808
770,0.994556,0.584899,0.804236,0.770252,0.790643
771,0.990224,0.567189,0.794424,0.757927,0.779825
772,0.990869,0.575565,0.797296,0.759962,0.782362
773,0.993496,0.576164,0.801125,0.766304,0.787196
774,0.989023,0.569104,0.793227,0.763671,0.781405
775,0.992214,0.58442,0.800168,0.765107,0.786143
776,0.990579,0.567668,0.797894,0.765107,0.784779
777,0.996251,0.567429,0.796219,0.766064,0.784157
778,0.990971,0.577121,0.799928,0.769774,0.787866
779,0.994104,0.579634,0.800048,0.769654,0.78789
780,0.996032,0.578796,0.803398,0.761876,0.78679
781,0.989704,0.5703,0.794185,0.759603,0.780352
782,0.994076,0.572694,0.79921,0.760201,0.783607
783,0.989986,0.572694,0.798373,0.76403,0.784636
784,0.989579,0.575565,0.800048,0.763791,0.785545
785,0.997529,0.57377,0.79586,0.767979,0.784707
786,0.988774,0.56324,0.796458,0.770492,0.786072
787,0.9891,0.56695,0.801364,0.768936,0.788393
788,0.987598,0.570061,0.797894,0.768817,0.786263
789,0.993812,0.562762,0.792629,0.762355,0.780519
790,0.989579,0.565993,0.796099,0.764868,0.783607
791,0.989832,0.5703,0.792988,0.769535,0.783607
792,0.986871,0.574129,0.801244,0.763432,0.786119
793,0.988174,0.574129,0.795142,0.76774,0.784181
794,0.990713,0.571497,0.796219,0.771808,0.786454
795,0.985907,0.577839,0.798851,0.768338,0.786646
796,0.985752,0.578437,0.797774,0.769176,0.786335
797,0.982793,0.567309,0.798373,0.765346,0.785162
798,0.979801,0.565993,0.794544,0.774441,0.786502
799,0.984429,0.573412,0.797894,0.765945,0.785114
800,0.980615,0.568505,0.79933,0.760081,0.78363
801,0.991875,0.574249,0.79574,0.761398,0.782003
802,0.987602,0.575924,0.799091,0.764868,0.785401
803,0.983263,0.573651,0.796937,0.755534,0.780376
804,0.986518,0.583583,0.805074,0.768577,0.790475
805,0.980885,0.557856,0.794065,0.766902,0.7832
806,0.984965,0.573412,0.796219,0.768338,0.785066
807,0.982938,0.57748,0.79921,0.771569,0.788154
808,0.986584,0.579873,0.802561,0.770013,0.789542
809,0.980958,0.58083,0.800407,0.766782,0.786957
810,0.981571,0.58442,0.800646,0.767859,0.787531
811,0.983181,0.575087,0.800048,0.768936,0.787603
812,0.981033,0.568745,0.795979,0.770851,0.785928
813,0.979646,0.572574,0.798253,0.772885,0.788106
814,0.982786,0.567548,0.798133,0.76056,0.783104
815,0.987204,0.575685,0.799928,0.773124,0.789207
816,0.977354,0.574608,0.799809,0.767141,0.786742
817,0.979031,0.574728,0.799569,0.759363,0.783487
818,0.978297,0.578916,0.803757,0.766782,0.788967
819,0.982896,0.569582,0.798492,0.766663,0.78576
820,0.982723,0.574967,0.800885,0.762714,0.785617
821,0.978092,0.570181,0.793108,0.764868,0.781812
822,0.978273,0.579514,0.79586,0.762714,0.782601
823,0.974818,0.578437,0.799928,0.769176,0.787627
824,0.977542,0.56707,0.794903,0.768218,0.784229
825,0.979765,0.567787,0.798373,0.767261,0.785928
826,0.980497,0.578677,0.800766,0.769295,0.788178
827,0.979121,0.569104,0.789278,0.761996,0.778365
828,0.978271,0.575206,0.798373,0.761637,0.783678
829,0.974958,0.573292,0.798014,0.768458,0.786191
830,0.975258,0.574967,0.80268,0.768577,0.789039
831,0.976454,0.575446,0.797296,0.767022,0.785186
832,0.971514,0.581668,0.802441,0.768458,0.788848
833,0.981552,0.587412,0.803398,0.766304,0.788561
834,0.975305,0.575446,0.799569,0.765586,0.785976
835,0.978893,0.582745,0.8028,0.762834,0.786813
836,0.976753,0.580471,0.797655,0.773244,0.78789
837,0.974028,0.578677,0.800168,0.767979,0.787292
838,0.976832,0.580112,0.796338,0.762953,0.782984
839,0.979994,0.571377,0.800407,0.769535,0.788058
840,0.975494,0.57748,0.800048,0.766064,0.786454
841,0.980113,0.57054,0.798612,0.768218,0.786454
842,0.970966,0.56695,0.794424,0.774082,0.786287
843,0.971638,0.574728,0.79945,0.77121,0.788154
844,0.968414,0.577121,0.804715,0.760081,0.786861
845,0.976928,0.579514,0.798492,0.760799,0.783415
846,0.974378,0.574488,0.79215,0.76403,0.780902
847,0.974707,0.575805,0.798612,0.77109,0.787603
848,0.973556,0.580471,0.79945,0.762594,0.784707
849,0.974872,0.571258,0.798253,0.763312,0.784277
850,0.973007,0.577719,0.798373,0.76403,0.784636
851,0.970109,0.579395,0.79945,0.764509,0.785473
852,0.977328,0.585019,0.803518,0.774919,0.792078
853,0.966664,0.572335,0.796937,0.759842,0.782099
854,0.969171,0.575446,0.798014,0.759722,0.782697
855,0.968406,0.569463,0.79562,0.766902,0.784133
856,0.965803,0.582386,0.798971,0.765705,0.785665
857,0.972082,0.566232,0.788561,0.765227,0.779227
858,0.974164,0.584779,0.802441,0.769535,0.789278
859,0.96269,0.578796,0.79574,0.769894,0.785401
860,0.970006,0.581548,0.798253,0.76774,0.786048
861,0.96322,0.575326,0.797296,0.764389,0.784133
862,0.969423,0.57736,0.805433,0.772526,0.79227
863,0.964075,0.574488,0.797535,0.767859,0.785665
864,0.965787,0.579634,0.798971,0.770492,0.787579
865,0.96654,0.569582,0.792629,0.761278,0.780089
866,0.969985,0.578078,0.795142,0.769654,0.784947
867,0.965902,0.580471,0.803039,0.769056,0.789446
868,0.973003,0.574728,0.801244,0.766782,0.78746
869,0.96493,0.57389,0.796578,0.765346,0.784085
870,0.964474,0.580591,0.804834,0.768936,0.790475
871,0.970856,0.57736,0.798133,0.772526,0.78789
872,0.963127,0.577241,0.797176,0.765586,0.78454
873,0.964198,0.579395,0.799809,0.766304,0.786407
874,0.9662,0.573651,0.800407,0.768936,0.787819
875,0.966295,0.568625,0.792988,0.775996,0.786191
876,0.962857,0.576164,0.797894,0.768099,0.785976
877,0.967111,0.582745,0.800766,0.765705,0.786742
878,0.958379,0.574249,0.79227,0.768218,0.782649
879,0.968623,0.571258,0.796578,0.764509,0.78375
880,0.965825,0.580352,0.79945,0.758765,0.783176
881,0.962551,0.575924,0.799928,0.768577,0.787388
882,0.962536,0.5916,0.805313,0.770851,0.791528
883,0.966516,0.570659,0.796697,0.767979,0.78521
884,0.964395,0.578796,0.79921,0.767261,0.786431
885,0.959276,0.586335,0.797056,0.769056,0.785856
886,0.964029,0.572933,0.79562,0.770133,0.785425
887,0.96291,0.5703,0.798612,0.765466,0.785354
888,0.961663,0.580352,0.801484,0.767261,0.787795
889,0.96108,0.576762,0.797415,0.76762,0.785497
890,0.958035,0.58095,0.798133,0.770492,0.787077
891,0.967987,0.585617,0.797415,0.764389,0.784205
892,0.959738,0.579395,0.801962,0.770133,0.789231
893,0.959278,0.567787,0.793945,0.770372,0.784516
894,0.955465,0.581668,0.800048,0.768577,0.78746
895,0.962057,0.584301,0.8028,0.76762,0.788728
896,0.959157,0.579754,0.798253,0.76774,0.786048
897,0.956703,0.571497,0.798253,0.776594,0.78959
898,0.956678,0.578078,0.794783,0.766423,0.783439
899,0.955331,0.575565,0.798373,0.7675,0.786024
900,0.960756,0.57401,0.797655,0.769176,0.786263
901,0.960459,0.579155,0.798971,0.761637,0.784037
902,0.959775,0.5703,0.798971,0.774321,0.789111
903,0.95611,0.579036,0.79933,0.770133,0.787651
904,0.956346,0.586096,0.79921,0.770133,0.787579
905,0.958578,0.585258,0.798373,0.76391,0.784588
906,0.955417,0.576044,0.798971,0.763552,0.784803
907,0.955055,0.57042,0.792509,0.767859,0.782649
908,0.958323,0.580591,0.801125,0.769415,0.788441
909,0.958629,0.576044,0.796817,0.769056,0.785713
910,0.960019,0.578437,0.798014,0.77456,0.788632
911,0.950362,0.580112,0.796697,0.770252,0.786119
912,0.95594,0.581189,0.80268,0.76044,0.785784
913,0.955969,0.573651,0.799809,0.765825,0.786215
914,0.958246,0.572454,0.796099,0.768697,0.785138
915,0.957835,0.579873,0.796219,0.762475,0.782721
916,0.960759,0.580112,0.800766,0.769295,0.788178
917,0.954636,0.575326,0.79921,0.768218,0.786813
918,0.948953,0.581429,0.803279,0.766782,0.78868
919,0.962444,0.582386,0.797415,0.76774,0.785545
920,0.950868,0.585497,0.800287,0.764868,0.786119
921,0.953399,0.580352,0.79945,0.771808,0.788393
922,0.952718,0.575206,0.796697,0.767022,0.784827
923,0.952427,0.577719,0.797535,0.763432,0.783894
924,0.952915,0.576882,0.80268,0.766663,0.788273
925,0.955917,0.583343,0.803877,0.772526,0.791337
926,0.958835,0.582386,0.800048,0.769176,0.787699
927,0.950794,0.57054,0.795381,0.769894,0.785186
928,0.95349,0.576762,0.796697,0.765945,0.784396
929,0.949369,0.563958,0.792629,0.770492,0.783774
930,0.947647,0.576523,0.79574,0.767141,0.784301
931,0.949801,0.568625,0.792509,0.76415,0.781165
932,0.9509,0.582147,0.803159,0.768218,0.789183
933,0.955832,0.575446,0.794783,0.762594,0.781907
934,0.950714,0.580591,0.802082,0.765107,0.787292
935,0.953333,0.577241,0.79945,0.769535,0.787484
936,0.950702,0.58107,0.801843,0.761757,0.785808
937,0.956218,0.576642,0.794304,0.76762,0.783631
938,0.9455,0.57401,0.796458,0.766423,0.784444
939,0.952096,0.57042,0.795022,0.772047,0.785832
940,0.94736,0.575087,0.795022,0.759603,0.780854
941,0.953794,0.579275,0.800168,0.768099,0.78734
942,0.94867,0.576164,0.803997,0.767859,0.789542
943,0.95149,0.583702,0.80268,0.768338,0.788943
944,0.946714,0.583583,0.800048,0.773244,0.789326
945,0.942461,0.579993,0.801843,0.763073,0.786335
946,0.947186,0.580232,0.800407,0.764628,0.786096
947,0.944684,0.578318,0.799569,0.770611,0.787986
948,0.943255,0.582266,0.798732,0.769894,0.787196
949,0.953899,0.576044,0.797535,0.766543,0.785138
950,0.951086,0.577241,0.79933,0.767859,0.786742
951,0.948118,0.578198,0.799809,0.768338,0.78722
952,0.950495,0.575446,0.797774,0.771569,0.787292
953,0.945112,0.584301,0.801484,0.769295,0.788608
954,0.947485,0.581189,0.799809,0.76762,0.786933
955,0.951261,0.574728,0.794544,0.768817,0.784253
956,0.948112,0.575087,0.796338,0.772287,0.786718
957,0.948422,0.570779,0.795261,0.763073,0.782386
958,0.94646,0.572694,0.798732,0.769894,0.787196
959,0.944346,0.576882,0.798133,0.772526,0.78789
960,0.946027,0.580591,0.799091,0.762355,0.784396
961,0.949343,0.577839,0.798492,0.762355,0.784037
962,0.949223,0.581548,0.798971,0.767141,0.786239
963,0.944825,0.581189,0.802561,0.766782,0.788249
964,0.943724,0.578198,0.800885,0.767979,0.787723
965,0.941349,0.568505,0.798732,0.765227,0.78533
966,0.948116,0.576882,0.798612,0.769056,0.78679
967,0.947526,0.578198,0.801843,0.773244,0.790403
968,0.946086,0.576403,0.796458,0.767979,0.785066
969,0.943094,0.572454,0.797655,0.769415,0.786359
970,0.947215,0.574967,0.793108,0.763312,0.781189
971,0.944702,0.574488,0.79945,0.77456,0.789494
972,0.940377,0.586574,0.800526,0.771928,0.789087
973,0.941002,0.57042,0.795261,0.772287,0.786072
974,0.946688,0.566112,0.791432,0.769654,0.782721
975,0.938881,0.57748,0.799569,0.775518,0.789949
976,0.942961,0.572574,0.792988,0.76762,0.782841
977,0.93985,0.582027,0.800646,0.76415,0.786048
978,0.943509,0.583702,0.80292,0.768577,0.789183
979,0.941755,0.577959,0.802321,0.772406,0.790355
980,0.94154,0.58442,0.800885,0.765586,0.786766
981,0.937546,0.581788,0.803398,0.770252,0.79014
982,0.946211,0.571018,0.797535,0.773005,0.787723
983,0.937793,0.583343,0.79921,0.770731,0.787819
984,0.946852,0.583463,0.801603,0.769535,0.788776
985,0.940821,0.561685,0.789996,0.774919,0.783966
986,0.941749,0.578557,0.798014,0.767859,0.785952
987,0.941435,0.580352,0.79562,0.768218,0.78466
988,0.943831,0.584181,0.802441,0.769535,0.789278
989,0.940196,0.568146,0.7888,0.775159,0.783343
990,0.940716,0.581548,0.79574,0.770851,0.785784
991,0.942764,0.581548,0.800526,0.761278,0.784827
992,0.940172,0.574369,0.797774,0.773244,0.787962
993,0.938788,0.575924,0.795142,0.772047,0.785904
994,0.937229,0.581668,0.798971,0.7675,0.786383
995,0.931813,0.580591,0.798612,0.768577,0.786598
996,0.933499,0.57389,0.800287,0.774082,0.789805
997,0.93547,0.581189,0.796697,0.771329,0.78655
998,0.940956,0.583702,0.800407,0.767859,0.787388
999,0.936946,0.575805,0.796937,0.765466,0.784348
1000,0.938663,0.578437,0.805552,0.768458,0.790714
1001,0.937315,0.575805,0.797056,0.772287,0.787149
1002,0.939254,0.578916,0.797774,0.770492,0.786861
1003,0.936651,0.586694,0.802561,0.768218,0.788824
1004,0.943354,0.578796,0.798133,0.772167,0.787747
1005,0.935929,0.584301,0.800646,0.768338,0.787723
1006,0.93951,0.576762,0.795261,0.773842,0.786694
1007,0.934085,0.580232,0.801723,0.766543,0.787651
1008,0.933205,0.578198,0.796937,0.773603,0.787603
1009,0.935639,0.582506,0.80268,0.768697,0.789087
1010,0.939205,0.578557,0.802082,0.769295,0.788967
1011,0.936517,0.576403,0.796219,0.769295,0.785449
1012,0.937288,0.574129,0.79574,0.770851,0.785784
1013,0.940292,0.579634,0.799091,0.76762,0.786502
1014,0.932145,0.581668,0.79945,0.773483,0.789063
1015,0.932043,0.571856,0.794065,0.774082,0.786072
1016,0.930396,0.577839,0.797415,0.765586,0.784683
1017,0.936588,0.571377,0.797296,0.76391,0.783942
1018,0.93296,0.574488,0.800168,0.769295,0.787819
1019,0.931322,0.58107,0.801843,0.769535,0.788919
1020,0.930201,0.571856,0.796458,0.769056,0.785497
1021,0.937706,0.576044,0.802321,0.77121,0.789877
1022,0.928453,0.576762,0.803159,0.772047,0.790714
1023,0.941302,0.5703,0.798133,0.770252,0.786981
1024,0.930562,0.582027,0.797535,0.766184,0.784995
1025,0.939355,0.580471,0.800287,0.77109,0.788608
1026,0.932291,0.578078,0.798971,0.770611,0.787627
