epoch,train_loss,val_f1,val_precision,val_recall,lr
444,0.012983,0.481481,0.333333,0.866667,0.00023988679496709928
445,0.013346,0.468468,0.320988,0.866667,0.00023963561880735977
446,0.013683,0.479167,0.348485,0.766667,0.00023938405165518735
447,0.013818,0.468085,0.34375,0.733333,0.0002391320946140786
448,0.013899,0.461538,0.310345,0.9,0.00023887974878924033
449,0.013476,0.477064,0.329114,0.866667,0.00023862701528758486
450,0.013419,0.477064,0.329114,0.866667,0.00023837389521772493
451,0.012923,0.468468,0.320988,0.866667,0.00023812038968996905
452,0.012406,0.484211,0.353846,0.766667,0.00023786649981631642
453,0.013494,0.472727,0.325,0.866667,0.00023761222671045228
454,0.012974,0.479167,0.348485,0.766667,0.00023735757148774298
455,0.013039,0.472727,0.325,0.866667,0.00023710253526523068
456,0.012659,0.468468,0.320988,0.866667,0.0002368471191616292
457,0.012734,0.468468,0.320988,0.866667,0.00023659132429731854
458,0.012568,0.480769,0.337838,0.833333,0.00023633515179434002
459,0.013076,0.484211,0.353846,0.766667,0.00023607860277639157
460,0.013059,0.484211,0.353846,0.766667,0.00023582167836882278
461,0.012888,0.45283,0.315789,0.8,0.00023556437969862975
462,0.013315,0.464286,0.317073,0.866667,0.0002353067078944503
463,0.012691,0.472727,0.325,0.866667,0.00023504866408655914
464,0.012616,0.480769,0.337838,0.833333,0.0002347902494068625
465,0.012844,0.471698,0.328947,0.833333,0.00023453146498889378
466,0.013541,0.485437,0.342466,0.833333,0.00023427231196780784
467,0.013785,0.468468,0.320988,0.866667,0.00023401279148037678
468,0.013375,0.468468,0.320988,0.866667,0.00023375290466498433
469,0.013619,0.482143,0.329268,0.9,0.00023349265266162125
470,0.013376,0.472727,0.325,0.866667,0.00023323203661188016
471,0.012832,0.468468,0.320988,0.866667,0.00023297105765895056
472,0.013386,0.489362,0.359375,0.766667,0.00023270971694761377
473,0.012926,0.49505,0.352113,0.833333,0.00023244801562423808
474,0.013278,0.477064,0.329114,0.866667,0.00023218595483677346
475,0.013005,0.468468,0.320988,0.866667,0.00023192353573474678
476,0.013227,0.468468,0.320988,0.866667,0.00023166075946925662
477,0.012632,0.477064,0.329114,0.866667,0.00023139762719296815
478,0.012542,0.485437,0.342466,0.833333,0.0002311341400601084
479,0.01234,0.472727,0.325,0.866667,0.00023087029922646074
480,0.013332,0.472727,0.325,0.866667,0.0002306061058493602
481,0.012724,0.477064,0.329114,0.866667,0.0002303415610876882
482,0.012867,0.484211,0.353846,0.766667,0.00023007666610186744
483,0.012451,0.45977,0.350877,0.666667,0.00022981142205385694
484,0.01298,0.478261,0.354839,0.733333,0.00022954583010714686
485,0.013088,0.494624,0.365079,0.766667,0.00022927989142675352
486,0.012399,0.47619,0.333333,0.833333,0.00022901360717921394
487,0.012771,0.477064,0.329114,0.866667,0.00022874697853258113
488,0.013021,0.477064,0.329114,0.866667,0.00022848000665641883
489,0.011963,0.494624,0.365079,0.766667,0.00022821269272179623
490,0.012859,0.47191,0.355932,0.7,0.00022794503790128315
491,0.012416,0.472727,0.325,0.866667,0.00022767704336894444
492,0.012806,0.494624,0.365079,0.766667,0.00022740871030033536
493,0.012155,0.472727,0.325,0.866667,0.00022714003987249598
494,0.012401,0.47619,0.333333,0.833333,0.0002268710332639462
495,0.013164,0.464286,0.317073,0.866667,0.00022660169165468065
496,0.012918,0.47191,0.355932,0.7,0.0002263320162261634
497,0.012573,0.483516,0.360656,0.733333,0.0002260620081613228
498,0.013338,0.479167,0.348485,0.766667,0.00022579166864454637
499,0.013449,0.470588,0.333333,0.8,0.00022552099886167542
500,0.013713,0.426966,0.322034,0.633333,0.0002252500000000001
501,0.014624,0.451613,0.333333,0.7,0.00022497867324825397
502,0.013169,0.470588,0.333333,0.8,0.00022470701979660892
503,0.014493,0.5,0.357143,0.833333,0.0002244350408366699
504,0.013522,0.452174,0.305882,0.866667,0.00022416273756146966
505,0.012905,0.464286,0.317073,0.866667,0.00022389011116546363
506,0.013822,0.482143,0.329268,0.9,0.00022361716284452455
507,0.013424,0.464286,0.317073,0.866667,0.00022334389379593725
508,0.012966,0.489362,0.359375,0.766667,0.00022307030521839352
509,0.012535,0.494624,0.365079,0.766667,0.00022279639831198673
510,0.013059,0.468468,0.320988,0.866667,0.0002225221742782065
511,0.013941,0.479167,0.348485,0.766667,0.0002222476343199337
512,0.012884,0.468468,0.320988,0.866667,0.00022197277964143482
513,0.012381,0.481481,0.333333,0.866667,0.00022169761144835698
514,0.012639,0.471698,0.328947,0.833333,0.00022142213094772254
515,0.012307,0.464646,0.333333,0.766667,0.00022114633934792365
516,0.01289,0.47619,0.333333,0.833333,0.00022087023785871728
517,0.012344,0.468468,0.320988,0.866667,0.00022059382769121965
518,0.012349,0.468468,0.320988,0.866667,0.00022031711005790096
519,0.012822,0.47191,0.355932,0.7,0.0002200400861725801
520,0.012737,0.468468,0.320988,0.866667,0.0002197627572504194
521,0.012256,0.468468,0.320988,0.866667,0.0002194851245079192
522,0.012776,0.464286,0.317073,0.866667,0.00021920718916291254
523,0.012753,0.464286,0.317073,0.866667,0.00021892895243455976
524,0.012622,0.464286,0.317073,0.866667,0.00021865041554334334
525,0.012244,0.477273,0.362069,0.7,0.00021837157971106233
526,0.011925,0.494624,0.365079,0.766667,0.0002180924461608271
527,0.012106,0.45977,0.350877,0.666667,0.00021781301611705403
528,0.011951,0.466667,0.35,0.7,0.00021753329080545993
529,0.012867,0.489362,0.359375,0.766667,0.00021725327145305693
530,0.012452,0.47191,0.355932,0.7,0.00021697295928814678
531,0.01264,0.473118,0.349206,0.733333,0.00021669235554031596
532,0.012762,0.464286,0.317073,0.866667,0.0002164114614404296
533,0.012405,0.45977,0.350877,0.666667,0.00021613027822062677
534,0.012065,0.472727,0.325,0.866667,0.0002158488071143146
535,0.011858,0.472727,0.325,0.866667,0.00021556704935616312
536,0.012051,0.47191,0.355932,0.7,0.00021528500618209963
537,0.012503,0.478261,0.354839,0.733333,0.0002150026788293035
538,0.012782,0.472727,0.325,0.866667,0.00021472006853620067
539,0.01302,0.464286,0.317073,0.866667,0.00021443717654245808
540,0.012598,0.489362,0.359375,0.766667,0.00021415400408897846
541,0.012354,0.472727,0.325,0.866667,0.00021387055241789478
542,0.012387,0.47619,0.333333,0.833333,0.00021358682277256466
543,0.012721,0.47619,0.333333,0.833333,0.00021330281639756515
544,0.012455,0.472727,0.325,0.866667,0.0002130185345386872
545,0.012684,0.457143,0.32,0.8,0.0002127339784429301
546,0.012517,0.436782,0.333333,0.633333,0.00021244914935849608
547,0.012885,0.489362,0.359375,0.766667,0.0002121640485347849
548,0.012569,0.461538,0.344262,0.7,0.00021187867722238823
549,0.01284,0.436782,0.333333,0.633333,0.0002115930366730843
550,0.012853,0.47191,0.355932,0.7,0.00021130712813983223
551,0.012239,0.494624,0.365079,0.766667,0.0002110209528767668
552,0.012247,0.468468,0.320988,0.866667,0.0002107345121391927
553,0.01306,0.489362,0.359375,0.766667,0.00021044780718357912
554,0.012765,0.477273,0.362069,0.7,0.00021016083926755428
555,0.012366,0.472727,0.325,0.866667,0.0002098736096498998
556,0.012566,0.464286,0.317073,0.866667,0.00020958611959054544
557,0.012276,0.47191,0.355932,0.7,0.0002092983703505631
558,0.011901,0.468468,0.320988,0.866667,0.00020901036319216187
559,0.012297,0.45283,0.315789,0.8,0.00020872209937868193
560,0.012721,0.472727,0.325,0.866667,0.0002084335801745895
561,0.012823,0.472727,0.325,0.866667,0.00020814480684547087
562,0.012437,0.494624,0.365079,0.766667,0.0002078557806580272
563,0.013045,0.494624,0.365079,0.766667,0.00020756650288006873
564,0.012479,0.464286,0.317073,0.866667,0.00020727697478050935
565,0.012955,0.461538,0.344262,0.7,0.00020698719762936093
566,0.011792,0.472727,0.325,0.866667,0.0002066971726977278
567,0.012225,0.472727,0.325,0.866667,0.0002064069012578012
568,0.011808,0.475248,0.338028,0.8,0.0002061163845828538
569,0.012127,0.494624,0.365079,0.766667,0.0002058256239472337
570,0.01251,0.472727,0.325,0.866667,0.0002055346206263594
571,0.012714,0.466667,0.35,0.7,0.00020524337589671382
572,0.012764,0.444444,0.333333,0.666667,0.00020495189103583885
573,0.012222,0.468468,0.320988,0.866667,0.00020466016732232964
