epoch,train_loss,val_f1,val_precision,val_recall,lr
68,0.018363,0.36,0.225,0.9,0.00029848639673985884
69,0.018092,0.348624,0.240506,0.633333,0.0002984416297310964
70,0.018761,0.373832,0.25974,0.666667,0.0002983962137779669
71,0.018295,0.372414,0.234783,0.9,0.0002983501490796867
72,0.018251,0.345455,0.2375,0.633333,0.00029830343583831827
73,0.018176,0.371429,0.236364,0.866667,0.0002982560742587687
74,0.018383,0.329268,0.201493,0.9,0.00029820806454878895
75,0.018266,0.359375,0.234694,0.766667,0.0002981594069189732
76,0.01842,0.371429,0.236364,0.866667,0.00029811010158275764
77,0.018162,0.333333,0.222222,0.666667,0.0002980601487564195
78,0.018115,0.350649,0.217742,0.9,0.0002980095486590764
79,0.019245,0.352941,0.219512,0.9,0.0002979583015126851
80,0.01869,0.356589,0.232323,0.766667,0.00029790640754204066
81,0.018492,0.380282,0.241071,0.9,0.0002978538669747754
82,0.01787,0.372881,0.25,0.733333,0.00029780068004135794
83,0.018329,0.352941,0.219512,0.9,0.0002977468469750922
84,0.018159,0.380282,0.241071,0.9,0.00029769236801211645
85,0.017538,0.352941,0.219512,0.9,0.0002976372433914019
86,0.018175,0.351145,0.227723,0.766667,0.0002975814733547522
87,0.018496,0.327273,0.2,0.9,0.000297525058146802
88,0.018253,0.353846,0.23,0.766667,0.00029746799801501605
89,0.018156,0.350649,0.217742,0.9,0.00029741029320968793
90,0.018171,0.352941,0.219512,0.9,0.0002973519439839392
91,0.018454,0.350649,0.217742,0.9,0.0002972929505937181
92,0.017789,0.349515,0.246575,0.6,0.0002972333132977985
93,0.017933,0.352941,0.219512,0.9,0.0002971730323577787
94,0.017479,0.382353,0.245283,0.866667,0.0002971121080380805
95,0.018275,0.35514,0.246753,0.633333,0.0002970505406059477
96,0.017396,0.380282,0.241071,0.9,0.0002969883303314452
97,0.017581,0.380282,0.241071,0.9,0.0002969254774874577
98,0.017832,0.348624,0.240506,0.633333,0.0002968619823496885
99,0.017946,0.349515,0.246575,0.6,0.0002967978451966584
100,0.017596,0.342857,0.24,0.6,0.00029673306630970423
101,0.017364,0.348993,0.218487,0.866667,0.000296667645972978
102,0.017708,0.348485,0.22549,0.766667,0.00029660158447344524
103,0.017402,0.377622,0.238938,0.9,0.000296534882100884
104,0.018206,0.369231,0.24,0.8,0.00029646753914788364
105,0.018389,0.351852,0.24359,0.633333,0.0002963995559098431
106,0.017339,0.333333,0.210526,0.8,0.00029633093268497025
107,0.017553,0.381818,0.2625,0.7,0.0002962616697742801
108,0.017948,0.361905,0.253333,0.633333,0.0002961917674815937
109,0.017964,0.355932,0.238636,0.7,0.00029612122611353663
110,0.01744,0.371429,0.236364,0.866667,0.0002960500459795379
111,0.017333,0.380282,0.241071,0.9,0.00029597822739182837
112,0.017238,0.380952,0.266667,0.666667,0.0002959057706654395
113,0.016916,0.369231,0.24,0.8,0.00029583267611820195
114,0.017797,0.363636,0.235294,0.8,0.0002957589440707442
115,0.017182,0.352941,0.25,0.6,0.00029568457484649104
116,0.017503,0.366972,0.253165,0.666667,0.00029560956877166226
117,0.016878,0.365385,0.256757,0.633333,0.00029553392617527125
118,0.017104,0.358209,0.230769,0.8,0.0002954576473891234
119,0.017275,0.366412,0.237624,0.8,0.0002953807327478148
120,0.017157,0.377358,0.263158,0.666667,0.00029530318258873077
121,0.017107,0.36036,0.246914,0.666667,0.00029522499725204415
122,0.017106,0.382979,0.28125,0.6,0.00029514617708071406
123,0.017478,0.366972,0.253165,0.666667,0.00029506672242048446
124,0.017787,0.38835,0.273973,0.666667,0.00029498663361988227
125,0.018073,0.37037,0.25641,0.666667,0.0002949059110302161
126,0.017092,0.371429,0.236364,0.866667,0.00029482455500557487
127,0.016555,0.380952,0.266667,0.666667,0.0002947425659028258
128,0.017465,0.386555,0.258427,0.766667,0.00029465994408161325
129,0.017822,0.384615,0.27027,0.666667,0.00029457668990435696
130,0.016837,0.366972,0.253165,0.666667,0.0002944928037362504
131,0.017229,0.384615,0.27027,0.666667,0.0002944082859452594
132,0.016921,0.377622,0.238938,0.9,0.0002943231369021203
133,0.017038,0.358209,0.230769,0.8,0.0002942373569803386
134,0.016589,0.408163,0.294118,0.666667,0.00029415094655618686
135,0.017372,0.393162,0.264368,0.766667,0.0002940639060087035
136,0.018071,0.368932,0.260274,0.633333,0.000293976235719691
137,0.017049,0.380952,0.266667,0.666667,0.00029388793607371404
138,0.01778,0.386555,0.258427,0.766667,0.0002937990074580982
139,0.017498,0.350649,0.217742,0.9,0.0002937094502629278
140,0.017508,0.393162,0.264368,0.766667,0.0002936192648810445
141,0.016869,0.373832,0.25974,0.666667,0.00029352845170804563
142,0.017216,0.37037,0.25641,0.666667,0.0002934370111422821
143,0.016546,0.40404,0.289855,0.666667,0.00029334494358485697
144,0.017493,0.373832,0.25974,0.666667,0.0002932522494396236
145,0.017136,0.392157,0.277778,0.666667,0.00029315892911318387
146,0.016824,0.385714,0.245455,0.9,0.0002930649830148864
147,0.016719,0.366972,0.253165,0.666667,0.00029297041155682473
148,0.015781,0.390244,0.258065,0.8,0.0002928752151538355
149,0.016495,0.373832,0.25974,0.666667,0.00029277939422349674
150,0.016598,0.39604,0.28169,0.666667,0.00029268294918612597
151,0.016035,0.4,0.285714,0.666667,0.0002925858804647782
152,0.016199,0.38835,0.273973,0.666667,0.0002924881884852445
153,0.016241,0.4,0.285714,0.666667,0.0002923898736760495
154,0.016237,0.392157,0.277778,0.666667,0.0002922909364684502
155,0.016281,0.412371,0.298507,0.666667,0.00029219137729643354
156,0.016491,0.370968,0.244681,0.766667,0.00029209119659671473
157,0.016846,0.39604,0.28169,0.666667,0.00029199039480873535
158,0.015614,0.412371,0.298507,0.666667,0.0002918889723746614
159,0.016275,0.410714,0.280488,0.766667,0.00029178692973938123
160,0.017073,0.402985,0.259615,0.9,0.00029168426735050383
161,0.016173,0.406015,0.262136,0.9,0.00029158098565835663
162,0.016874,0.406015,0.262136,0.9,0.00029147708511598365
163,0.016266,0.412698,0.270833,0.866667,0.0002913725661791435
164,0.016233,0.4,0.263158,0.833333,0.0002912674293063074
165,0.016638,0.428571,0.28125,0.9,0.0002911616749586571
166,0.016263,0.425197,0.278351,0.9,0.0002910553036000829
167,0.01616,0.425197,0.278351,0.9,0.0002909483156971817
168,0.015745,0.412214,0.267327,0.9,0.00029084071171925466
169,0.016136,0.414414,0.283951,0.766667,0.00029073249213830546
170,0.016373,0.39604,0.28169,0.666667,0.0002906236574290382
171,0.016826,0.419355,0.276596,0.866667,0.0002905142080688552
172,0.016315,0.40708,0.277108,0.766667,0.0002904041445378548
173,0.016192,0.4,0.285714,0.666667,0.00029029346731882953
174,0.016324,0.409091,0.264706,0.9,0.0002901821768972639
175,0.016387,0.433333,0.288889,0.866667,0.0002900702737613321
176,0.016297,0.425197,0.278351,0.9,0.000289957758401896
177,0.015898,0.428571,0.28125,0.9,0.00028984463131250296
178,0.016273,0.421875,0.27551,0.9,0.0002897308929893839
179,0.01665,0.428571,0.28125,0.9,0.0002896165439314506
180,0.015962,0.40678,0.272727,0.8,0.00028950158464029403
181,0.016039,0.429752,0.285714,0.866667,0.0002893860156201819
182,0.016054,0.416,0.273684,0.866667,0.0002892698373780564
183,0.015591,0.425197,0.278351,0.9,0.0002891530504235323
184,0.015747,0.425197,0.278351,0.9,0.00028903565526889414
185,0.016267,0.432,0.284211,0.9,0.0002889176524290946
186,0.016113,0.428571,0.28125,0.9,0.00028879904242175183
187,0.015592,0.428571,0.28125,0.9,0.00028867982576714744
188,0.015774,0.419048,0.293333,0.733333,0.0002885600029882239
189,0.016104,0.428571,0.28125,0.9,0.0002884395746105826
190,0.016581,0.428571,0.28125,0.9,0.0002883185411624813
191,0.015896,0.421875,0.27551,0.9,0.00028819690317483186
192,0.015849,0.419355,0.276596,0.866667,0.0002880746611811981
193,0.015948,0.440678,0.295455,0.866667,0.00028795181571779317
194,0.015722,0.418182,0.2875,0.766667,0.0002878283673234773
195,0.015873,0.428571,0.28125,0.9,0.0002877043165397557
196,0.015822,0.39604,0.28169,0.666667,0.0002875796639107757
197,0.015472,0.423729,0.284091,0.833333,0.00028745440998332466
198,0.016524,0.421053,0.285714,0.8,0.0002873285553068277
199,0.016478,0.416,0.273684,0.866667,0.000287202100433345
200,0.016026,0.440945,0.28866,0.933333,0.00028707504591756936
201,0.015992,0.421053,0.285714,0.8,0.0002869473923168242
202,0.015309,0.42735,0.287356,0.833333,0.00028681914019106064
203,0.015846,0.428571,0.28125,0.9,0.00028669029010285524
204,0.016042,0.425197,0.278351,0.9,0.00028656084261740743
205,0.01609,0.435484,0.287234,0.9,0.00028643079830253736
206,0.015769,0.422764,0.27957,0.866667,0.0002863001577286829
207,0.015765,0.397059,0.254717,0.9,0.0002861689214688976
208,0.01593,0.435484,0.287234,0.9,0.00028603709009884787
209,0.015705,0.428571,0.28125,0.9,0.0002859046641968106
210,0.015696,0.425197,0.278351,0.9,0.0002857716443436705
211,0.015789,0.434109,0.282828,0.933333,0.0002856380311229179
212,0.015182,0.408163,0.294118,0.666667,0.00028550382512064563
213,0.016115,0.428571,0.292683,0.8,0.0002853690269255469
214,0.015465,0.413793,0.27907,0.8,0.0002852336371289126
215,0.015769,0.416,0.273684,0.866667,0.00028509765632462854
216,0.016014,0.412698,0.270833,0.866667,0.00028496108510917304
217,0.015561,0.444444,0.291667,0.933333,0.00028482392408161436
218,0.015707,0.448,0.294737,0.933333,0.00028468617384360784
219,0.015533,0.417391,0.282353,0.8,0.00028454783499939337
220,0.015528,0.431034,0.290698,0.833333,0.0002844089081557928
221,0.015708,0.433333,0.288889,0.866667,0.0002842693939222073
222,0.015446,0.4375,0.285714,0.933333,0.00028412929291061454
223,0.016388,0.419355,0.276596,0.866667,0.00028398860573556603
224,0.016166,0.372549,0.263889,0.633333,0.0002838473330141846
225,0.015805,0.448,0.294737,0.933333,0.0002837054753661615
226,0.015695,0.440945,0.28866,0.933333,0.0002835630334137539
227,0.016212,0.432432,0.363636,0.533333,0.0002834200077817817
228,0.015765,0.442623,0.293478,0.9,0.00028327639909762545
229,0.015222,0.42623,0.282609,0.866667,0.000283132207991223
230,0.015196,0.422764,0.27957,0.866667,0.00028298743509506713
231,0.015051,0.419355,0.276596,0.866667,0.0002828420810442026
232,0.015329,0.432,0.284211,0.9,0.0002826961464762234
233,0.014801,0.434783,0.322581,0.666667,0.0002825496320312698
234,0.015998,0.434109,0.282828,0.933333,0.00028240253835202606
235,0.015321,0.434783,0.322581,0.666667,0.00028225486608371685
236,0.015598,0.396226,0.276316,0.7,0.0002821066158741051
237,0.015379,0.425532,0.3125,0.666667,0.00028195778837348867
238,0.015312,0.428571,0.28125,0.9,0.0002818083842346979
239,0.01655,0.422018,0.291139,0.766667,0.00028165840411309233
240,0.017028,0.411765,0.291667,0.7,0.00028150784866655816
241,0.016614,0.40708,0.277108,0.766667,0.0002813567185555053
242,0.017071,0.396694,0.263736,0.8,0.0002812050144428643
243,0.016868,0.413223,0.274725,0.833333,0.00028105273699408366
244,0.016397,0.424242,0.304348,0.7,0.00028089988687712673
245,0.015719,0.41791,0.269231,0.933333,0.0002807464647624689
246,0.015425,0.446281,0.296703,0.9,0.0002805924713230947
247,0.015347,0.444444,0.298851,0.866667,0.0002804379072344946
248,0.014823,0.451613,0.297872,0.933333,0.0002802827731746624
249,0.015095,0.448,0.294737,0.933333,0.00028012706982409184
250,0.015507,0.439024,0.290323,0.9,0.0002799707978657742
251,0.014865,0.442105,0.323077,0.7,0.0002798139579851946
252,0.014482,0.44898,0.323529,0.733333,0.0002796565508703295
253,0.014878,0.453608,0.328358,0.733333,0.00027949857721164354
254,0.014881,0.440945,0.28866,0.933333,0.00027934003770208645
255,0.015117,0.434783,0.322581,0.666667,0.00027918093303709016
256,0.015608,0.431034,0.290698,0.833333,0.0002790212639145655
257,0.015467,0.448,0.294737,0.933333,0.0002788610310348994
258,0.014991,0.446602,0.315068,0.766667,0.0002787002351009516
259,0.014837,0.438596,0.297619,0.833333,0.0002785388768180518
260,0.015492,0.463158,0.338462,0.733333,0.0002783769568939963
261,0.014646,0.442623,0.293478,0.9,0.0002782144760390452
262,0.014396,0.459016,0.304348,0.933333,0.00027805143496591894
263,0.014284,0.465517,0.313953,0.9,0.0002778878343897955
264,0.01499,0.448598,0.311688,0.8,0.00027772367502830697
265,0.014548,0.456522,0.33871,0.7,0.0002775589576015367
266,0.014521,0.432,0.284211,0.9,0.0002773936828320159
267,0.014929,0.442623,0.293478,0.9,0.0002772278514447205
268,0.014761,0.446809,0.328125,0.7,0.00027706146416706817
269,0.015247,0.45045,0.308642,0.833333,0.00027689452172891487
270,0.01493,0.460177,0.313253,0.866667,0.00027672702486255185
271,0.014842,0.442478,0.301205,0.833333,0.00027655897430270226
272,0.014825,0.44898,0.323529,0.733333,0.0002763903707865181
273,0.014565,0.464286,0.317073,0.866667,0.0002762212150535769
274,0.014617,0.442105,0.323077,0.7,0.0002760515078458784
275,0.014569,0.442105,0.323077,0.7,0.0002758812499078415
276,0.014291,0.444444,0.333333,0.666667,0.00027571044198630083
277,0.0149,0.451613,0.333333,0.7,0.0002755390848305034
278,0.014613,0.457627,0.306818,0.9,0.00027536717919210565
279,0.014376,0.448598,0.311688,0.8,0.00027519472582516975
280,0.015189,0.44898,0.323529,0.733333,0.00027502172548616053
281,0.014613,0.45614,0.309524,0.866667,0.0002748481789339421
282,0.014319,0.461538,0.324324,0.8,0.0002746740869297746
283,0.015382,0.45614,0.309524,0.866667,0.00027449945023731075
284,0.014425,0.452174,0.305882,0.866667,0.0002743242696225924
285,0.014832,0.464286,0.317073,0.866667,0.00027414854585404755
286,0.015153,0.453608,0.328358,0.733333,0.00027397227970248663
287,0.014263,0.457143,0.32,0.8,0.0002737954719410992
288,0.014377,0.477064,0.329114,0.866667,0.0002736181233454505
289,0.014201,0.482759,0.325581,0.933333,0.00027344023469347837
290,0.01408,0.465517,0.313953,0.9,0.00027326180676548933
291,0.014217,0.469565,0.317647,0.9,0.0002730828403441557
292,0.014301,0.468468,0.320988,0.866667,0.0002729033362145117
293,0.014312,0.45283,0.315789,0.8,0.0002727232951639503
294,0.013903,0.461538,0.310345,0.9,0.0002725427179822196
295,0.013669,0.473684,0.321429,0.9,0.00027236160546141943
296,0.014926,0.475248,0.338028,0.8,0.00027217995839599803
297,0.014066,0.466019,0.328767,0.8,0.00027199777758274814
298,0.013695,0.462963,0.320513,0.833333,0.00027181506382080407
299,0.013775,0.460177,0.313253,0.866667,0.0002716318179116377
300,0.014229,0.469565,0.317647,0.9,0.00027144804065905526
301,0.014214,0.479167,0.348485,0.766667,0.00027126373286919366
302,0.013834,0.465517,0.313953,0.9,0.0002710788953505171
303,0.014271,0.484211,0.353846,0.766667,0.0002708935289138133
304,0.014031,0.456522,0.33871,0.7,0.0002707076343721902
305,0.015041,0.470588,0.333333,0.8,0.0002705212125410722
306,0.014473,0.484848,0.347826,0.8,0.00027033426423819665
307,0.014062,0.478261,0.354839,0.733333,0.00027014679028361017
308,0.014901,0.463158,0.338462,0.733333,0.0002699587914996654
309,0.015098,0.458333,0.333333,0.733333,0.0002697702687110169
310,0.015092,0.454545,0.3125,0.833333,0.00026958122274461785
311,0.015318,0.475248,0.338028,0.8,0.00026939165442971643
312,0.014871,0.470588,0.333333,0.8,0.0002692015645978519
313,0.014502,0.448598,0.311688,0.8,0.0002690109540828513
314,0.014377,0.463158,0.338462,0.733333,0.0002688198237208257
315,0.01485,0.485437,0.342466,0.833333,0.0002686281743501662
316,0.013779,0.472727,0.325,0.866667,0.0002684360068115409
317,0.013907,0.469565,0.317647,0.9,0.0002682433219478905
318,0.013571,0.418605,0.321429,0.6,0.0002680501206044251
319,0.01445,0.475248,0.338028,0.8,0.00026785640362862035
320,0.014242,0.4,0.3,0.6,0.0002676621718702136
321,0.015765,0.430108,0.31746,0.666667,0.00026746742618120043
322,0.015411,0.415842,0.295775,0.7,0.00026727216741583075
323,0.014955,0.470588,0.333333,0.8,0.000267076396430605
324,0.015737,0.45098,0.319444,0.766667,0.0002668801140842705
325,0.01426,0.416,0.273684,0.866667,0.00026668332123781763
326,0.014225,0.446809,0.328125,0.7,0.00026648601875447613
327,0.01386,0.460177,0.313253,0.866667,0.00026628820749971115
328,0.014326,0.473684,0.321429,0.9,0.0002660898883412197
329,0.014058,0.470588,0.333333,0.8,0.00026589106214892666
330,0.013545,0.464286,0.317073,0.866667,0.00026569172979498093
331,0.014031,0.46729,0.324675,0.833333,0.0002654918921537517
332,0.014381,0.473684,0.321429,0.9,0.00026529155010182473
333,0.014139,0.466667,0.35,0.7,0.0002650907045179982
334,0.014054,0.465517,0.313953,0.9,0.00026488935628327917
335,0.014013,0.463158,0.338462,0.733333,0.00026468750628087947
336,0.014693,0.473118,0.349206,0.733333,0.00026448515539621186
337,0.014127,0.469388,0.338235,0.766667,0.0002642823045168865
338,0.013534,0.45614,0.309524,0.866667,0.00026407895453270646
339,0.013855,0.469565,0.317647,0.9,0.00026387510633566434
340,0.014851,0.473118,0.349206,0.733333,0.000263670760819938
341,0.013892,0.453608,0.328358,0.733333,0.00026346591888188687
342,0.013709,0.465517,0.313953,0.9,0.00026326058142004793
343,0.013654,0.45283,0.315789,0.8,0.0002630547493351317
344,0.013827,0.469565,0.317647,0.9,0.00026284842353001844
345,0.014251,0.477876,0.325301,0.9,0.0002626416049097541
346,0.013663,0.494382,0.372881,0.733333,0.0002624342943815463
347,0.014214,0.485981,0.337662,0.866667,0.00026222649285476043
348,0.013725,0.477876,0.325301,0.9,0.0002620182012409157
349,0.014162,0.48,0.342857,0.8,0.00026180942045368093
350,0.014199,0.479167,0.348485,0.766667,0.0002616001514088709
351,0.014001,0.468468,0.320988,0.866667,0.00026139039502444194
352,0.014071,0.490196,0.347222,0.833333,0.00026118015222048824
353,0.013721,0.468468,0.320988,0.866667,0.0002609694239192376
354,0.013973,0.468085,0.34375,0.733333,0.0002607582110450474
355,0.013738,0.456522,0.33871,0.7,0.0002605465145244008
356,0.013943,0.457143,0.32,0.8,0.00026033433528590205
357,0.013396,0.463158,0.338462,0.733333,0.0002601216742602732
358,0.013118,0.473684,0.321429,0.9,0.00025990853238034954
359,0.013627,0.458716,0.316456,0.833333,0.00025969491058107575
360,0.01387,0.480769,0.337838,0.833333,0.0002594808097995014
361,0.013591,0.482143,0.329268,0.9,0.0002592662309747774
362,0.013485,0.468085,0.34375,0.733333,0.00025905117504815137
363,0.013598,0.48,0.342857,0.8,0.00025883564296296386
364,0.01372,0.468468,0.320988,0.866667,0.00025861963566464405
365,0.013015,0.45614,0.309524,0.866667,0.00025840315410070554
366,0.013125,0.460177,0.313253,0.866667,0.0002581861992207425
367,0.014131,0.468085,0.34375,0.733333,0.0002579687719764251
368,0.013893,0.466019,0.328767,0.8,0.00025775087332149564
369,0.013383,0.474227,0.343284,0.766667,0.0002575325042117642
370,0.013512,0.486486,0.333333,0.9,0.0002573136656051045
371,0.013948,0.464286,0.317073,0.866667,0.00025709435846144984
372,0.014208,0.473118,0.349206,0.733333,0.0002568745837427886
373,0.014275,0.510204,0.367647,0.833333,0.00025665434241316015
374,0.013574,0.473118,0.349206,0.733333,0.0002564336354386508
375,0.012753,0.452174,0.305882,0.866667,0.0002562124637873892
376,0.013624,0.478261,0.354839,0.733333,0.00025599082842954257
377,0.013197,0.477876,0.325301,0.9,0.000255768730337312
378,0.013193,0.474227,0.343284,0.766667,0.0002555461704849283
379,0.013494,0.471698,0.328947,0.833333,0.00025532314984864793
380,0.013802,0.460177,0.313253,0.866667,0.00025509966940674846
381,0.013232,0.428571,0.292683,0.8,0.00025487573013952447
382,0.013734,0.469388,0.338235,0.766667,0.00025465133302928313
383,0.012852,0.46729,0.324675,0.833333,0.00025442647906034004
384,0.013189,0.462963,0.320513,0.833333,0.00025420116921901463
385,0.013497,0.45614,0.309524,0.866667,0.0002539754044936261
386,0.013648,0.460177,0.313253,0.866667,0.000253749185874489
387,0.013571,0.490196,0.347222,0.833333,0.00025352251435390886
388,0.013184,0.468468,0.320988,0.866667,0.0002532953909261779
389,0.013137,0.461538,0.344262,0.7,0.0002530678165875705
390,0.013041,0.485981,0.337662,0.866667,0.0002528397923363392
391,0.013081,0.466667,0.35,0.7,0.0002526113191727098
392,0.014304,0.461538,0.344262,0.7,0.0002523823980988775
393,0.0132,0.484211,0.353846,0.766667,0.00025215303011900193
394,0.013327,0.484211,0.353846,0.766667,0.0002519232162392034
395,0.013679,0.461538,0.324324,0.8,0.000251692957467558
396,0.013313,0.490909,0.3375,0.9,0.00025146225481409337
397,0.013554,0.460177,0.313253,0.866667,0.0002512311092907842
398,0.013189,0.481481,0.333333,0.866667,0.00025099952191154785
399,0.013852,0.472727,0.325,0.866667,0.00025076749369223986
400,0.013314,0.452174,0.305882,0.866667,0.0002505350256506495
401,0.013212,0.489362,0.359375,0.766667,0.0002503021188064954
402,0.013283,0.477876,0.325301,0.9,0.00025006877418142084
403,0.014423,0.473118,0.349206,0.733333,0.00024983499279898955
404,0.013228,0.456522,0.33871,0.7,0.00024960077568468103
405,0.01331,0.466667,0.35,0.7,0.00024936612386588613
406,0.013016,0.479167,0.348485,0.766667,0.0002491310383719026
407,0.013233,0.477064,0.329114,0.866667,0.0002488955202339303
408,0.013008,0.489362,0.359375,0.766667,0.00024865957048506715
409,0.013966,0.466019,0.328767,0.8,0.0002484231901603041
410,0.013277,0.473118,0.349206,0.733333,0.00024818638029652096
411,0.013316,0.490909,0.3375,0.9,0.0002479491419324816
412,0.013233,0.479167,0.348485,0.766667,0.0002477114761088295
413,0.013727,0.477064,0.329114,0.866667,0.0002474733838680833
414,0.013658,0.468468,0.320988,0.866667,0.00024723486625463214
415,0.013477,0.494624,0.365079,0.766667,0.00024699592431473084
416,0.013239,0.460177,0.313253,0.866667,0.00024675655909649566
417,0.012963,0.472727,0.325,0.866667,0.0002465167716498996
418,0.013215,0.495238,0.346667,0.866667,0.00024627656302676765
419,0.013053,0.472727,0.325,0.866667,0.00024603593428077246
420,0.013439,0.472727,0.325,0.866667,0.0002457948864674294
421,0.012892,0.472727,0.325,0.866667,0.000245553420644092
422,0.013211,0.472727,0.325,0.866667,0.0002453115378699476
423,0.0128,0.460177,0.313253,0.866667,0.00024506923920601236
424,0.012973,0.465116,0.357143,0.666667,0.0002448265257151268
425,0.012781,0.468468,0.320988,0.866667,0.000244583398461951
426,0.013026,0.490909,0.3375,0.9,0.00024433985851296
427,0.013512,0.47619,0.333333,0.833333,0.00024409590693643922
428,0.013236,0.479167,0.348485,0.766667,0.00024385154480247959
429,0.013217,0.477273,0.362069,0.7,0.00024360677318297305
430,0.012532,0.47191,0.355932,0.7,0.00024336159315160763
431,0.012991,0.47619,0.333333,0.833333,0.00024311600578386287
432,0.01311,0.486486,0.333333,0.9,0.00024287001215700518
433,0.012827,0.464286,0.317073,0.866667,0.00024262361335008296
434,0.012647,0.472727,0.325,0.866667,0.00024237681044392184
435,0.012777,0.477064,0.329114,0.866667,0.0002421296045211202
436,0.012692,0.472727,0.325,0.866667,0.00024188199666604413
437,0.012571,0.468468,0.320988,0.866667,0.00024163398796482277
438,0.012733,0.477064,0.329114,0.866667,0.00024138557950534372
439,0.012972,0.473118,0.349206,0.733333,0.00024113677237724794
440,0.012945,0.489362,0.359375,0.766667,0.00024088756767192524
441,0.013104,0.468468,0.320988,0.866667,0.0002406379664825094
442,0.012988,0.468468,0.320988,0.866667,0.00024038796990387334
443,0.012772,0.456522,0.33871,0.7,0.00024013757903262436
