epoch,train_loss,val_loss,train_exact_accuracy,train_within_one_accuracy,val_exact_accuracy,val_within_one_accuracy,val_mae_atoms
83,2.2479166984558105,2.2432053089141846,0.150132,0.321079,0.14812,0.316519,3.463227
84,2.2472012042999268,2.242499351501465,0.151661,0.322786,0.148248,0.317931,3.45912
85,2.246501922607422,2.2418079376220703,0.151814,0.32406,0.149917,0.317803,3.453215
86,2.245612859725952,2.241143226623535,0.150846,0.323474,0.14966,0.317161,3.442049
87,2.24531626701355,2.2405054569244385,0.151865,0.324901,0.149018,0.318059,3.436786
88,2.245014190673828,2.2398931980133057,0.152043,0.326149,0.148505,0.316391,3.43178
89,2.2445685863494873,2.239293336868286,0.153113,0.326506,0.14812,0.317289,3.426518
90,2.2436182498931885,2.2387044429779053,0.153699,0.326353,0.14735,0.315621,3.428443
91,2.24269700050354,2.2381298542022705,0.153597,0.325767,0.147093,0.315492,3.4287
92,2.2427427768707275,2.2375802993774414,0.154158,0.326608,0.147093,0.316134,3.413297
93,2.2426013946533203,2.2370529174804688,0.152757,0.326939,0.148505,0.316134,3.411629
94,2.241246223449707,2.236546516418457,0.153419,0.32648,0.148633,0.317161,3.402644
95,2.241029977798462,2.2360477447509766,0.153393,0.328213,0.148376,0.317803,3.39751
96,2.2407970428466797,2.2355542182922363,0.153343,0.328365,0.149018,0.319728,3.386215
97,2.2403078079223633,2.235076427459717,0.154387,0.326735,0.149146,0.319985,3.380054
98,2.2396912574768066,2.2346205711364746,0.155661,0.329104,0.149275,0.319856,3.377615
99,2.239014148712158,2.2341859340667725,0.155355,0.32834,0.148761,0.321653,3.374407
100,2.2395787239074707,2.233759880065918,0.153495,0.325894,0.150045,0.323707,3.362341
101,2.2382752895355225,2.2333385944366455,0.154463,0.330658,0.15043,0.325504,3.353357
102,2.2380404472351074,2.232938766479492,0.154158,0.329385,0.151585,0.326017,3.347966
103,2.237581253051758,2.2325596809387207,0.153801,0.329614,0.152227,0.326787,3.345655
104,2.2377216815948486,2.2321979999542236,0.155406,0.330327,0.153125,0.327429,3.335644
105,2.237090587615967,2.2318456172943115,0.155635,0.331652,0.154537,0.329098,3.322809
106,2.2374589443206787,2.2314982414245605,0.155304,0.33211,0.153125,0.33051,3.319215
107,2.2363924980163574,2.2311675548553467,0.154234,0.330149,0.153254,0.331023,3.313567
108,2.236422300338745,2.230849027633667,0.156553,0.331015,0.153896,0.329739,3.310102
109,2.2355000972747803,2.2305474281311035,0.156196,0.331575,0.155564,0.332692,3.296368
110,2.2356317043304443,2.2302603721618652,0.156221,0.332544,0.154152,0.333847,3.293544
111,2.235403537750244,2.2299818992614746,0.154642,0.331932,0.154281,0.333975,3.291362
112,2.23496413230896,2.22971773147583,0.156043,0.334225,0.155436,0.335515,3.283147
113,2.2348358631134033,2.229471445083618,0.156833,0.332671,0.156334,0.334617,3.281735
114,2.2349886894226074,2.229243040084839,0.155686,0.331626,0.156976,0.33436,3.276601
115,2.234128713607788,2.2290287017822266,0.156247,0.333333,0.156334,0.334103,3.275959
116,2.2338452339172363,2.228825330734253,0.155967,0.335295,0.155564,0.33436,3.275703
117,2.233879327774048,2.228632926940918,0.156527,0.33341,0.155692,0.335259,3.270825
118,2.2337329387664795,2.2284529209136963,0.155075,0.333461,0.156078,0.336414,3.26107
119,2.2336373329162598,2.228283405303955,0.156272,0.333792,0.155821,0.337441,3.257348
120,2.23258376121521,2.2281203269958496,0.156553,0.336365,0.155821,0.337184,3.262996
121,2.2333779335021973,2.2279698848724365,0.156298,0.333639,0.156078,0.338339,3.259402
122,2.2329323291778564,2.2278289794921875,0.156986,0.334887,0.155821,0.338467,3.255423
123,2.233198404312134,2.227701425552368,0.157623,0.335473,0.155564,0.339238,3.253369
124,2.2320637702941895,2.2275800704956055,0.158514,0.336238,0.154922,0.338981,3.250546
125,2.231633424758911,2.2274587154388428,0.158336,0.336976,0.155949,0.339879,3.253754
126,2.2325549125671387,2.2273476123809814,0.157954,0.334582,0.155949,0.340649,3.253626
127,2.231886386871338,2.227240562438965,0.157648,0.33769,0.155307,0.339879,3.255295
128,2.232306718826294,2.227142095565796,0.156018,0.334862,0.155564,0.340778,3.250417
129,2.2312660217285156,2.2270352840423584,0.158234,0.336671,0.155949,0.340778,3.246182
130,2.2311525344848633,2.226928949356079,0.159024,0.336976,0.155692,0.341163,3.24631
131,2.2318525314331055,2.2268292903900146,0.156553,0.336034,0.154409,0.340136,3.251444
132,2.231553554534912,2.226738929748535,0.157113,0.337206,0.155692,0.341035,3.240021
133,2.2311935424804688,2.226656675338745,0.157724,0.336645,0.156334,0.340649,3.237839
134,2.2319140434265137,2.226571798324585,0.156272,0.334709,0.155821,0.339879,3.238609
135,2.230489730834961,2.2264792919158936,0.159457,0.337817,0.155821,0.340393,3.243101
136,2.2313671112060547,2.2263965606689453,0.158285,0.336773,0.154666,0.339623,3.248235
137,2.231410264968872,2.2263238430023193,0.159126,0.33769,0.154409,0.338724,3.245796
138,2.231316089630127,2.226252317428589,0.158081,0.338276,0.152997,0.337826,3.252984
139,2.2299017906188965,2.2261717319488525,0.159966,0.338531,0.153639,0.338339,3.252856
140,2.2309021949768066,2.2260990142822266,0.157062,0.335422,0.153639,0.338082,3.256065
141,2.2306525707244873,2.2260265350341797,0.159431,0.336492,0.154024,0.338724,3.254268
142,2.2303171157836914,2.2259600162506104,0.160476,0.338454,0.154281,0.340008,3.249904
143,2.2303969860076904,2.2258903980255127,0.159304,0.339269,0.154666,0.341163,3.240662
144,2.2310428619384766,2.2258143424987793,0.160196,0.337308,0.155179,0.341035,3.243229
145,2.2294883728027344,2.2257401943206787,0.159737,0.336824,0.154794,0.341035,3.247337
146,2.2296478748321533,2.2256710529327393,0.159788,0.337359,0.154794,0.340649,3.242074
147,2.230056047439575,2.2256052494049072,0.158616,0.337384,0.154409,0.340264,3.244128
148,2.229022264480591,2.2255382537841797,0.159508,0.33825,0.154281,0.340136,3.241818
149,2.229830265045166,2.2254674434661865,0.159686,0.33527,0.154281,0.340521,3.242331
150,2.229339599609375,2.2253847122192383,0.157266,0.335244,0.155179,0.341291,3.242459
151,2.229588270187378,2.225313425064087,0.159839,0.337715,0.156334,0.340521,3.240791
152,2.2294657230377197,2.2252514362335205,0.15724,0.337384,0.156206,0.340906,3.238994
153,2.228808641433716,2.225191831588745,0.161469,0.337996,0.157233,0.341163,3.236427
154,2.229465961456299,2.2251272201538086,0.158973,0.337078,0.156463,0.341676,3.233988
155,2.2296829223632812,2.2250733375549316,0.160552,0.337333,0.155051,0.340906,3.241818
156,2.228933095932007,2.225022554397583,0.159024,0.335932,0.155564,0.340393,3.244
157,2.229053497314453,2.2249810695648193,0.159966,0.338174,0.156719,0.339751,3.248492
158,2.2292227745056152,2.224933624267578,0.160399,0.338862,0.156078,0.337697,3.252471
159,2.228905439376831,2.2248799800872803,0.160272,0.337104,0.155949,0.337826,3.254653
160,2.2288808822631836,2.2248287200927734,0.159763,0.336645,0.155307,0.338724,3.260685
161,2.2292659282684326,2.224787473678589,0.159712,0.33797,0.155564,0.339879,3.255038
162,2.2284185886383057,2.22475266456604,0.158845,0.335346,0.155821,0.341163,3.249647
163,2.229005813598633,2.2247049808502197,0.160629,0.340161,0.154922,0.340778,3.251572
164,2.2283694744110107,2.2246575355529785,0.160476,0.338327,0.154281,0.340008,3.257477
165,2.229048728942871,2.2246196269989014,0.159686,0.338785,0.154794,0.340649,3.25491
166,2.228785514831543,2.2245864868164062,0.159941,0.336645,0.154666,0.341035,3.25568
167,2.228039264678955,2.2245535850524902,0.160374,0.338148,0.154537,0.339879,3.260172
168,2.2279815673828125,2.224508285522461,0.160196,0.335677,0.154537,0.338467,3.266461
169,2.2282865047454834,2.2244670391082764,0.160654,0.337359,0.155179,0.337954,3.269028
170,2.227693557739258,2.224428415298462,0.159635,0.336187,0.155179,0.337826,3.2689
171,2.2278332710266113,2.224393844604492,0.16045,0.337664,0.155564,0.338981,3.263638
172,2.228684663772583,2.2243540287017822,0.158285,0.336136,0.155564,0.340649,3.261841
173,2.2280046939849854,2.2243127822875977,0.160349,0.338505,0.154922,0.340393,3.265178
174,2.228156805038452,2.224276304244995,0.160298,0.335321,0.155307,0.341035,3.264793
175,2.2276268005371094,2.224240779876709,0.160323,0.33741,0.155051,0.338981,3.267488
176,2.227842330932617,2.2242016792297363,0.159049,0.33611,0.155051,0.338467,3.270569
177,2.2277889251708984,2.2241628170013428,0.159584,0.336696,0.154794,0.337697,3.275061
178,2.227635383605957,2.2241249084472656,0.159253,0.336492,0.155307,0.338082,3.27904
179,2.227623224258423,2.2240891456604004,0.158769,0.336747,0.155436,0.337954,3.280067
180,2.2277557849884033,2.2240536212921143,0.160807,0.337435,0.155821,0.337312,3.278655
181,2.2282233238220215,2.224015474319458,0.161699,0.337766,0.155821,0.338467,3.275189
182,2.2277567386627197,2.223973035812378,0.161036,0.336722,0.155307,0.338339,3.278527
183,2.2274913787841797,2.2239372730255127,0.158107,0.337231,0.155564,0.339366,3.276986
184,2.22672700881958,2.223900318145752,0.16152,0.337486,0.155051,0.338467,3.283276
185,2.2278287410736084,2.223863124847412,0.159966,0.33555,0.155051,0.338467,3.283147
186,2.227356195449829,2.2238285541534424,0.161062,0.337231,0.155051,0.338082,3.279682
187,2.227151870727539,2.2237956523895264,0.160884,0.336875,0.155307,0.338211,3.279168
188,2.227410078048706,2.2237606048583984,0.160782,0.33769,0.155051,0.338082,3.280837
189,2.2270991802215576,2.2237236499786377,0.161087,0.337639,0.155179,0.338082,3.280837
190,2.227452278137207,2.2236876487731934,0.161011,0.336543,0.154922,0.338467,3.281094
191,2.2272279262542725,2.223654270172119,0.160349,0.33662,0.154666,0.338082,3.2775
192,2.227292060852051,2.2236244678497314,0.158209,0.336289,0.154922,0.339238,3.272109
193,2.2269065380096436,2.2235870361328125,0.160705,0.337257,0.154409,0.338981,3.278398
194,2.2267065048217773,2.2235541343688965,0.15989,0.336875,0.154537,0.339238,3.274291
195,2.2269725799560547,2.2235260009765625,0.160603,0.33769,0.154794,0.339366,3.275189
196,2.22664213180542,2.223489999771118,0.16068,0.337639,0.154794,0.339109,3.275831
197,2.226794719696045,2.2234585285186768,0.159839,0.336059,0.154152,0.338853,3.276858
198,2.2270679473876953,2.22342848777771,0.159126,0.335906,0.154152,0.338211,3.277628
199,2.2268178462982178,2.223400354385376,0.161036,0.336696,0.154024,0.337954,3.277243
200,2.2270374298095703,2.223369598388672,0.161164,0.33662,0.154152,0.338467,3.275959
201,2.2267420291900635,2.2233400344848633,0.16045,0.338021,0.154666,0.338724,3.274419
202,2.226451873779297,2.2233099937438965,0.159788,0.33634,0.154794,0.338853,3.272622
203,2.2261524200439453,2.2232818603515625,0.161036,0.337588,0.155564,0.339623,3.266718
204,2.226182699203491,2.2232489585876465,0.159177,0.336849,0.155564,0.339751,3.266461
205,2.2263710498809814,2.2232117652893066,0.160552,0.337588,0.154922,0.339109,3.268387
206,2.2264745235443115,2.2231826782226562,0.1591,0.336314,0.154922,0.338981,3.268258
207,2.2262752056121826,2.223156213760376,0.15989,0.338097,0.155692,0.338981,3.266975
208,2.2263236045837402,2.2231204509735107,0.160221,0.337308,0.155179,0.337826,3.267745
209,2.226120948791504,2.2230849266052246,0.161215,0.337588,0.154922,0.338082,3.269285
210,2.2262558937072754,2.223045825958252,0.16152,0.3369,0.154409,0.337954,3.271467
211,2.2261760234832764,2.2230167388916016,0.160094,0.337333,0.154666,0.337826,3.270954
212,2.2259793281555176,2.2229814529418945,0.161622,0.33825,0.154409,0.337312,3.271852
213,2.226321220397949,2.2229480743408203,0.161419,0.335499,0.154152,0.337569,3.27121
214,2.226341962814331,2.222914934158325,0.159253,0.336085,0.153896,0.337184,3.271595
215,2.2266974449157715,2.2228777408599854,0.160247,0.335346,0.153767,0.337954,3.270954
216,2.2264256477355957,2.2228400707244873,0.159864,0.336798,0.153767,0.337569,3.272494
217,2.22576642036438,2.2228078842163086,0.160603,0.337741,0.153767,0.337312,3.274419
218,2.2261292934417725,2.2227821350097656,0.160017,0.337562,0.154024,0.338082,3.273007
219,2.225679397583008,2.222748041152954,0.160934,0.338683,0.154794,0.338467,3.270954
220,2.2257907390594482,2.2227163314819336,0.160094,0.337461,0.154152,0.338082,3.272751
221,2.225625991821289,2.2226905822753906,0.159661,0.337231,0.154409,0.338339,3.274291
222,2.2259750366210938,2.2226693630218506,0.160552,0.336798,0.154281,0.338339,3.273136
223,2.225660562515259,2.222640037536621,0.16203,0.338403,0.154281,0.338339,3.272237
224,2.2253475189208984,2.2226085662841797,0.161444,0.337588,0.154666,0.338724,3.270825
225,2.2260327339172363,2.2225804328918457,0.160705,0.337308,0.154922,0.338596,3.271339
226,2.225581169128418,2.222550868988037,0.161393,0.33718,0.155307,0.338467,3.271467
227,2.225569725036621,2.2225208282470703,0.160247,0.337002,0.154794,0.338853,3.27044
228,2.226261854171753,2.222485303878784,0.16068,0.337257,0.154666,0.338467,3.271595
229,2.2259681224823,2.2224440574645996,0.160425,0.337053,0.154794,0.338339,3.272109
230,2.2255868911743164,2.2224090099334717,0.160119,0.33639,0.154666,0.337826,3.275446
231,2.225414276123047,2.2223777770996094,0.161036,0.337741,0.154024,0.337184,3.272494
232,2.2258732318878174,2.222343921661377,0.160909,0.336594,0.154281,0.337312,3.271339
233,2.225273847579956,2.2223095893859863,0.159788,0.335728,0.154024,0.337312,3.272109
234,2.225569009780884,2.222271680831909,0.160196,0.336976,0.153896,0.337184,3.272879
235,2.2258002758026123,2.222242832183838,0.161291,0.337002,0.154024,0.337312,3.274676
236,2.2249443531036377,2.2222206592559814,0.159712,0.336187,0.154152,0.337441,3.270954
237,2.224843740463257,2.2221882343292236,0.16175,0.337664,0.153896,0.337184,3.276345
238,2.225414752960205,2.222156286239624,0.161419,0.33797,0.154666,0.337697,3.273906
239,2.225205421447754,2.2221248149871826,0.16175,0.338174,0.154794,0.337441,3.27673
240,2.2254297733306885,2.222099542617798,0.160094,0.337384,0.154922,0.338211,3.274933
241,2.224876880645752,2.2220699787139893,0.16045,0.338683,0.156206,0.338339,3.273264
242,2.2252395153045654,2.222034215927124,0.16017,0.335983,0.156078,0.338467,3.275189
243,2.2254085540771484,2.2220025062561035,0.161113,0.336314,0.156463,0.338339,3.274291
244,2.225419044494629,2.2219743728637695,0.160934,0.337843,0.156591,0.338211,3.271595
245,2.225057363510132,2.221937656402588,0.159559,0.33634,0.156719,0.338981,3.268772
246,2.2248401641845703,2.2218964099884033,0.16096,0.336416,0.156463,0.338853,3.272237
247,2.2253074645996094,2.22186541557312,0.16124,0.338709,0.156334,0.338596,3.273264
248,2.225379467010498,2.2218363285064697,0.161699,0.338021,0.156206,0.338467,3.2689
249,2.2247328758239746,2.2218008041381836,0.161673,0.338913,0.156206,0.336927,3.280324
250,2.224567174911499,2.221771001815796,0.159966,0.338174,0.156334,0.337184,3.274419
251,2.225498676300049,2.2217421531677246,0.158845,0.337257,0.156206,0.337954,3.270825
252,2.2248849868774414,2.221709728240967,0.160629,0.337359,0.156206,0.338082,3.270825
253,2.2246811389923096,2.2216739654541016,0.159915,0.337766,0.156206,0.338082,3.272366
254,2.224972724914551,2.221637010574341,0.161036,0.337333,0.155821,0.338211,3.274804
255,2.224453926086426,2.2215981483459473,0.161444,0.3369,0.156078,0.338467,3.2775
256,2.2250256538391113,2.2215652465820312,0.159202,0.336696,0.156078,0.338596,3.276088
257,2.2248125076293945,2.2215380668640137,0.160552,0.339269,0.156591,0.338981,3.269413
258,2.224393844604492,2.2215018272399902,0.161877,0.338531,0.156591,0.339238,3.270184
259,2.2247726917266846,2.221468448638916,0.15961,0.337461,0.156591,0.339109,3.270954
260,2.2244622707366943,2.2214279174804688,0.161546,0.338887,0.156334,0.338724,3.276601
261,2.2246570587158203,2.221393346786499,0.161036,0.337843,0.155949,0.338211,3.278141
262,2.2246999740600586,2.221367597579956,0.159431,0.336059,0.156334,0.337826,3.275703
263,2.2248692512512207,2.221334218978882,0.161368,0.337282,0.156463,0.338211,3.276216
264,2.224086046218872,2.221299171447754,0.162183,0.337919,0.157104,0.337697,3.277243
265,2.224457025527954,2.2212672233581543,0.16096,0.337257,0.157361,0.338467,3.276986
266,2.2243943214416504,2.221235752105713,0.159941,0.337155,0.157489,0.338082,3.278398
267,2.224654197692871,2.2212114334106445,0.160756,0.337129,0.157233,0.338211,3.275703
268,2.224278688430786,2.2211732864379883,0.16096,0.33825,0.157874,0.338339,3.27673
269,2.224515914916992,2.221135139465332,0.161393,0.338734,0.157874,0.338339,3.277243
270,2.2243130207061768,2.2211031913757324,0.161903,0.338327,0.157361,0.337697,3.2775
271,2.224541187286377,2.2210769653320312,0.160196,0.337461,0.156848,0.337826,3.277885
272,2.2241196632385254,2.221036195755005,0.162438,0.338836,0.156976,0.338082,3.275574
273,2.2248270511627197,2.221003293991089,0.160323,0.337053,0.156848,0.338211,3.276473
274,2.22457218170166,2.2209665775299072,0.159941,0.33639,0.156976,0.338211,3.276216
275,2.2237484455108643,2.22092604637146,0.161724,0.339295,0.157233,0.338211,3.277756
276,2.2243361473083496,2.220892906188965,0.161419,0.338046,0.156976,0.338339,3.276601
277,2.2241220474243164,2.2208588123321533,0.161724,0.33741,0.156078,0.337954,3.27981
278,2.224317789077759,2.220823287963867,0.160782,0.337308,0.156078,0.338082,3.27827
279,2.2239413261413574,2.2207815647125244,0.161291,0.337511,0.156334,0.337184,3.283789
280,2.2233409881591797,2.2207462787628174,0.162743,0.338429,0.156848,0.337184,3.281735
281,2.2242259979248047,2.2207119464874268,0.160731,0.336926,0.156334,0.337569,3.278783
282,2.223935604095459,2.220677614212036,0.161266,0.338225,0.156719,0.337697,3.277756
283,2.223973035812378,2.220635414123535,0.16045,0.336594,0.156591,0.338082,3.277115
284,2.2238926887512207,2.2205922603607178,0.161087,0.337206,0.156591,0.338211,3.276216
285,2.224144220352173,2.2205586433410645,0.161368,0.337027,0.156334,0.338596,3.275959
286,2.2235193252563477,2.220519781112671,0.162081,0.33955,0.156719,0.338339,3.276858
287,2.223662853240967,2.2204861640930176,0.160833,0.337741,0.156334,0.338339,3.277115
288,2.2241291999816895,2.220454454421997,0.162004,0.338632,0.156334,0.338339,3.276088
289,2.2236387729644775,2.2204158306121826,0.16096,0.337486,0.156334,0.337954,3.278398
290,2.22370982170105,2.2203805446624756,0.161419,0.339066,0.156591,0.337826,3.280324
291,2.2235264778137207,2.2203519344329834,0.161164,0.337894,0.156591,0.338596,3.272879
292,2.223804235458374,2.220327377319336,0.160043,0.338607,0.156463,0.338724,3.272879
293,2.223543167114258,2.2202885150909424,0.16045,0.338199,0.156591,0.337954,3.277885
294,2.223733425140381,2.2202556133270264,0.160119,0.3369,0.157746,0.339238,3.270825
295,2.223482131958008,2.220231056213379,0.161495,0.336722,0.156334,0.338467,3.272366
296,2.2234737873077393,2.2201998233795166,0.161317,0.337945,0.156078,0.339109,3.269799
297,2.2234694957733154,2.220162868499756,0.161648,0.339651,0.156078,0.339879,3.266333
298,2.223615884780884,2.2201292514801025,0.160807,0.338072,0.156078,0.339879,3.266333
299,2.2230746746063232,2.2200965881347656,0.160476,0.338556,0.156078,0.340136,3.265049
300,2.223325490951538,2.220061779022217,0.161648,0.337155,0.156206,0.340264,3.263766
301,2.2231085300445557,2.2200214862823486,0.160425,0.338097,0.157233,0.340521,3.265049
302,2.2235007286071777,2.219985246658325,0.161419,0.33769,0.156206,0.339879,3.269413
303,2.2232425212860107,2.219947338104248,0.162794,0.339295,0.156334,0.340264,3.264793
304,2.2229135036468506,2.219897985458374,0.161928,0.339524,0.156334,0.340008,3.268643
305,2.223820686340332,2.2198574542999268,0.160782,0.338964,0.156591,0.340264,3.266461
306,2.2233991622924805,2.2198264598846436,0.16068,0.337817,0.156591,0.340521,3.261841
307,2.223468542098999,2.2197914123535156,0.161087,0.338811,0.156719,0.340649,3.260942
308,2.2232437133789062,2.219749689102173,0.160272,0.338581,0.156591,0.340393,3.264279
309,2.2233831882476807,2.219722032546997,0.162539,0.339677,0.156591,0.340521,3.263766
310,2.2234838008880615,2.2196879386901855,0.160833,0.338429,0.156976,0.340521,3.265049
311,2.2234411239624023,2.2196433544158936,0.161724,0.340671,0.157874,0.341291,3.263381
312,2.2234253883361816,2.219606399536133,0.16259,0.34039,0.157489,0.340521,3.267745
313,2.223175287246704,2.2195792198181152,0.161011,0.33797,0.156719,0.340521,3.265691
