candidate_id,qed,sa_score,mw,logp,tpsa,hbd,hba,rotatable_bonds,lipinski_violations,veber_pass,admet_score,synthesis_score,safety_proxy_score,main_risk
CAND_ce94b0c29e,0.3769,5.184,513.606,2.2881,135.59,3,9,3,1,True,0.620605,0.535111,1.0,1_lipinski_violations
CAND_3387c6b9e9,0.5078,4.964,532.594,3.6095,132.65,2,9,2,1,True,0.67951,0.559556,1.0,1_lipinski_violations
CAND_bf7d13d93c,0.4266,4.275,485.038,4.558,77.11,1,6,1,0,True,0.74197,0.636111,1.0,no_major_descriptor_risk
CAND_677ee4400c,0.4509,3.81,423.864,2.6128,98.37,2,6,0,0,True,0.752905,0.687778,1.0,no_major_descriptor_risk
CAND_fcb1a6e5cd,0.4386,3.888,437.891,2.6553,98.37,2,6,0,0,True,0.74737,0.679111,1.0,no_major_descriptor_risk
CAND_0f275d7a86,0.4406,4.197,471.011,4.5155,77.11,1,6,1,0,True,0.74827,0.644778,1.0,no_major_descriptor_risk
CAND_d1a741f083,0.4509,3.81,423.864,2.6128,98.37,2,6,0,0,True,0.752905,0.687778,1.0,no_major_descriptor_risk
CAND_ad52fa42f5,0.4386,3.888,437.891,2.6553,98.37,2,6,0,0,True,0.74737,0.679111,1.0,no_major_descriptor_risk
CAND_36034b6100,0.4652,4.322,471.011,4.4785,77.11,1,6,2,0,True,0.75934,0.630889,1.0,no_major_descriptor_risk
CAND_75f1485cb9,0.452,4.322,471.011,4.8261,77.11,1,6,2,0,True,0.7534,0.630889,1.0,no_major_descriptor_risk
CAND_327aeadc56,0.4803,4.244,456.984,4.436,77.11,1,6,2,0,True,0.766135,0.639556,1.0,no_major_descriptor_risk
CAND_6a98ce34b7,0.4266,4.275,485.038,4.558,77.11,1,6,1,0,True,0.74197,0.636111,1.0,no_major_descriptor_risk
CAND_314cdd1184,0.5974,3.947,403.486,3.1697,71.54,2,7,0,0,True,0.81883,0.672556,1.0,no_major_descriptor_risk
CAND_0a0e2b2dea,0.6088,4.061,446.551,3.8556,68.74,1,7,1,0,True,0.82396,0.659889,1.0,no_major_descriptor_risk
CAND_2b7a639e67,0.627,3.983,432.524,3.8131,68.74,1,7,1,0,True,0.83215,0.668556,1.0,no_major_descriptor_risk
CAND_1bee5c40bc,0.3555,3.942,447.491,3.0701,109.75,3,7,0,0,True,0.709975,0.673111,1.0,no_major_descriptor_risk
CAND_7103ba42eb,0.376,3.786,419.437,2.9851,109.75,3,7,0,0,True,0.7192,0.690444,1.0,no_major_descriptor_risk
CAND_433b7244a1,0.3658,3.864,433.464,3.0276,109.75,3,7,0,0,True,0.71461,0.681778,1.0,no_major_descriptor_risk
CAND_59c01524de,0.3555,3.942,447.491,3.0701,109.75,3,7,0,0,True,0.709975,0.673111,1.0,no_major_descriptor_risk
CAND_6ea2fc16a8,0.3966,3.947,448.475,3.4971,106.95,2,7,0,0,True,0.72847,0.672556,1.0,no_major_descriptor_risk
CAND_c039c3d1e6,0.3658,3.864,433.464,3.0276,109.75,3,7,0,0,True,0.71461,0.681778,1.0,no_major_descriptor_risk
