candidate_id,qed,sa_score,mw,logp,tpsa,hbd,hba,rotatable_bonds,lipinski_violations,veber_pass,admet_score,synthesis_score,safety_proxy_score,main_risk
CAND_64d6868ed9,0.3245,4.05,493.955,2.0621,122.42,2,7,8,0,True,0.696025,0.661111,1.0,no_major_descriptor_risk
CAND_4cb9d9d552,0.5268,3.163,401.923,3.8224,62.94,3,5,5,0,True,0.78706,0.759667,1.0,no_major_descriptor_risk
CAND_c22f5ec0dc,0.4746,3.344,411.849,3.0613,101.9,2,5,6,0,True,0.76357,0.739556,1.0,no_major_descriptor_risk
CAND_ab2c42e379,0.677,3.188,383.839,3.0584,92.67,2,4,4,0,True,0.85465,0.756889,1.0,no_major_descriptor_risk
CAND_04546ff4c2,0.4588,3.775,475.94,3.2604,119.7,2,5,5,0,True,0.75646,0.691667,1.0,no_major_descriptor_risk
CAND_13c8aafff7,0.5095,3.21,387.871,2.7608,89.32,3,7,4,0,True,0.779275,0.754444,1.0,no_major_descriptor_risk
CAND_a66d8d2386,0.7104,3.316,393.426,2.5178,93.07,2,7,3,0,True,0.86968,0.742667,1.0,no_major_descriptor_risk
CAND_788d1f2080,0.5859,2.977,377.383,2.443,94.46,1,7,3,0,True,0.813655,0.780333,1.0,no_major_descriptor_risk
CAND_a76d3b3ff0,0.5916,2.966,375.411,3.2491,85.23,1,6,3,0,True,0.81622,0.781556,1.0,no_major_descriptor_risk
CAND_8bb1aed24b,0.34,2.711,365.416,2.6918,104.45,3,4,7,0,True,0.703,0.809889,1.0,no_major_descriptor_risk
CAND_f24c3a4489,0.4054,3.127,395.442,2.2084,100.69,3,7,5,0,True,0.73243,0.763667,1.0,no_major_descriptor_risk
CAND_73293d53a4,0.9095,2.894,362.412,3.0441,56.65,1,6,3,0,True,0.959275,0.789556,1.0,no_major_descriptor_risk
CAND_5618ac5ea7,0.58,2.75,315.396,3.1114,68.24,2,4,8,0,True,0.811,0.805556,1.0,no_major_descriptor_risk
CAND_98e966acf6,0.7419,2.625,347.426,2.6724,107.15,3,6,3,0,True,0.883855,0.819444,1.0,no_major_descriptor_risk
CAND_5b9a541ca8,0.3551,3.094,389.438,2.9131,91.79,2,6,5,0,True,0.709795,0.767333,1.0,no_major_descriptor_risk
CAND_a2d02ece68,0.6687,2.819,362.412,3.2534,79.76,1,5,4,0,True,0.850915,0.797889,1.0,no_major_descriptor_risk
CAND_e931d91d1a,0.4932,2.969,389.438,3.2128,83.0,1,6,4,0,True,0.77194,0.781222,1.0,no_major_descriptor_risk
CAND_975e3de560,0.6251,3.544,425.493,2.0328,116.23,3,8,7,0,True,0.831295,0.717333,1.0,no_major_descriptor_risk
CAND_f8c2c84761,0.7872,3.258,396.455,1.0728,88.04,2,9,4,0,True,0.90424,0.749111,1.0,no_major_descriptor_risk
CAND_052f7a6961,0.4477,3.125,372.433,1.256,119.03,4,7,6,0,True,0.751465,0.763889,1.0,no_major_descriptor_risk
CAND_33d632c1f8,0.7649,3.294,434.504,1.8677,101.45,2,8,3,0,True,0.894205,0.745111,1.0,no_major_descriptor_risk
CAND_1e32474102,0.3291,3.537,446.581,0.5203,96.83,3,9,4,0,True,0.698095,0.718111,1.0,no_major_descriptor_risk
CAND_1f2c049cb6,0.572,3.367,447.503,1.6941,116.04,2,8,5,0,True,0.8074,0.737,1.0,no_major_descriptor_risk
CAND_c059edd72b,0.248,3.103,413.486,1.0154,131.06,5,8,8,0,True,0.6616,0.766333,1.0,no_major_descriptor_risk
CAND_3d1a527e76,0.2622,4.134,486.581,-0.2199,134.99,5,10,5,0,True,0.66799,0.651778,1.0,no_major_descriptor_risk
CAND_599755b902,0.456,3.533,432.488,2.5233,112.47,3,7,3,0,True,0.7552,0.718556,1.0,no_major_descriptor_risk
CAND_d4274dfe6f,0.2269,3.897,466.546,2.1155,134.82,4,7,8,0,True,0.652105,0.678111,1.0,no_major_descriptor_risk
CAND_b568120072,0.4449,4.912,536.702,2.5328,129.25,3,8,9,1,True,0.651205,0.565333,1.0,1_lipinski_violations
CAND_d07950dc84,0.3032,2.491,370.906,2.7083,73.8,2,4,9,0,True,0.68644,0.834333,1.0,no_major_descriptor_risk
CAND_175ff52401,0.6094,2.625,277.393,2.6793,56.52,1,3,5,0,True,0.82423,0.819444,1.0,no_major_descriptor_risk
CAND_8c24aa2619,0.5255,5.884,549.701,2.9237,132.49,3,8,5,1,True,0.687475,0.457333,1.0,1_lipinski_violations
CAND_98821b9bb0,0.3194,4.32,551.648,3.7635,125.93,2,7,8,1,True,0.59473,0.631111,1.0,1_lipinski_violations
CAND_487ca6e30e,0.3091,6.457,607.741,1.5694,140.36,3,12,7,2,False,0.408595,0.393667,1.0,2_lipinski_violations;veber_fail
CAND_51bc199c58,0.3226,4.571,542.71,2.0866,150.34,5,8,6,1,False,0.51367,0.603222,1.0,1_lipinski_violations;veber_fail
CAND_8018aa7b1f,0.228,4.446,587.816,3.248,146.15,4,9,11,1,False,0.4711,0.617111,1.0,1_lipinski_violations;veber_fail
CAND_8de4c0c4c2,0.2266,4.818,564.716,2.3779,150.67,5,11,9,2,False,0.37147,0.575778,1.0,2_lipinski_violations;veber_fail
CAND_b44e0387ae,0.4995,4.407,535.674,2.6903,132.49,3,8,7,1,True,0.675775,0.621444,1.0,1_lipinski_violations
CAND_8fe664e68b,0.4202,5.034,567.656,3.168,125.93,2,7,7,1,True,0.64009,0.551778,1.0,1_lipinski_violations
CAND_f2e4b4d4e7,0.3687,4.818,564.756,4.1804,121.41,3,9,11,1,False,0.534415,0.575778,1.0,1_lipinski_violations;veber_fail
CAND_e370839301,0.7138,3.436,383.496,2.3465,83.52,1,6,6,0,True,0.87121,0.729333,1.0,no_major_descriptor_risk
CAND_7ecc660f75,0.424,2.222,367.453,2.6919,89.81,3,4,5,0,True,0.7408,0.864222,1.0,no_major_descriptor_risk
CAND_d6b34c97b3,0.6746,2.75,339.399,0.3078,91.98,3,6,2,0,True,0.85357,0.805556,1.0,no_major_descriptor_risk
CAND_973c91085f,0.5998,2.994,416.485,2.5101,99.47,3,7,5,0,True,0.81991,0.778444,1.0,no_major_descriptor_risk
CAND_8f341804b1,0.6149,2.652,377.448,3.2435,79.71,1,6,6,0,True,0.826705,0.816444,1.0,no_major_descriptor_risk
CAND_72da4b2d91,0.3078,3.861,460.003,2.6023,62.53,2,7,8,0,True,0.68851,0.682111,1.0,no_major_descriptor_risk
CAND_7d0249bf35,0.6766,3.336,365.481,3.2132,82.27,3,4,6,0,True,0.85447,0.740444,1.0,no_major_descriptor_risk
CAND_07ac683d58,0.6584,2.922,403.486,2.5227,87.11,3,6,5,0,True,0.84628,0.786444,1.0,no_major_descriptor_risk
CAND_1eac7a69ca,0.7682,2.991,393.447,2.6651,87.55,2,7,4,0,True,0.89569,0.778778,1.0,no_major_descriptor_risk
CAND_1dbc9a5dcf,0.1909,3.634,441.601,2.9021,70.15,4,7,9,0,True,0.635905,0.707333,1.0,no_major_descriptor_risk
CAND_8c118b20fe,0.7555,3.289,379.468,2.9269,85.35,0,8,3,0,True,0.889975,0.745667,1.0,no_major_descriptor_risk
CAND_e5855bb322,0.7356,3.294,380.456,1.6057,105.54,1,7,3,0,True,0.88102,0.745111,1.0,no_major_descriptor_risk
CAND_8683764a52,0.5646,3.575,408.51,2.0383,105.54,1,8,8,0,True,0.80407,0.713889,1.0,no_major_descriptor_risk
CAND_ed974d2bfd,0.5996,3.211,410.526,1.9969,104.48,1,6,5,0,True,0.81982,0.754333,1.0,no_major_descriptor_risk
CAND_1df65c97d5,0.7163,3.072,385.516,1.614,98.68,2,7,1,0,True,0.872335,0.769778,1.0,no_major_descriptor_risk
CAND_f9d87a5296,0.667,3.331,409.494,2.3668,99.75,1,7,6,0,True,0.85015,0.741,1.0,no_major_descriptor_risk
CAND_adb6447409,0.5118,3.867,402.547,2.1429,119.83,3,8,9,0,True,0.78031,0.681444,1.0,no_major_descriptor_risk
CAND_6f53824079,0.6375,3.425,426.55,1.9488,105.54,1,8,6,0,True,0.836875,0.730556,1.0,no_major_descriptor_risk
CAND_c427dc805f,0.3544,3.511,419.555,0.5858,93.26,4,8,7,0,True,0.70948,0.721,1.0,no_major_descriptor_risk
CAND_62512a12a7,0.2204,4.443,519.672,2.716,98.46,3,9,12,1,False,0.46768,0.617444,1.0,1_lipinski_violations;veber_fail
CAND_938384903e,0.0751,3.344,456.994,4.8242,68.92,3,7,13,0,False,0.501295,0.739556,1.0,veber_fail
CAND_6d864362af,0.2479,3.967,501.632,2.3643,107.99,3,7,11,1,False,0.480055,0.670333,1.0,1_lipinski_violations;veber_fail
CAND_b8eaa29348,0.4495,3.917,447.58,2.5409,77.04,2,6,9,0,True,0.752275,0.675889,1.0,no_major_descriptor_risk
CAND_cb7e5426fa,0.6518,3.886,419.526,0.6265,67.92,2,6,4,0,True,0.84331,0.679333,1.0,no_major_descriptor_risk
CAND_359f8515e6,0.6282,5.19,514.631,1.7397,88.78,1,8,3,1,True,0.73369,0.534444,1.0,1_lipinski_violations
CAND_f3d5320c8e,0.6069,3.359,414.535,1.2208,89.07,3,7,6,0,True,0.823105,0.737889,1.0,no_major_descriptor_risk
CAND_1dd71ff1f1,0.7724,3.692,438.557,1.745,71.49,1,7,4,0,True,0.89758,0.700889,1.0,no_major_descriptor_risk
CAND_ed99096d7e,0.4263,3.837,509.611,3.4266,86.08,1,7,6,1,True,0.642835,0.684778,1.0,1_lipinski_violations
CAND_a12ea6c499,0.3527,3.561,450.965,1.9769,60.38,3,4,6,0,True,0.708715,0.715444,1.0,no_major_descriptor_risk
CAND_5b15561f8a,0.6723,3.81,392.25,1.4869,116.59,3,7,1,0,True,0.852535,0.687778,1.0,no_major_descriptor_risk
CAND_895a183ca5,0.6047,3.118,416.272,2.2804,109.7,3,6,4,0,True,0.822115,0.764667,1.0,no_major_descriptor_risk
CAND_48f4c39175,0.5476,2.665,402.245,3.2711,103.13,2,5,3,0,True,0.79642,0.815,1.0,no_major_descriptor_risk
CAND_52c7f2966f,0.7283,3.0,309.156,1.7438,65.52,3,5,2,0,True,0.877735,0.777778,1.0,no_major_descriptor_risk
CAND_aead0e1960,0.5505,2.418,357.805,1.2356,109.7,3,6,5,0,True,0.797725,0.842444,1.0,no_major_descriptor_risk
CAND_577f2e4a02,0.6613,3.149,408.293,2.0667,107.47,3,7,1,0,True,0.847585,0.761222,1.0,no_major_descriptor_risk
CAND_c9b48cba1a,0.5057,3.068,407.309,2.8287,95.86,3,7,6,0,True,0.777565,0.770222,1.0,no_major_descriptor_risk
CAND_70291d2d44,0.5506,2.752,372.82,0.0622,121.73,4,7,5,0,True,0.79777,0.805333,1.0,no_major_descriptor_risk
CAND_7df34b52e0,0.317,2.375,281.707,0.5662,109.69,3,6,5,0,True,0.69265,0.847222,1.0,no_major_descriptor_risk
CAND_01e61123d2,0.4871,2.676,404.261,2.477,121.19,4,6,5,0,True,0.769195,0.813778,1.0,no_major_descriptor_risk
CAND_a1213e99e4,0.3249,2.835,410.231,2.5097,121.01,2,7,6,0,True,0.696205,0.796111,1.0,no_major_descriptor_risk
CAND_a95e545c02,0.652,2.25,288.08,0.9528,70.37,2,6,0,0,True,0.8434,0.861111,1.0,no_major_descriptor_risk
CAND_480ad3df01,0.8129,2.607,369.198,1.0756,74.67,2,7,2,0,True,0.915805,0.821444,1.0,no_major_descriptor_risk
CAND_2fabe3c376,0.7906,2.601,368.21,3.0439,72.82,1,6,6,0,True,0.90577,0.822111,1.0,no_major_descriptor_risk
CAND_f518254079,0.1124,3.379,395.664,1.7923,83.46,3,6,9,0,True,0.60058,0.735667,1.0,no_major_descriptor_risk
CAND_04d69b2a85,0.6294,2.768,398.24,1.525,95.82,3,7,6,0,True,0.83323,0.803556,1.0,no_major_descriptor_risk
CAND_0d9a1ad05b,0.5698,3.079,409.223,2.8166,113.53,3,8,6,0,True,0.80641,0.769,1.0,no_major_descriptor_risk
CAND_d64282adfd,0.6328,2.637,374.63,1.1876,94.76,3,8,2,0,True,0.83476,0.818111,1.0,no_major_descriptor_risk
CAND_08115c6138,0.306,2.632,396.204,2.4213,132.01,3,7,5,0,True,0.6877,0.818667,1.0,no_major_descriptor_risk
CAND_9a8aa03097,0.5763,2.25,348.431,3.8553,81.57,2,4,2,0,True,0.809335,0.861111,1.0,no_major_descriptor_risk
CAND_0427d9e5a1,0.9037,2.125,332.407,2.9213,91.8,2,4,3,0,True,0.956665,0.875,1.0,no_major_descriptor_risk
CAND_728fd86441,0.686,2.258,351.475,4.3687,68.01,2,4,4,0,True,0.8587,0.860222,1.0,no_major_descriptor_risk
CAND_3fe1408ec7,0.8673,2.394,353.451,1.9275,103.63,2,5,3,0,True,0.940285,0.845111,1.0,no_major_descriptor_risk
CAND_cc9087b35d,0.7531,2.127,350.447,3.7063,91.8,2,5,3,0,True,0.888895,0.874778,1.0,no_major_descriptor_risk
CAND_17c64a001b,0.7988,2.375,340.452,3.5,77.61,1,4,3,0,True,0.90946,0.847222,1.0,no_major_descriptor_risk
CAND_9d39b9a1b3,0.537,2.942,384.53,3.6269,91.27,3,5,2,0,True,0.79165,0.784222,1.0,no_major_descriptor_risk
CAND_83c03d2067,0.1241,2.548,403.552,2.4871,100.77,4,6,8,0,True,0.605845,0.828,1.0,no_major_descriptor_risk
CAND_2fa177abda,0.2243,2.375,288.395,2.4358,91.27,2,3,9,0,True,0.650935,0.847222,1.0,no_major_descriptor_risk
CAND_7e551e3850,0.4507,2.728,368.462,3.491,103.99,2,6,3,0,True,0.752815,0.808,1.0,no_major_descriptor_risk
CAND_c4f6ae3341,0.4462,3.0,315.352,2.0715,93.62,2,6,6,0,True,0.75079,0.777778,1.0,no_major_descriptor_risk
CAND_c421fb7708,0.3191,2.999,372.36,2.4444,112.95,1,9,7,0,True,0.693595,0.777889,1.0,no_major_descriptor_risk
CAND_7b1290358f,0.763,3.286,356.455,1.6843,85.37,1,7,2,0,True,0.89335,0.746,1.0,no_major_descriptor_risk
CAND_5d1153c544,0.7244,2.644,353.361,3.1059,112.4,2,7,5,0,True,0.87598,0.817333,1.0,no_major_descriptor_risk
CAND_9fa00cb477,0.8781,3.625,339.378,1.8681,97.82,2,7,3,0,True,0.945145,0.708333,1.0,no_major_descriptor_risk
CAND_379ddede5e,0.5145,2.875,329.339,0.4547,118.01,3,8,3,0,True,0.781525,0.791667,1.0,no_major_descriptor_risk
CAND_f835bfb495,0.3952,3.716,375.452,1.8973,120.18,3,7,3,0,True,0.72784,0.698222,1.0,no_major_descriptor_risk
CAND_e175d7315c,0.4522,3.307,360.333,1.7795,105.65,3,7,0,0,True,0.75349,0.743667,1.0,no_major_descriptor_risk
CAND_f5e8d3c250,0.3095,2.988,370.392,2.4672,118.88,2,8,7,0,True,0.689275,0.779111,1.0,no_major_descriptor_risk
CAND_19ca6127f5,0.2106,3.113,370.392,1.6755,119.08,3,8,8,0,True,0.64477,0.765222,1.0,no_major_descriptor_risk
CAND_63aa8089de,0.3601,3.125,341.419,0.7782,108.89,3,7,7,0,True,0.712045,0.763889,1.0,no_major_descriptor_risk
CAND_81ce3957eb,0.4553,2.125,329.709,3.6852,53.49,2,3,7,0,True,0.754885,0.875,1.0,no_major_descriptor_risk
CAND_b26be2a462,0.6204,2.46,387.748,4.7955,54.02,2,4,2,0,True,0.82918,0.837778,1.0,no_major_descriptor_risk
CAND_1eeb9a61a4,0.243,2.125,263.675,2.1131,53.49,2,3,7,0,True,0.65935,0.875,1.0,no_major_descriptor_risk
CAND_f2c7c38853,0.5279,2.638,374.778,3.8621,61.02,2,4,2,0,True,0.787555,0.818,1.0,no_major_descriptor_risk
CAND_243e3af818,0.4809,2.25,291.625,2.8691,53.49,2,3,6,0,True,0.766405,0.861111,1.0,no_major_descriptor_risk
CAND_e1ea9485cf,0.4903,2.393,375.737,4.8906,57.78,2,3,2,0,True,0.770635,0.845222,1.0,no_major_descriptor_risk
CAND_5d63acdd61,0.6637,2.179,359.763,2.1491,44.7,1,3,3,0,True,0.848665,0.869,1.0,no_major_descriptor_risk
CAND_cd5b0aa752,0.8205,2.754,395.793,2.4598,53.49,2,3,2,0,True,0.919225,0.805111,1.0,no_major_descriptor_risk
CAND_7e3295a83c,0.7622,2.874,394.784,3.9863,56.73,2,4,3,0,True,0.89299,0.791778,1.0,no_major_descriptor_risk
CAND_4f202c2610,0.212,2.75,293.701,1.738,62.72,2,4,10,0,True,0.6454,0.805556,1.0,no_major_descriptor_risk
CAND_cfcb3b121d,0.8718,2.922,358.446,2.9661,66.6,2,6,3,0,True,0.94231,0.786444,1.0,no_major_descriptor_risk
CAND_c0d67a987b,0.32,3.513,397.42,3.2073,88.92,3,8,10,0,True,0.694,0.720778,1.0,no_major_descriptor_risk
CAND_9499417154,0.8304,2.375,328.445,1.985,71.47,2,6,3,0,True,0.92368,0.847222,1.0,no_major_descriptor_risk
CAND_7689737a77,0.8102,3.177,359.434,2.089,78.96,2,7,3,0,True,0.91459,0.758111,1.0,no_major_descriptor_risk
CAND_44eb836360,0.4108,3.45,408.532,2.3841,102.81,4,8,7,0,True,0.73486,0.727778,1.0,no_major_descriptor_risk
CAND_209beeccec,0.4136,2.944,362.438,0.6543,85.91,3,8,3,0,True,0.73612,0.784,1.0,no_major_descriptor_risk
CAND_61ee284b25,0.6926,3.066,384.444,3.2178,93.44,2,8,5,0,True,0.86167,0.770444,1.0,no_major_descriptor_risk
CAND_8e59399b53,0.4653,3.778,422.559,2.575,98.62,5,9,5,0,True,0.759385,0.691333,1.0,no_major_descriptor_risk
CAND_557da4c681,0.5485,3.375,348.451,2.9337,76.2,2,6,7,0,True,0.796825,0.736111,1.0,no_major_descriptor_risk
CAND_2e8313a932,0.6111,3.481,391.501,2.4068,79.29,2,7,4,0,True,0.824995,0.724333,1.0,no_major_descriptor_risk
CAND_c323c28c96,0.7092,3.286,401.475,2.0094,102.19,3,10,4,0,True,0.86914,0.746,1.0,no_major_descriptor_risk
CAND_6a113ddad3,0.427,3.691,451.894,2.7736,136.43,4,10,9,0,True,0.74215,0.701,1.0,no_major_descriptor_risk
CAND_165be7b5cb,0.5513,3.155,422.872,1.7176,87.47,1,7,6,0,True,0.798085,0.760556,1.0,no_major_descriptor_risk
CAND_97fe4c75f1,0.1929,3.0,327.304,0.1291,108.42,4,6,4,0,True,0.636805,0.777778,1.0,no_major_descriptor_risk
CAND_a204a3cfd7,0.1335,4.622,416.889,0.2824,131.14,4,10,10,0,True,0.610075,0.597556,1.0,no_major_descriptor_risk
CAND_2eab8c3ee4,0.3378,3.647,398.87,1.005,94.33,3,7,7,0,True,0.70201,0.705889,1.0,no_major_descriptor_risk
CAND_64e3c62cc3,0.6032,3.533,400.886,0.5323,82.51,3,8,6,0,True,0.82144,0.718556,1.0,no_major_descriptor_risk
CAND_0e4efc6813,0.4949,3.68,449.878,2.5441,126.0,3,10,7,0,True,0.772705,0.702222,1.0,no_major_descriptor_risk
CAND_b26fb082e0,0.1903,3.977,390.891,0.8115,105.29,4,8,10,0,True,0.635635,0.669222,1.0,no_major_descriptor_risk
CAND_4b9969b8ba,0.6144,4.205,418.457,-0.1469,146.08,3,10,3,0,False,0.74398,0.643889,1.0,veber_fail
CAND_9fc8d2db4a,0.7695,3.213,397.404,3.5936,24.99,1,5,2,0,True,0.896275,0.754111,1.0,no_major_descriptor_risk
CAND_4e55087acf,0.5716,3.375,343.45,1.607,51.36,4,5,5,0,True,0.80722,0.736111,1.0,no_major_descriptor_risk
CAND_79a381ed71,0.2041,3.936,473.547,2.8196,89.74,5,7,10,0,True,0.641845,0.673778,1.0,no_major_descriptor_risk
CAND_27ea79ee60,0.5778,3.286,446.521,3.4663,54.93,3,6,4,0,True,0.81001,0.746,1.0,no_major_descriptor_risk
CAND_eb2a0ea7a4,0.6432,3.822,430.478,2.4523,68.92,3,6,3,0,True,0.83944,0.686444,1.0,no_major_descriptor_risk
CAND_be9002561e,0.6149,4.108,468.483,4.342,57.93,1,6,4,0,True,0.826705,0.654667,1.0,no_major_descriptor_risk
CAND_3711ac5982,0.782,3.88,427.474,3.6207,34.11,1,5,2,0,True,0.9019,0.68,1.0,no_major_descriptor_risk
CAND_3225d4d977,0.5944,3.72,434.51,2.9604,54.93,3,6,4,0,True,0.81748,0.697778,1.0,no_major_descriptor_risk
CAND_37d556a392,0.3923,3.792,470.524,5.3443,71.48,2,6,4,1,True,0.627535,0.689778,1.0,1_lipinski_violations
CAND_28c8871556,0.6303,3.697,430.478,2.6705,54.93,3,6,2,0,True,0.833635,0.700333,1.0,no_major_descriptor_risk
CAND_fdb0689ceb,0.7252,3.639,451.521,4.5022,43.34,1,6,5,0,True,0.87634,0.706778,1.0,no_major_descriptor_risk
CAND_ba27940c1f,0.7221,3.491,370.816,0.9301,82.84,2,8,3,0,True,0.874945,0.723222,1.0,no_major_descriptor_risk
CAND_54d88dd369,0.3614,3.127,395.414,0.7231,106.69,3,7,5,0,True,0.71263,0.763667,1.0,no_major_descriptor_risk
CAND_5aa07bb4cb,0.1117,3.438,428.911,3.4695,67.77,2,5,15,0,False,0.517765,0.729111,1.0,veber_fail
CAND_f9e74ffd2a,0.4673,4.544,434.453,1.9417,82.84,3,8,3,0,True,0.760285,0.606222,1.0,no_major_descriptor_risk
CAND_69f114061d,0.6274,4.117,438.504,2.1158,83.37,3,8,3,0,True,0.83233,0.653667,1.0,no_major_descriptor_risk
CAND_29cf1d90ca,0.6915,3.45,314.389,1.6613,67.57,1,6,0,0,True,0.861175,0.727778,1.0,no_major_descriptor_risk
CAND_f579840590,0.3965,4.566,393.418,1.1862,94.28,2,7,1,0,True,0.728425,0.603778,1.0,no_major_descriptor_risk
CAND_8f078d8d0e,0.1378,3.961,455.465,1.7705,141.98,4,6,9,0,False,0.52951,0.671,1.0,veber_fail
CAND_67938f5d14,0.4024,3.5,417.42,3.8037,110.2,2,8,9,0,True,0.73108,0.722222,1.0,no_major_descriptor_risk
CAND_5d32bf3f42,0.2512,3.594,434.451,1.7357,128.04,5,8,7,0,True,0.66304,0.711778,1.0,no_major_descriptor_risk
CAND_67f07c19db,0.2163,3.808,450.47,2.2096,137.01,3,7,10,0,True,0.647335,0.688,1.0,no_major_descriptor_risk
CAND_75f6ab5b09,0.537,3.725,480.52,3.0439,105.54,1,8,6,0,True,0.79165,0.697222,1.0,no_major_descriptor_risk
CAND_32c4b4c773,0.6005,3.625,462.48,2.7858,105.54,1,7,6,0,True,0.820225,0.708333,1.0,no_major_descriptor_risk
CAND_05a835d9d1,0.6604,3.344,434.47,3.0116,88.47,1,7,5,0,True,0.84718,0.739556,1.0,no_major_descriptor_risk
CAND_4c4eb3eaac,0.6286,3.219,434.426,2.3532,105.54,1,7,4,0,True,0.83287,0.753444,1.0,no_major_descriptor_risk
CAND_4f137f396d,0.3839,3.538,424.387,1.1036,123.56,2,9,9,0,True,0.722755,0.718,1.0,no_major_descriptor_risk
CAND_1bd86af63c,0.4312,3.341,366.403,2.6756,73.42,2,4,6,0,True,0.74404,0.739889,1.0,no_major_descriptor_risk
CAND_f1d83453f5,0.1177,3.194,407.473,0.8349,126.48,6,8,9,1,True,0.503965,0.756222,1.0,1_lipinski_violations
CAND_dd5515e3ae,0.4891,3.48,391.43,-0.0623,93.07,3,9,4,0,True,0.770095,0.724444,1.0,no_major_descriptor_risk
CAND_4bd2248621,0.2701,4.061,405.909,1.4095,76.41,3,7,6,0,True,0.671545,0.659889,1.0,no_major_descriptor_risk
CAND_f3469e9560,0.4072,3.125,309.364,1.6604,61.34,3,4,7,0,True,0.73324,0.763889,1.0,no_major_descriptor_risk
CAND_d54a718da4,0.6893,3.275,399.449,2.639,78.0,3,7,6,0,True,0.860185,0.747222,1.0,no_major_descriptor_risk
CAND_38bbaadb7a,0.3402,2.997,394.405,1.6371,109.58,5,6,8,0,True,0.70309,0.778111,1.0,no_major_descriptor_risk
CAND_d88e92d094,0.6994,3.691,384.463,1.9808,84.62,3,6,4,0,True,0.86473,0.701,1.0,no_major_descriptor_risk
CAND_bc7648f751,0.4972,3.141,375.427,1.0009,76.41,3,7,2,0,True,0.77374,0.762111,1.0,no_major_descriptor_risk
CAND_37382133f9,0.2101,2.933,405.457,0.541,117.69,5,8,5,0,True,0.644545,0.785222,1.0,no_major_descriptor_risk
CAND_944004e68e,0.4607,3.191,429.459,1.1128,114.42,5,10,6,0,True,0.757315,0.756556,1.0,no_major_descriptor_risk
CAND_d3653584e7,0.4136,3.058,360.412,2.3481,73.7,3,6,6,0,True,0.73612,0.771333,1.0,no_major_descriptor_risk
CAND_3c776998a7,0.6517,3.483,369.448,1.6996,85.73,4,7,3,0,True,0.843265,0.724111,1.0,no_major_descriptor_risk
CAND_844e2c944d,0.6434,2.95,372.476,4.1665,91.98,3,5,3,0,True,0.83953,0.783333,1.0,no_major_descriptor_risk
CAND_25f4c93a60,0.529,4.086,419.464,2.5544,116.79,4,7,6,0,True,0.78805,0.657111,1.0,no_major_descriptor_risk
CAND_3eb5005c98,0.3767,3.825,417.517,1.0246,134.54,4,5,8,0,True,0.719515,0.686111,1.0,no_major_descriptor_risk
CAND_2d87dd1538,0.3914,3.319,416.489,2.4361,137.45,5,7,6,0,True,0.72613,0.742333,1.0,no_major_descriptor_risk
CAND_a08112a25e,0.2598,4.331,418.526,1.5224,119.28,4,5,4,0,True,0.66691,0.629889,1.0,no_major_descriptor_risk
CAND_86e5d528f1,0.5785,4.122,403.49,1.8496,131.31,4,6,3,0,True,0.810325,0.653111,1.0,no_major_descriptor_risk
CAND_0dd0230510,0.1333,3.43,382.468,1.7482,113.46,3,6,10,0,True,0.609985,0.73,1.0,no_major_descriptor_risk
CAND_56185ba292,0.6464,4.964,406.49,1.982,118.86,3,7,2,0,True,0.84088,0.559556,1.0,no_major_descriptor_risk
CAND_1c2d04cecf,0.4641,2.875,260.321,-0.3354,113.22,3,4,5,0,True,0.758845,0.791667,1.0,no_major_descriptor_risk
CAND_1e26b0b096,0.3822,3.303,413.485,3.4547,135.6,4,6,6,0,True,0.72199,0.744111,1.0,no_major_descriptor_risk
CAND_9cc4afbbb4,0.5891,3.125,322.416,2.4621,87.69,3,5,3,0,True,0.815095,0.763889,1.0,no_major_descriptor_risk
CAND_8473513606,0.6742,3.2,296.418,3.243,48.78,2,4,0,0,True,0.85339,0.755556,1.0,no_major_descriptor_risk
CAND_3404dcdd42,0.8134,3.2,306.373,2.6716,67.46,1,5,0,0,True,0.91603,0.755556,1.0,no_major_descriptor_risk
CAND_a666e0a772,0.7369,2.5,302.341,2.1352,58.34,1,5,2,0,True,0.881605,0.833333,1.0,no_major_descriptor_risk
CAND_e1bb08b668,0.8013,2.75,315.38,3.3957,63.06,1,5,4,0,True,0.910585,0.805556,1.0,no_major_descriptor_risk
CAND_371e1f6834,0.7974,2.75,317.356,2.1768,80.88,1,6,4,0,True,0.90883,0.805556,1.0,no_major_descriptor_risk
CAND_639d10f96f,0.8123,2.5,293.374,3.3331,46.31,0,4,4,0,True,0.915535,0.833333,1.0,no_major_descriptor_risk
CAND_17ae6b7abb,0.3236,2.75,332.367,2.6881,77.75,1,6,6,0,True,0.69562,0.805556,1.0,no_major_descriptor_risk
CAND_3a392a03ef,0.4815,3.125,332.411,2.877,67.46,1,4,7,0,True,0.766675,0.763889,1.0,no_major_descriptor_risk
CAND_1b74ae5153,0.5377,3.325,310.405,2.3684,84.99,3,4,5,0,True,0.791965,0.741667,1.0,no_major_descriptor_risk
CAND_93d0dbec43,0.5364,3.48,436.398,2.5027,113.11,3,9,6,0,True,0.79138,0.724444,1.0,no_major_descriptor_risk
CAND_3a6dd51c29,0.7193,4.211,419.436,1.3912,95.73,2,9,3,0,True,0.873685,0.643222,1.0,no_major_descriptor_risk
