fragment_id,mol_id,macrocycle_smiles,core_smiles,linker_smiles,macrocycle_ring_size,linker_heavy_atoms,core_heavy_atoms,linker_max_ring_size,bond_a,bond_b,anchor_atom_indices,notes
FRAG_6653015397,JAK2_d2047728cd,C1=CCOCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC1,[2*]C=CCOCc1cccc(-c2ccnc(Nc3ccc(N4CCNCC4)c([4*])c3)n2)c1,[1*]COC[5*],18,3,30,0,1,4,1;5,largest_ring_two_bond_fragmentation
FRAG_a0ab864e2d,JAK2_d2047728cd,C1=CCOCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC1,[1*]COCc1cc(Nc2nccc([24*])n2)ccc1N1CCNCC1,[2*]C=CCOCc1cccc([22*])c1,18,11,22,6,1,23,2;22,largest_ring_two_bond_fragmentation
FRAG_7fa757b9b5,JAK2_d2047728cd,C1=CCOCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC1,[1*]COCc1cc(Nc2nccc(-c3cccc([30*])c3)n2)ccc1N1CCNCC1,[2*]C=CCOC[28*],18,5,28,0,1,29,2;28,largest_ring_two_bond_fragmentation
FRAG_9ef14e5f29,JAK2_d2047728cd,C1=CCOCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC1,[1*]COCc1cc(Nc2nccc(-c3cccc(C[31*])c3)n2)ccc1N1CCNCC1,[2*]C=CCO[30*],18,4,29,0,1,30,2;30,largest_ring_two_bond_fragmentation
FRAG_67a3ac2095,JAK2_d2047728cd,C1=CCOCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC1,[1*]COCc1cc(Nc2nccc(-c3cccc(CO[32*])c3)n2)ccc1N1CCNCC1,[2*]C=CC[31*],18,3,30,0,1,31,2;31,largest_ring_two_bond_fragmentation
FRAG_72e7fa6c1a,JAK2_d2047728cd,C1=CCOCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC1,[2*]OCc1cc(Nc2nccc([24*])n2)ccc1N1CCNCC1,[3*]CC=CCOCc1cccc([22*])c1,18,12,21,6,2,23,3;22,largest_ring_two_bond_fragmentation
FRAG_a7916827ad,JAK2_d2047728cd,C1=CCOCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC1,[2*]OCc1cc(Nc2nccc(-c3cccc([30*])c3)n2)ccc1N1CCNCC1,[3*]CC=CCOC[28*],18,6,27,0,2,29,3;28,largest_ring_two_bond_fragmentation
FRAG_1ff0ca69f6,JAK2_d2047728cd,C1=CCOCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC1,[2*]OCc1cc(Nc2nccc(-c3cccc(C[31*])c3)n2)ccc1N1CCNCC1,[3*]CC=CCO[30*],18,5,28,0,2,30,3;30,largest_ring_two_bond_fragmentation
FRAG_90a6cced96,JAK2_d2047728cd,C1=CCOCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC1,[2*]OCc1cc(Nc2nccc(-c3cccc(CO[32*])c3)n2)ccc1N1CCNCC1,[3*]CC=CC[31*],18,4,29,0,2,31,3;31,largest_ring_two_bond_fragmentation
FRAG_64457f5a90,JAK2_d2047728cd,C1=CCOCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC1,*COCc1cccc(-c2ccnc(Nc3ccc(N4CCNCC4)c(CO[2*])c3)n2)c1,[3*]CC=C[32*],18,3,30,0,2,32,3;32,largest_ring_two_bond_fragmentation
FRAG_d67c064bec,JAK2_d2047728cd,C1=CCOCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC1,[3*]Cc1cc(Nc2nccc(-c3cccc([30*])c3)n2)ccc1N1CCNCC1,[4*]OCC=CCOC[28*],18,7,26,0,3,29,4;28,largest_ring_two_bond_fragmentation
FRAG_4107d86178,JAK2_d2047728cd,C1=CCOCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC1,[3*]Cc1cc(Nc2nccc(-c3cccc(C[31*])c3)n2)ccc1N1CCNCC1,[4*]OCC=CCO[30*],18,6,27,0,3,30,4;30,largest_ring_two_bond_fragmentation
FRAG_32f7ad0718,JAK2_d2047728cd,C1=CCOCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC1,[3*]Cc1cc(Nc2nccc(-c3cccc(CO[32*])c3)n2)ccc1N1CCNCC1,[4*]OCC=CC[31*],18,5,28,0,3,31,4;31,largest_ring_two_bond_fragmentation
FRAG_c16882ae4d,JAK2_d2047728cd,C1=CCOCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC1,*COCc1cccc(-c2ccnc(Nc3ccc(N4CCNCC4)c(C[3*])c3)n2)c1,[4*]OCC=C[32*],18,4,29,0,3,32,4;32,largest_ring_two_bond_fragmentation
FRAG_310f8f96a1,JAK2_d2047728cd,C1=CCOCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC1,[5*]COCC=CCOCc1cccc(-c2ccnc(N[7*])n2)c1,[4*]c1cc([17*])ccc1N1CCNCC1,18,12,21,6,4,16,4;17,largest_ring_two_bond_fragmentation
FRAG_4af7ac37db,JAK2_d2047728cd,C1=CCOCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC1,[4*]c1cc(Nc2nccc(-c3cccc([30*])c3)n2)ccc1N1CCNCC1,[5*]COCC=CCOC[28*],18,8,25,0,4,29,5;28,largest_ring_two_bond_fragmentation
FRAG_e58eb51403,JAK2_d2047728cd,C1=CCOCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC1,[4*]c1cc(Nc2nccc(-c3cccc(C[31*])c3)n2)ccc1N1CCNCC1,[5*]COCC=CCO[30*],18,7,26,0,4,30,5;30,largest_ring_two_bond_fragmentation
FRAG_813f08e79f,JAK2_d2047728cd,C1=CCOCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC1,[4*]c1cc(Nc2nccc(-c3cccc(CO[32*])c3)n2)ccc1N1CCNCC1,[5*]COCC=CC[31*],18,6,27,0,4,31,5;31,largest_ring_two_bond_fragmentation
FRAG_9bc89ee2d8,JAK2_d2047728cd,C1=CCOCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC1,*COCc1cccc(-c2ccnc(Nc3ccc(N4CCNCC4)c([4*])c3)n2)c1,[5*]COCC=C[32*],18,5,28,0,4,32,5;32,largest_ring_two_bond_fragmentation
FRAG_95b9cdb402,JAK2_d2047728cd,C1=CCOCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC1,[17*]c1ccc(N2CCNCC2)c(COCC=CCOCc2cccc([22*])c2)c1,[7*]Nc1nccc([24*])n1,18,7,26,6,16,23,7;24,largest_ring_two_bond_fragmentation
FRAG_a6913ff5b4,JAK2_d2047728cd,C1=CCOCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC1,[18*]Nc1ccc(N2CCNCC2)c(COCC=CCOCc2cccc([22*])c2)c1,[17*]c1nccc([24*])n1,18,6,27,6,17,23,17;24,largest_ring_two_bond_fragmentation
FRAG_5a1ed73588,JAK2_d2047728cd,C1=CCOCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC1,[18*]Nc1ccc(N2CCNCC2)c(COCC=CCOC[28*])c1,[17*]c1nccc(-c2cccc([30*])c2)n1,18,12,21,6,17,29,17;30,largest_ring_two_bond_fragmentation
FRAG_f31d6fd340,JAK2_d2047728cd,C1=CCOCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC1,[24*]c1ccnc(Nc2ccc(N3CCNCC3)c(COCC=CCOC[28*])c2)n1,[22*]c1cccc([30*])c1,18,6,27,6,23,29,22;30,largest_ring_two_bond_fragmentation
FRAG_0c8fccda58,JAK2_d2047728cd,C1=CCOCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC1,[24*]c1ccnc(Nc2ccc(N3CCNCC3)c(COCC=CCO[30*])c2)n1,[22*]c1cccc(C[31*])c1,18,7,26,6,23,30,22;31,largest_ring_two_bond_fragmentation
FRAG_7b8f304c81,JAK2_d2047728cd,C1=CCOCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC1,[24*]c1ccnc(Nc2ccc(N3CCNCC3)c(COCC=CC[31*])c2)n1,[22*]c1cccc(CO[32*])c1,18,8,25,6,23,31,22;32,largest_ring_two_bond_fragmentation
FRAG_b0185e3974,JAK2_d2047728cd,C1=CCOCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC1,[24*]c1ccnc(Nc2ccc(N3CCNCC3)c(COCC=C[32*])c2)n1,*COCc1cccc([22*])c1,18,9,24,6,23,32,0;22,largest_ring_two_bond_fragmentation
FRAG_56bdb8d90e,JAK2_d2047728cd,C1=CCOCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC1,[30*]c1cccc(-c2ccnc(Nc3ccc(N4CCNCC4)c(COCC=C[32*])c3)n2)c1,*COC[28*],18,3,30,0,29,32,0;28,largest_ring_two_bond_fragmentation
FRAG_f5a6e323fd,JAK2_e510bd5a84,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,[7*]c1cc(N)cc(COCC=CCOCc2cccc([12*])c2)c1,[5*]Nc1nccc([14*])n1,18,7,21,6,6,13,5;14,largest_ring_two_bond_fragmentation
FRAG_dd2b269a56,JAK2_e510bd5a84,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,[5*]Nc1nccc(-c2cccc(COC[23*])c2)n1,[7*]c1cc(N)cc(COCC=C[22*])c1,18,12,16,6,6,22,7;22,largest_ring_two_bond_fragmentation
FRAG_e663b332ec,JAK2_e510bd5a84,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,[5*]Nc1nccc(-c2cccc(COCC=C[25*])c2)n1,[7*]c1cc(N)cc(COC[24*])c1,18,10,18,6,6,24,7;24,largest_ring_two_bond_fragmentation
FRAG_5ac7541912,JAK2_e510bd5a84,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,[5*]Nc1nccc(-c2cccc(COCC=CC[26*])c2)n1,[7*]c1cc(N)cc(CO[25*])c1,18,9,19,6,6,25,7;25,largest_ring_two_bond_fragmentation
FRAG_4f54681369,JAK2_e510bd5a84,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,[5*]Nc1nccc(-c2cccc(COCC=CCO[27*])c2)n1,[7*]c1cc(N)cc(C[26*])c1,18,8,20,6,6,26,7;26,largest_ring_two_bond_fragmentation
FRAG_dfd1c377ff,JAK2_e510bd5a84,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,[3*]COCC=CCOCc1cccc(-c2ccnc(N[5*])n2)c1,[7*]c1cc([27*])cc(N)c1,18,7,21,6,6,30,7;27,largest_ring_two_bond_fragmentation
FRAG_d670a803fb,JAK2_e510bd5a84,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,[8*]Nc1cc(N)cc(COCC=CCOCc2cccc([12*])c2)c1,[7*]c1nccc([14*])n1,18,6,22,6,7,13,7;14,largest_ring_two_bond_fragmentation
FRAG_a9bb6e3f47,JAK2_e510bd5a84,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,[8*]Nc1cc(N)cc(COCC=CCOC[18*])c1,[7*]c1nccc(-c2cccc([20*])c2)n1,18,12,16,6,7,19,7;20,largest_ring_two_bond_fragmentation
FRAG_4eb9c70d14,JAK2_e510bd5a84,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,[7*]c1nccc(-c2cccc(COCC=C[25*])c2)n1,[8*]Nc1cc(N)cc(COC[24*])c1,18,11,17,6,7,24,8;24,largest_ring_two_bond_fragmentation
FRAG_943e16190c,JAK2_e510bd5a84,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,[7*]c1nccc(-c2cccc(COCC=CC[26*])c2)n1,[8*]Nc1cc(N)cc(CO[25*])c1,18,10,18,6,7,25,8;25,largest_ring_two_bond_fragmentation
FRAG_0e6ac2ac98,JAK2_e510bd5a84,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,[7*]c1nccc(-c2cccc(COCC=CCO[27*])c2)n1,[8*]Nc1cc(N)cc(C[26*])c1,18,9,19,6,7,26,8;26,largest_ring_two_bond_fragmentation
FRAG_ebf92c0b36,JAK2_e510bd5a84,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,[3*]COCC=CCOCc1cccc(-c2ccnc([7*])n2)c1,[8*]Nc1cc([27*])cc(N)c1,18,8,20,6,7,30,8;27,largest_ring_two_bond_fragmentation
FRAG_3a8ab8045e,JAK2_e510bd5a84,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,[14*]c1ccnc(Nc2cc(N)cc(COCC=CCOC[18*])c2)n1,[12*]c1cccc([20*])c1,18,6,22,6,13,19,12;20,largest_ring_two_bond_fragmentation
FRAG_3527ca8413,JAK2_e510bd5a84,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,[14*]c1ccnc(Nc2cc(N)cc(COCC=CCO[20*])c2)n1,[12*]c1cccc(C[21*])c1,18,7,21,6,13,20,12;21,largest_ring_two_bond_fragmentation
FRAG_fd550c27f3,JAK2_e510bd5a84,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,[14*]c1ccnc(Nc2cc(N)cc(COCC=CC[21*])c2)n1,[12*]c1cccc(CO[22*])c1,18,8,20,6,13,21,12;22,largest_ring_two_bond_fragmentation
FRAG_bb82302877,JAK2_e510bd5a84,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,[14*]c1ccnc(Nc2cc(N)cc(COCC=C[22*])c2)n1,[12*]c1cccc(COC[23*])c1,18,9,19,6,13,22,12;23,largest_ring_two_bond_fragmentation
FRAG_6835050110,JAK2_e510bd5a84,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,[14*]c1ccnc(Nc2cc(N)cc(COC[24*])c2)n1,[12*]c1cccc(COCC=C[25*])c1,18,11,17,6,13,24,12;25,largest_ring_two_bond_fragmentation
FRAG_5b1e5f8960,JAK2_e510bd5a84,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,[14*]c1ccnc(Nc2cc(N)cc(CO[25*])c2)n1,[12*]c1cccc(COCC=CC[26*])c1,18,12,16,6,13,25,12;26,largest_ring_two_bond_fragmentation
FRAG_c81acba5f2,JAK2_e510bd5a84,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,[20*]c1cccc(-c2ccnc(Nc3cc(N)cc(COCC=C[22*])c3)n2)c1,[18*]COC[23*],18,3,25,0,19,22,18;23,largest_ring_two_bond_fragmentation
FRAG_d43d21c7a9,JAK2_e510bd5a84,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,[20*]c1cccc(-c2ccnc(Nc3cc(N)cc(COC[24*])c3)n2)c1,[18*]COCC=C[25*],18,5,23,0,19,24,18;25,largest_ring_two_bond_fragmentation
FRAG_bfc1363d30,JAK2_e510bd5a84,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,[20*]c1cccc(-c2ccnc(Nc3cc(N)cc(CO[25*])c3)n2)c1,[18*]COCC=CC[26*],18,6,22,0,19,25,18;26,largest_ring_two_bond_fragmentation
FRAG_b7d18a41a7,JAK2_e510bd5a84,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,[20*]c1cccc(-c2ccnc(Nc3cc(N)cc(C[26*])c3)n2)c1,[18*]COCC=CCO[27*],18,7,21,0,19,26,18;27,largest_ring_two_bond_fragmentation
FRAG_6520673d8f,JAK2_e510bd5a84,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,[20*]c1cccc(-c2ccnc(Nc3cc([27*])cc(N)c3)n2)c1,[3*]COCC=CCOC[18*],18,8,20,0,19,30,3;18,largest_ring_two_bond_fragmentation
FRAG_3bcdc4d64a,JAK2_e510bd5a84,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,[21*]Cc1cccc(-c2ccnc(Nc3cc(N)cc(COC[24*])c3)n2)c1,[20*]OCC=C[25*],18,4,24,0,20,24,20;25,largest_ring_two_bond_fragmentation
FRAG_62545abd3d,JAK2_e510bd5a84,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,[21*]Cc1cccc(-c2ccnc(Nc3cc(N)cc(CO[25*])c3)n2)c1,[20*]OCC=CC[26*],18,5,23,0,20,25,20;26,largest_ring_two_bond_fragmentation
FRAG_63aa831e28,JAK2_e510bd5a84,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,[21*]Cc1cccc(-c2ccnc(Nc3cc(N)cc(C[26*])c3)n2)c1,[20*]OCC=CCO[27*],18,6,22,0,20,26,20;27,largest_ring_two_bond_fragmentation
FRAG_7772ab121c,JAK2_e510bd5a84,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,[21*]Cc1cccc(-c2ccnc(Nc3cc([27*])cc(N)c3)n2)c1,[3*]COCC=CCO[20*],18,7,21,0,20,30,3;20,largest_ring_two_bond_fragmentation
FRAG_acdee6d649,JAK2_e510bd5a84,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,[22*]OCc1cccc(-c2ccnc(Nc3cc(N)cc(COC[24*])c3)n2)c1,[21*]CC=C[25*],18,3,25,0,21,24,21;25,largest_ring_two_bond_fragmentation
FRAG_20de5b0339,JAK2_e510bd5a84,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,[22*]OCc1cccc(-c2ccnc(Nc3cc(N)cc(CO[25*])c3)n2)c1,[21*]CC=CC[26*],18,4,24,0,21,25,21;26,largest_ring_two_bond_fragmentation
FRAG_4f50329487,JAK2_e510bd5a84,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,[22*]OCc1cccc(-c2ccnc(Nc3cc(N)cc(C[26*])c3)n2)c1,[21*]CC=CCO[27*],18,5,23,0,21,26,21;27,largest_ring_two_bond_fragmentation
FRAG_d1634e3d97,JAK2_e510bd5a84,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,[22*]OCc1cccc(-c2ccnc(Nc3cc([27*])cc(N)c3)n2)c1,[3*]COCC=CC[21*],18,6,22,0,21,30,3;21,largest_ring_two_bond_fragmentation
FRAG_a84970a426,JAK2_e510bd5a84,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,[23*]COCc1cccc(-c2ccnc(Nc3cc(N)cc(CO[25*])c3)n2)c1,[22*]C=CC[26*],18,3,25,0,22,25,22;26,largest_ring_two_bond_fragmentation
FRAG_308ff7650b,JAK2_e510bd5a84,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,[23*]COCc1cccc(-c2ccnc(Nc3cc(N)cc(C[26*])c3)n2)c1,[22*]C=CCO[27*],18,4,24,0,22,26,22;27,largest_ring_two_bond_fragmentation
FRAG_7010760aa8,JAK2_e510bd5a84,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,[23*]COCc1cccc(-c2ccnc(Nc3cc([27*])cc(N)c3)n2)c1,[3*]COCC=C[22*],18,5,23,0,22,30,3;22,largest_ring_two_bond_fragmentation
FRAG_6318d00e7c,JAK2_e510bd5a84,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,[25*]C=CCOCc1cccc(-c2ccnc(Nc3cc([27*])cc(N)c3)n2)c1,[3*]COC[24*],18,3,25,0,24,30,3;24,largest_ring_two_bond_fragmentation
FRAG_b058d8ef82,JAK2_396d75ed4a,Oc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,[7*]c1cc(Nc2nccc(-c3cccc(COCC=C[9*])c3)n2)ccc1O,[6*]COC[10*],18,3,25,0,6,9,6;10,largest_ring_two_bond_fragmentation
FRAG_06e358918f,JAK2_396d75ed4a,Oc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,[7*]c1cc(Nc2nccc(-c3cccc(COC[11*])c3)n2)ccc1O,[6*]COCC=C[12*],18,5,23,0,6,11,6;12,largest_ring_two_bond_fragmentation
FRAG_5d0d25e97c,JAK2_396d75ed4a,Oc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,[7*]c1cc(Nc2nccc(-c3cccc(CO[12*])c3)n2)ccc1O,[6*]COCC=CC[13*],18,6,22,0,6,12,6;13,largest_ring_two_bond_fragmentation
FRAG_5ee5cba593,JAK2_396d75ed4a,Oc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,[7*]c1cc(Nc2nccc(-c3cccc(C[13*])c3)n2)ccc1O,[6*]COCC=CCO[14*],18,7,21,0,6,13,6;14,largest_ring_two_bond_fragmentation
FRAG_38916a6e0c,JAK2_396d75ed4a,Oc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,[7*]c1cc(Nc2nccc(-c3cccc([14*])c3)n2)ccc1O,[6*]COCC=CCOC[15*],18,8,20,0,6,14,6;15,largest_ring_two_bond_fragmentation
FRAG_9f8836b932,JAK2_396d75ed4a,Oc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,[6*]COCC=CCOCc1cccc(-c2ccnc([27*])n2)c1,[7*]c1cc(N[25*])ccc1O,18,8,20,6,6,26,7;25,largest_ring_two_bond_fragmentation
FRAG_dc7a4e3a17,JAK2_396d75ed4a,Oc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,[4*]Nc1nccc(-c2cccc(COCC=CCOC[6*])c2)n1,[7*]c1cc([27*])ccc1O,18,7,21,6,6,30,7;27,largest_ring_two_bond_fragmentation
FRAG_3523a79096,JAK2_396d75ed4a,Oc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,[8*]Cc1cc(Nc2nccc(-c3cccc(COC[11*])c3)n2)ccc1O,[7*]OCC=C[12*],18,4,24,0,7,11,7;12,largest_ring_two_bond_fragmentation
FRAG_e920daaa73,JAK2_396d75ed4a,Oc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,[8*]Cc1cc(Nc2nccc(-c3cccc(CO[12*])c3)n2)ccc1O,[7*]OCC=CC[13*],18,5,23,0,7,12,7;13,largest_ring_two_bond_fragmentation
FRAG_3aecbc06eb,JAK2_396d75ed4a,Oc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,[8*]Cc1cc(Nc2nccc(-c3cccc(C[13*])c3)n2)ccc1O,[7*]OCC=CCO[14*],18,6,22,0,7,13,7;14,largest_ring_two_bond_fragmentation
FRAG_a18e38aa19,JAK2_396d75ed4a,Oc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,[8*]Cc1cc(Nc2nccc(-c3cccc([14*])c3)n2)ccc1O,[7*]OCC=CCOC[15*],18,7,21,0,7,14,7;15,largest_ring_two_bond_fragmentation
FRAG_7201ebbc1e,JAK2_396d75ed4a,Oc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,[7*]OCC=CCOCc1cccc(-c2ccnc([27*])n2)c1,[8*]Cc1cc(N[25*])ccc1O,18,9,19,6,7,26,8;25,largest_ring_two_bond_fragmentation
FRAG_9a70f6b780,JAK2_396d75ed4a,Oc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,[4*]Nc1nccc(-c2cccc(COCC=CCO[7*])c2)n1,[8*]Cc1cc([27*])ccc1O,18,8,20,6,7,30,8;27,largest_ring_two_bond_fragmentation
FRAG_076393eb23,JAK2_396d75ed4a,Oc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,[9*]OCc1cc(Nc2nccc(-c3cccc(COC[11*])c3)n2)ccc1O,[8*]CC=C[12*],18,3,25,0,8,11,8;12,largest_ring_two_bond_fragmentation
FRAG_b1b072a8eb,JAK2_396d75ed4a,Oc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,[9*]OCc1cc(Nc2nccc(-c3cccc(CO[12*])c3)n2)ccc1O,[8*]CC=CC[13*],18,4,24,0,8,12,8;13,largest_ring_two_bond_fragmentation
FRAG_1b35c32771,JAK2_396d75ed4a,Oc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,[9*]OCc1cc(Nc2nccc(-c3cccc(C[13*])c3)n2)ccc1O,[8*]CC=CCO[14*],18,5,23,0,8,13,8;14,largest_ring_two_bond_fragmentation
FRAG_26024479bb,JAK2_396d75ed4a,Oc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,[9*]OCc1cc(Nc2nccc(-c3cccc([14*])c3)n2)ccc1O,[8*]CC=CCOC[15*],18,6,22,0,8,14,8;15,largest_ring_two_bond_fragmentation
FRAG_5ff71aa57c,JAK2_396d75ed4a,Oc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,[9*]OCc1cc(Nc2nccc([19*])n2)ccc1O,[8*]CC=CCOCc1cccc([21*])c1,18,12,16,6,8,20,8;21,largest_ring_two_bond_fragmentation
FRAG_99f327d23e,JAK2_396d75ed4a,Oc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,[8*]CC=CCOCc1cccc(-c2ccnc([27*])n2)c1,[9*]OCc1cc(N[25*])ccc1O,18,10,18,6,8,26,9;25,largest_ring_two_bond_fragmentation
FRAG_266d7c2d8d,JAK2_396d75ed4a,Oc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,[4*]Nc1nccc(-c2cccc(COCC=CC[8*])c2)n1,[9*]OCc1cc([27*])ccc1O,18,9,19,6,8,30,9;27,largest_ring_two_bond_fragmentation
FRAG_e181e83708,JAK2_396d75ed4a,Oc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,[10*]COCc1cc(Nc2nccc(-c3cccc(CO[12*])c3)n2)ccc1O,[9*]C=CC[13*],18,3,25,0,9,12,9;13,largest_ring_two_bond_fragmentation
FRAG_5e3f037810,JAK2_396d75ed4a,Oc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,[10*]COCc1cc(Nc2nccc(-c3cccc(C[13*])c3)n2)ccc1O,[9*]C=CCO[14*],18,4,24,0,9,13,9;14,largest_ring_two_bond_fragmentation
FRAG_b2eb1da8b5,JAK2_396d75ed4a,Oc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,[10*]COCc1cc(Nc2nccc(-c3cccc([14*])c3)n2)ccc1O,[9*]C=CCOC[15*],18,5,23,0,9,14,9;15,largest_ring_two_bond_fragmentation
