action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,8014733,[],CHEMBL1948620,"Inhibition of recombinant JAK2 using poly(Glu,Ala,Tyr) as substrate after 2 hrs by luminescence assay",B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2cc(c1OCCN1CCCC1)CN(C)C/C=C/CCOc1cccc(c1)-c1ccnc(n1)N2,,,CHEMBL1944548,J Med Chem,2012,"{'bei': '12.95', 'le': '0.24', 'lle': '1.54', 'sei': '9.28'}",CHEMBL1946004,,CHEMBL1946004,6.68,0,http://www.openphacts.org/units/Nanomolar,1575186,=,1,1,=,,IC50,nM,,210.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.21
,,8014734,[],CHEMBL1948620,"Inhibition of recombinant JAK2 using poly(Glu,Ala,Tyr) as substrate after 2 hrs by luminescence assay",B,,,BAO_0000190,BAO_0000357,single protein format,CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cc(cc(NC(=O)C(F)(F)F)c2)C1,,,CHEMBL1944548,J Med Chem,2012,"{'bei': '15.10', 'le': '0.28', 'lle': '2.14', 'sei': '9.20'}",CHEMBL1946005,,CHEMBL1946005,7.30,0,http://www.openphacts.org/units/Nanomolar,1575187,=,1,1,=,,IC50,nM,,50.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.05
,,8014735,[],CHEMBL1948620,"Inhibition of recombinant JAK2 using poly(Glu,Ala,Tyr) as substrate after 2 hrs by luminescence assay",B,,,BAO_0000190,BAO_0000357,single protein format,CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cc(N)cc(c2)C1,,,CHEMBL1944548,J Med Chem,2012,"{'bei': '18.84', 'le': '0.34', 'lle': '3.06', 'sei': '9.57'}",CHEMBL1946006,,CHEMBL1946006,7.30,0,http://www.openphacts.org/units/Nanomolar,1575188,=,1,1,=,,IC50,nM,,50.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.05
,,8014736,[],CHEMBL1948620,"Inhibition of recombinant JAK2 using poly(Glu,Ala,Tyr) as substrate after 2 hrs by luminescence assay",B,,,BAO_0000190,BAO_0000357,single protein format,CCS(=O)(=O)CNc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)OCC/C=C/CN(C)C2,,,CHEMBL1944548,J Med Chem,2012,"{'bei': '15.69', 'le': '0.30', 'lle': '3.28', 'sei': '8.03'}",CHEMBL1946150,,CHEMBL1946150,7.75,0,http://www.openphacts.org/units/Nanomolar,1575368,=,1,1,=,,IC50,nM,,18.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.018
,,8014737,[],CHEMBL1948620,"Inhibition of recombinant JAK2 using poly(Glu,Ala,Tyr) as substrate after 2 hrs by luminescence assay",B,,,BAO_0000190,BAO_0000357,single protein format,CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cc(cc(NC(=O)N3CCOCC3)c2)C1,,,CHEMBL1944548,J Med Chem,2012,"{'bei': '14.70', 'le': '0.27', 'lle': '2.84', 'sei': '8.01'}",CHEMBL1946151,,CHEMBL1946151,7.36,0,http://www.openphacts.org/units/Nanomolar,1575369,=,1,1,=,,IC50,nM,,44.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.044
,,8014738,[],CHEMBL1948620,"Inhibition of recombinant JAK2 using poly(Glu,Ala,Tyr) as substrate after 2 hrs by luminescence assay",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cnc2nc1-c1cccc(c1)OCC/C=C/CN(C)Cc1cccc(c1)N2,,,CHEMBL1944548,J Med Chem,2012,"{'bei': '17.45', 'le': '0.32', 'lle': '1.77', 'sei': '13.41'}",CHEMBL1933343,,CHEMBL1933343,6.75,0,http://www.openphacts.org/units/Nanomolar,1575372,=,1,1,=,,IC50,nM,,180.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.18
,,8014739,[],CHEMBL1948620,"Inhibition of recombinant JAK2 using poly(Glu,Ala,Tyr) as substrate after 2 hrs by luminescence assay",B,,,BAO_0000190,BAO_0000357,single protein format,CN1C/C=C/CCOc2cc(F)cc(c2)-c2ccnc(n2)Nc2cccc(c2)C1,,,CHEMBL1944548,J Med Chem,2012,"{'bei': '17.40', 'le': '0.32', 'lle': '2.00', 'sei': '13.52'}",CHEMBL1946442,,CHEMBL1946442,6.80,0,http://www.openphacts.org/units/Nanomolar,1575738,=,1,1,=,,IC50,nM,,160.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.16
,,8014740,[],CHEMBL1948620,"Inhibition of recombinant JAK2 using poly(Glu,Ala,Tyr) as substrate after 2 hrs by luminescence assay",B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc2cc1OCC/C=C/CN(C)Cc1cccc(c1)Nc1nccc-2n1,,,CHEMBL1944548,J Med Chem,2012,"{'bei': '15.63', 'le': '0.29', 'lle': '1.62', 'sei': '10.57'}",CHEMBL1946443,,CHEMBL1946443,6.29,0,http://www.openphacts.org/units/Nanomolar,1575739,=,1,1,=,,IC50,nM,,510.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.51
,,8045856,[],CHEMBL1959335,Inhibition of human JAK2 catalytic domain after by scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1,,,CHEMBL1955811,Proc Natl Acad Sci U S A,2005,,CHEMBL261849,GW632580X,CHEMBL261849,,0,http://www.openphacts.org/units/Nanomolar,1580280,>,1,1,>,,IC50,nM,,13000.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,13.0
,,10842343,[],CHEMBL2013787,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1[nH]nc2cc(CO)c3ccc(-c4ccc[nH]4)cc3n12,,,CHEMBL2010637,Bioorg Med Chem Lett,2012,"{'bei': '22.07', 'le': '0.40', 'lle': '4.53', 'sei': '7.18'}",CHEMBL2012881,,CHEMBL2012881,6.19,0,http://www.openphacts.org/units/Nanomolar,1633562,=,1,1,=,,IC50,nM,,650.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,650.0
,,10849716,[],CHEMBL2019675,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,CSc1ccccc1Nc1nc(N2CCNCC2)nc2c(NCC3CC3)ncnc12,,,CHEMBL2016462,ACS Med Chem Lett,2011,,CHEMBL2017214,,CHEMBL2017214,,0,http://www.openphacts.org/units/Nanomolar,1634757,>,1,1,>,,IC50,nM,,40000.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,40.0
,,10863754,[],CHEMBL2024909,Inhibition of JAK2 by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,,,CHEMBL2021801,Bioorg Med Chem Lett,2012,,CHEMBL1980297,ILORASERTIB,CHEMBL1980297,,0,http://www.openphacts.org/units/Nanomolar,1638275,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,10000.0
,,10889042,[],CHEMBL2032473,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(CC(C)(C)O)n(-c5ccccc5)c4=O)nc3)ccnc2c1,,,CHEMBL2029218,J Med Chem,2012,"{'bei': '8.53', 'le': '0.16', 'lle': '-0.11', 'sei': '3.82'}",CHEMBL460472,,CHEMBL460472,4.60,0,http://www.openphacts.org/units/Nanomolar,1644201,=,1,1,=,,IC50,nM,,25000.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,25.0
,,10889069,[],CHEMBL2032473,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2nccc(Oc3ccc(NC(=O)c4c(C)n(C)n(-c5ccccc5)c4=O)cc3F)c2cc1OC,,,CHEMBL2029218,J Med Chem,2012,"{'bei': '11.35', 'le': '0.21', 'lle': '0.77', 'sei': '6.21'}",CHEMBL2031893,,CHEMBL2031893,6.00,0,http://www.openphacts.org/units/Nanomolar,1644002,=,1,1,=,,IC50,nM,,1000.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,1.0
,,10896886,[],CHEMBL2039260,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,C=CC(=O)NCc1coc(-c2c(N)ncnc2Nc2ccc(OCc3ccccn3)c(Cl)c2)n1,,,CHEMBL2034880,J Med Chem,2012,,CHEMBL2035810,,CHEMBL2035810,,0,http://www.openphacts.org/units/Nanomolar,1645640,>,1,1,>,,IC50,nM,,3000.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,3.0
,,10901697,[],CHEMBL2038177,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1[nH]c(CN2CC[C@@H](O)C2)nc2c1oc1ccc(Br)cc12,,,CHEMBL2034948,Bioorg Med Chem Lett,2012,,CHEMBL2030386,,CHEMBL2030386,,0,http://www.openphacts.org/units/Nanomolar,1645440,>,1,1,>,,IC50,nM,,3600.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,3600.0
,,10910554,[],CHEMBL2040119,"Inhibition of recombinant JAK2 using poly(Glu,Ala,Tyr) as substrate after 2 hrs by luminometric assay",B,,,BAO_0000190,BAO_0000357,single protein format,CN1C/C=C/COCC2CCCN(C2)c2ccnc(n2)Nc2cccc(c2)C1,,,CHEMBL2034857,J Med Chem,2012,,CHEMBL2035041,,CHEMBL2035041,,0,http://www.openphacts.org/units/Nanomolar,1644738,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,10.0
,,10910555,[],CHEMBL2040119,"Inhibition of recombinant JAK2 using poly(Glu,Ala,Tyr) as substrate after 2 hrs by luminometric assay",B,,,BAO_0000190,BAO_0000357,single protein format,CN1C/C=C/CCn2ccc3ccc(cc32)-c2ccnc(n2)Nc2cccc(c2)C1,,,CHEMBL2034857,J Med Chem,2012,"{'bei': '14.65', 'le': '0.26', 'lle': '0.57', 'sei': '12.61'}",CHEMBL2035042,,CHEMBL2035042,5.80,0,http://www.openphacts.org/units/Nanomolar,1644739,=,1,1,=,,IC50,nM,,1600.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,1.6
,,10910556,[],CHEMBL2040119,"Inhibition of recombinant JAK2 using poly(Glu,Ala,Tyr) as substrate after 2 hrs by luminometric assay",B,,,BAO_0000190,BAO_0000357,single protein format,C1=C/Cn2ccc3ccc(cc32)-c2ccnc(n2)Nc2cccc(c2)COC/1,,,CHEMBL2034857,J Med Chem,2012,"{'bei': '18.52', 'le': '0.33', 'lle': '1.89', 'sei': '13.13'}",CHEMBL2035043,,CHEMBL2035043,6.82,0,http://www.openphacts.org/units/Nanomolar,1644740,=,1,1,=,,IC50,nM,,150.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.15
,,10910557,[],CHEMBL2040119,"Inhibition of recombinant JAK2 using poly(Glu,Ala,Tyr) as substrate after 2 hrs by luminometric assay",B,,,BAO_0000190,BAO_0000357,single protein format,CN1C/C=C/CCOc2cc(ccn2)-c2ccnc(n2)Nc2cccc(c2)C1,,,CHEMBL2034857,J Med Chem,2012,"{'bei': '17.63', 'le': '0.32', 'lle': '2.54', 'sei': '10.42'}",CHEMBL2035044,,CHEMBL2035044,6.58,0,http://www.openphacts.org/units/Nanomolar,1644741,=,1,1,=,,IC50,nM,,260.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.26
,,10910558,[],CHEMBL2040119,"Inhibition of recombinant JAK2 using poly(Glu,Ala,Tyr) as substrate after 2 hrs by luminometric assay",B,,,BAO_0000190,BAO_0000357,single protein format,CN1C/C=C/COCc2cncc(c2)-c2ccnc(n2)Nc2cccc(c2)C1,,,CHEMBL2034857,J Med Chem,2012,,CHEMBL2035045,,CHEMBL2035045,,0,http://www.openphacts.org/units/Nanomolar,1644742,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,10.0
,,10910559,[],CHEMBL2040119,"Inhibition of recombinant JAK2 using poly(Glu,Ala,Tyr) as substrate after 2 hrs by luminometric assay",B,,,BAO_0000190,BAO_0000357,single protein format,C1=C/COCc2cncc(c2)-c2ccnc(n2)Nc2cccc(c2)COC/1,,,CHEMBL2034857,J Med Chem,2012,"{'bei': '16.73', 'le': '0.31', 'lle': '2.14', 'sei': '8.72'}",CHEMBL2035046,,CHEMBL2035046,6.03,0,http://www.openphacts.org/units/Nanomolar,1644743,=,1,1,=,,IC50,nM,,930.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.93
,,10910560,[],CHEMBL2040119,"Inhibition of recombinant JAK2 using poly(Glu,Ala,Tyr) as substrate after 2 hrs by luminometric assay",B,,,BAO_0000190,BAO_0000357,single protein format,CN1C/C=C/COCc2ccc(o2)-c2ccnc(n2)Nc2cccc(c2)C1,,,CHEMBL2034857,J Med Chem,2012,"{'bei': '16.79', 'le': '0.31', 'lle': '2.09', 'sei': '9.60'}",CHEMBL2035047,,CHEMBL2035047,6.09,0,http://www.openphacts.org/units/Nanomolar,1644744,=,1,1,=,,IC50,nM,,820.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.82
,,10910561,[],CHEMBL2040119,"Inhibition of recombinant JAK2 using poly(Glu,Ala,Tyr) as substrate after 2 hrs by luminometric assay",B,,,BAO_0000190,BAO_0000357,single protein format,C1=C/COCc2ccc(o2)-c2ccnc(n2)Nc2cccc(c2)COC/1,,,CHEMBL2034857,J Med Chem,2012,"{'bei': '19.05', 'le': '0.35', 'lle': '2.58', 'sei': '9.59'}",CHEMBL2035048,,CHEMBL2035048,6.66,0,http://www.openphacts.org/units/Nanomolar,1644745,=,1,1,=,,IC50,nM,,220.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.22
,,10910562,[],CHEMBL2040119,"Inhibition of recombinant JAK2 using poly(Glu,Ala,Tyr) as substrate after 2 hrs by luminometric assay",B,,,BAO_0000190,BAO_0000357,single protein format,C1=C/Cn2ccc3ccc(cc32)-c2ccnc(n2)Nc2ccc(OCCN3CCCC3)c(c2)COC/1,,,CHEMBL2034857,J Med Chem,2012,"{'bei': '14.95', 'le': '0.27', 'lle': '1.80', 'sei': '11.17'}",CHEMBL2035049,,CHEMBL2035049,7.20,0,http://www.openphacts.org/units/Nanomolar,1644746,=,1,1,=,,IC50,nM,,63.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.063
,,10910563,[],CHEMBL2040119,"Inhibition of recombinant JAK2 using poly(Glu,Ala,Tyr) as substrate after 2 hrs by luminometric assay",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cnc2nc1-c1ccc3ccn(c3c1)C/C=C/COCc1cc(ccc1OCCN1CCCC1)N2,,,CHEMBL2034857,J Med Chem,2012,"{'bei': '12.98', 'le': '0.24', 'lle': '0.72', 'sei': '9.98'}",CHEMBL2035050,,CHEMBL2035050,6.43,0,http://www.openphacts.org/units/Nanomolar,1644747,=,1,1,=,,IC50,nM,,370.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.37
,,10910564,[],CHEMBL2040119,"Inhibition of recombinant JAK2 using poly(Glu,Ala,Tyr) as substrate after 2 hrs by luminometric assay",B,,,BAO_0000190,BAO_0000357,single protein format,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cncc(c2)COC/1,,,CHEMBL2034857,J Med Chem,2012,"{'bei': '13.80', 'le': '0.26', 'lle': '2.18', 'sei': '8.01'}",CHEMBL2035051,,CHEMBL2035051,6.54,0,http://www.openphacts.org/units/Nanomolar,1644748,=,1,1,=,,IC50,nM,,290.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.29
,,10910565,[],CHEMBL2040119,"Inhibition of recombinant JAK2 using poly(Glu,Ala,Tyr) as substrate after 2 hrs by luminometric assay",B,,,BAO_0000190,BAO_0000357,single protein format,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccnc(c2)OCC/1,,,CHEMBL2034857,J Med Chem,2012,"{'bei': '16.35', 'le': '0.30', 'lle': '3.13', 'sei': '9.49'}",CHEMBL2035052,,CHEMBL2035052,7.75,0,http://www.openphacts.org/units/Nanomolar,1644749,=,1,1,=,,IC50,nM,,18.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.018
,,10910566,[],CHEMBL2040119,"Inhibition of recombinant JAK2 using poly(Glu,Ala,Tyr) as substrate after 2 hrs by luminometric assay",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cnc2nc1-c1ccnc(c1)OCC/C=C/COCc1cc(ccc1OCCN1CCCC1)N2,,,CHEMBL2034857,J Med Chem,2012,"{'bei': '16.11', 'le': '0.30', 'lle': '2.93', 'sei': '9.62'}",CHEMBL2035053,,CHEMBL2035053,7.85,0,http://www.openphacts.org/units/Nanomolar,1644750,=,1,1,=,,IC50,nM,,14.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.014
,,10910567,[],CHEMBL2040119,"Inhibition of recombinant JAK2 using poly(Glu,Ala,Tyr) as substrate after 2 hrs by luminometric assay",B,,,BAO_0000190,BAO_0000357,single protein format,CN1C/C=C/COCc2ccc(o2)-c2ccnc(n2)Nc2ccc(OCCN3CCCC3)c(c2)C1,,,CHEMBL2034857,J Med Chem,2012,"{'bei': '13.63', 'le': '0.25', 'lle': '2.01', 'sei': '8.54'}",CHEMBL2035054,,CHEMBL2035054,6.48,0,http://www.openphacts.org/units/Nanomolar,1644751,=,1,1,=,,IC50,nM,,330.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.33
,,10910568,[],CHEMBL2040119,"Inhibition of recombinant JAK2 using poly(Glu,Ala,Tyr) as substrate after 2 hrs by luminometric assay",B,,,BAO_0000190,BAO_0000357,single protein format,CN1C/C=C/COCc2ccc(s2)-c2ccnc(n2)Nc2ccc(OCCN3CCCC3)c(c2)C1,,,CHEMBL2034857,J Med Chem,2012,"{'bei': '14.33', 'le': '0.27', 'lle': '2.11', 'sei': '11.23'}",CHEMBL2035055,,CHEMBL2035055,7.05,0,http://www.openphacts.org/units/Nanomolar,1644752,=,1,1,=,,IC50,nM,,90.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.09
,,10910569,[],CHEMBL2040119,"Inhibition of recombinant JAK2 using poly(Glu,Ala,Tyr) as substrate after 2 hrs by luminometric assay",B,,,BAO_0000190,BAO_0000357,single protein format,COCCOc1ccc2cc1CN(C)C/C=C/COCc1ccc(o1)-c1ccnc(n1)N2,,,CHEMBL2034857,J Med Chem,2012,"{'bei': '13.65', 'le': '0.25', 'lle': '1.94', 'sei': '7.28'}",CHEMBL2035056,,CHEMBL2035056,5.96,0,http://www.openphacts.org/units/Nanomolar,1644753,=,1,1,=,,IC50,nM,,1100.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,1.1
,,10910570,[],CHEMBL2040119,"Inhibition of recombinant JAK2 using poly(Glu,Ala,Tyr) as substrate after 2 hrs by luminometric assay",B,,,BAO_0000190,BAO_0000357,single protein format,COCCOc1ccc2cc1CN(C)C/C=C/COCc1ccc(s1)-c1ccnc(n1)N2,,,CHEMBL2034857,J Med Chem,2012,"{'bei': '14.96', 'le': '0.29', 'lle': '2.28', 'sei': '9.85'}",CHEMBL2035182,,CHEMBL2035182,6.77,0,http://www.openphacts.org/units/Nanomolar,1644902,=,1,1,=,,IC50,nM,,170.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.17
,,10910571,[],CHEMBL2040119,"Inhibition of recombinant JAK2 using poly(Glu,Ala,Tyr) as substrate after 2 hrs by luminometric assay",B,,,BAO_0000190,BAO_0000357,single protein format,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccc(s2)COC/1,,,CHEMBL2034857,J Med Chem,2012,"{'bei': '17.00', 'le': '0.33', 'lle': '3.11', 'sei': '11.84'}",CHEMBL2035183,,CHEMBL2035183,8.14,0,http://www.openphacts.org/units/Nanomolar,1644903,=,1,1,=,,IC50,nM,,7.3,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.0073
,,10910572,[],CHEMBL2040119,"Inhibition of recombinant JAK2 using poly(Glu,Ala,Tyr) as substrate after 2 hrs by luminometric assay",B,,,BAO_0000190,BAO_0000357,single protein format,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2csc(c2)COC/1,,,CHEMBL2034857,J Med Chem,2012,"{'bei': '16.23', 'le': '0.31', 'lle': '2.74', 'sei': '11.30'}",CHEMBL2035184,,CHEMBL2035184,7.77,0,http://www.openphacts.org/units/Nanomolar,1644904,=,1,1,=,,IC50,nM,,17.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.017
,,10910573,[],CHEMBL2040119,"Inhibition of recombinant JAK2 using poly(Glu,Ala,Tyr) as substrate after 2 hrs by luminometric assay",B,,,BAO_0000190,BAO_0000357,single protein format,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccc(o2)COC/1,,,CHEMBL2034857,J Med Chem,2012,"{'bei': '15.86', 'le': '0.29', 'lle': '2.78', 'sei': '8.96'}",CHEMBL2035185,CT-1578,CHEMBL2035185,7.34,0,http://www.openphacts.org/units/Nanomolar,1644905,=,1,1,=,,IC50,nM,,46.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.046
,,10910574,[],CHEMBL2040119,"Inhibition of recombinant JAK2 using poly(Glu,Ala,Tyr) as substrate after 2 hrs by luminometric assay",B,,,BAO_0000190,BAO_0000357,single protein format,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2coc(c2)COC/1,,,CHEMBL2034857,J Med Chem,2012,"{'bei': '15.51', 'le': '0.29', 'lle': '2.61', 'sei': '8.76'}",CHEMBL2035186,,CHEMBL2035186,7.17,0,http://www.openphacts.org/units/Nanomolar,1644906,=,1,1,=,,IC50,nM,,67.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.067
,,10910575,[],CHEMBL2040119,"Inhibition of recombinant JAK2 using poly(Glu,Ala,Tyr) as substrate after 2 hrs by luminometric assay",B,,,BAO_0000190,BAO_0000357,single protein format,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cc(co2)COC/1,,,CHEMBL2034857,J Med Chem,2012,"{'bei': '15.04', 'le': '0.28', 'lle': '2.40', 'sei': '8.50'}",CHEMBL2035181,,CHEMBL2035181,6.96,0,http://www.openphacts.org/units/Nanomolar,1644900,=,1,1,=,,IC50,nM,,110.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.11
,,10965879,[],CHEMBL2067611,Inhibition of human JAK2 expressed in baculovirus using biotinyl-amino-hexanoyl-EQEDEPEGDYFEWLE-amide as substrate preincubated for 1 hr measured after 20 mins by time resolved fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccccc1-c1cccn2nc(N)nc12,,,CHEMBL2062471,J Med Chem,2012,"{'bei': '23.60', 'le': '0.43', 'lle': '3.68', 'sei': '8.67'}",CHEMBL2062787,,CHEMBL2062787,5.67,0,http://www.openphacts.org/units/Nanomolar,1658455,=,1,1,=,,IC50,nM,,2132.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,2132.0
,,10965881,[],CHEMBL2067611,Inhibition of human JAK2 expressed in baculovirus using biotinyl-amino-hexanoyl-EQEDEPEGDYFEWLE-amide as substrate preincubated for 1 hr measured after 20 mins by time resolved fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,Nc1nc2c(-c3cccnc3)cccn2n1,,,CHEMBL2062471,J Med Chem,2012,,CHEMBL2062788,,CHEMBL2062788,,0,http://www.openphacts.org/units/Nanomolar,1658456,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,10000.0
,,10965883,[],CHEMBL2067611,Inhibition of human JAK2 expressed in baculovirus using biotinyl-amino-hexanoyl-EQEDEPEGDYFEWLE-amide as substrate preincubated for 1 hr measured after 20 mins by time resolved fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(-c2cccn3nc(N)nc23)cn1,,,CHEMBL2062471,J Med Chem,2012,"{'bei': '22.97', 'le': '0.42', 'lle': '4.16', 'sei': '7.07'}",CHEMBL2062789,,CHEMBL2062789,5.54,0,http://www.openphacts.org/units/Nanomolar,1658457,=,1,1,=,,IC50,nM,,2874.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,2874.0
