action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,129350,[],CHEMBL704111,Inhibition of Janus kinase 2,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NCc2c(-c3ccc(F)cc3F)cc(C3CCNCC3)cc2N1c1c(Cl)cccc1Cl,,,CHEMBL1136271,Bioorg Med Chem Lett,2003,,CHEMBL319556,,CHEMBL319556,,0,http://www.openphacts.org/units/Nanomolar,174932,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,10.0
,,506160,[],CHEMBL704109,Inhibition of protein kinase Jak 2,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)c1nc2c3ccc(F)cc3c3c(=O)[nH]ccc3c2[nH]1,,,CHEMBL1135866,Bioorg Med Chem Lett,2002,"{'bei': '29.09', 'le': '0.53', 'lle': '5.01', 'sei': '14.62'}",CHEMBL21156,,CHEMBL21156,9.00,0,http://www.openphacts.org/units/Nanomolar,25954,=,1,1,=,,IC50,nM,,1.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.001
,,1257904,[],CHEMBL704112,Inhibition of Janus kinase 2,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2ncc(N[C@H]3CC[C@H](O)CC3)nc2cc1OC,,,CHEMBL1136216,Bioorg Med Chem Lett,2003,,CHEMBL104466,,CHEMBL104466,,0,http://www.openphacts.org/units/Nanomolar,196638,>,1,1,>,,IC50,nM,,50000.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,50.0
,,1748676,[],CHEMBL870360,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3cc(OC)c(OCCCN4CCN(C)CC4)c(OC)c3)n2)c(OC)c1,,,CHEMBL1145338,J Med Chem,2006,"{'bei': '9.64', 'le': '0.18', 'lle': '0.40', 'sei': '5.52'}",CHEMBL386760,,CHEMBL386760,6.62,0,http://www.openphacts.org/units/Nanomolar,533350,=,1,1,=,,IC50,nM,,240.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,0.24
,,1807585,[],CHEMBL908418,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,,,CHEMBL1139695,Bioorg Med Chem Lett,2006,"{'bei': '25.48', 'le': '0.47', 'lle': '6.42', 'sei': '8.95'}",CHEMBL221959,TOFACITINIB,CHEMBL221959,7.96,0,http://www.openphacts.org/units/Nanomolar,622515,=,1,1,=,,IC50,nM,,11.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,11.0
,,1807614,[],CHEMBL908418,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,COC[C@H](C)Nc1cc(-c2ccoc2)nc(-n2cnc3ccncc32)n1.Cl,,,CHEMBL1139695,Bioorg Med Chem Lett,2006,"{'bei': '19.55', 'le': '0.36', 'lle': '3.93', 'sei': '7.54'}",CHEMBL557844,,CHEMBL220484,6.85,0,http://www.openphacts.org/units/Nanomolar,622544,=,1,1,=,,IC50,nM,,141.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,141.0
,,1807615,[],CHEMBL908418,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](Nc1cc(-c2ccoc2)nc(-n2cnc3ccncc32)n1)c1ccc(F)cc1,,,CHEMBL1139695,Bioorg Med Chem Lett,2006,"{'bei': '18.86', 'le': '0.34', 'lle': '2.77', 'sei': '9.25'}",CHEMBL221378,,CHEMBL221378,7.55,0,http://www.openphacts.org/units/Nanomolar,622543,=,1,1,=,,IC50,nM,,28.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,28.0
,,1807616,[],CHEMBL908418,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](Nc1cc(-c2ccoc2)nc(-n2cnc3ccc(C#N)cc32)n1)c1ccccc1,,,CHEMBL1139695,Bioorg Med Chem Lett,2006,"{'bei': '18.54', 'le': '0.33', 'lle': '2.42', 'sei': '8.14'}",CHEMBL375205,,CHEMBL375205,7.54,0,http://www.openphacts.org/units/Nanomolar,622542,=,1,1,=,,IC50,nM,,29.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,29.0
,,1807617,[],CHEMBL908418,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,COC[C@H](C)Nc1cc(-c2ccoc2)nc(-n2cnc3ccncc32)n1,,,CHEMBL1139695,Bioorg Med Chem Lett,2006,"{'bei': '18.13', 'le': '0.33', 'lle': '3.43', 'sei': '6.99'}",CHEMBL220484,,CHEMBL220484,6.35,0,http://www.openphacts.org/units/Nanomolar,622541,=,1,1,=,,IC50,nM,,446.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,446.0
,,1807618,[],CHEMBL908418,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](Nc1cc(-c2cccc(C#N)c2)nc(-n2cnc3ccncc32)n1)c1ccccc1,,,CHEMBL1139695,Bioorg Med Chem Lett,2006,"{'bei': '17.37', 'le': '0.31', 'lle': '2.33', 'sei': '7.86'}",CHEMBL220969,,CHEMBL220969,7.25,0,http://www.openphacts.org/units/Nanomolar,622540,=,1,1,=,,IC50,nM,,56.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,56.0
,,1807619,[],CHEMBL908418,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](Nc1cc(-c2ccc(C#N)cc2)nc(-n2cnc3ccncc32)n1)c1ccccc1,,,CHEMBL1139695,Bioorg Med Chem Lett,2006,"{'bei': '18.55', 'le': '0.33', 'lle': '2.82', 'sei': '8.39'}",CHEMBL374321,,CHEMBL374321,7.75,0,http://www.openphacts.org/units/Nanomolar,622539,=,1,1,=,,IC50,nM,,18.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,18.0
,,1807620,[],CHEMBL908418,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](Nc1cc(-c2cnn(C)c2)nc(-n2cnc3ccncc32)n1)c1ccccc1,,,CHEMBL1139695,Bioorg Med Chem Lett,2006,"{'bei': '17.94', 'le': '0.32', 'lle': '3.33', 'sei': '8.24'}",CHEMBL221376,,CHEMBL221376,7.11,0,http://www.openphacts.org/units/Nanomolar,622538,=,1,1,=,,IC50,nM,,77.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,77.0
,,1807621,[],CHEMBL908418,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2cc(N[C@@H](C)c3ccccc3)nc(-n3cnc4ccncc43)n2)cc1OC,,,CHEMBL1139695,Bioorg Med Chem Lett,2006,"{'bei': '17.50', 'le': '0.32', 'lle': '2.85', 'sei': '9.11'}",CHEMBL220483,,CHEMBL220483,7.92,0,http://www.openphacts.org/units/Nanomolar,622537,=,1,1,=,,IC50,nM,,12.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,12.0
,,1807622,[],CHEMBL908418,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](Nc1cc(-c2cccc(N(C)C)c2)nc(-n2cnc3ccncc32)n1)c1ccccc1,,,CHEMBL1139695,Bioorg Med Chem Lett,2006,"{'bei': '15.56', 'le': '0.28', 'lle': '1.66', 'sei': '9.44'}",CHEMBL373523,,CHEMBL373523,6.78,0,http://www.openphacts.org/units/Nanomolar,622536,=,1,1,=,,IC50,nM,,167.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,167.0
,,1807623,[],CHEMBL908418,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](Nc1cc(-c2ccc(N(C)C)cc2)nc(-n2cnc3ccncc32)n1)c1ccccc1,,,CHEMBL1139695,Bioorg Med Chem Lett,2006,"{'bei': '17.68', 'le': '0.32', 'lle': '2.58', 'sei': '10.73'}",CHEMBL384820,,CHEMBL384820,7.70,0,http://www.openphacts.org/units/Nanomolar,622535,=,1,1,=,,IC50,nM,,20.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,20.0
,,1807624,[],CHEMBL908418,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](Nc1cc(-c2ccoc2)nc(-n2cnc3ccncc32)n1)c1ccccc1,,,CHEMBL1139695,Bioorg Med Chem Lett,2006,"{'bei': '20.39', 'le': '0.37', 'lle': '3.16', 'sei': '9.55'}",CHEMBL222027,,CHEMBL222027,7.80,0,http://www.openphacts.org/units/Nanomolar,622534,=,1,1,=,,IC50,nM,,16.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,16.0
,,1807625,[],CHEMBL908418,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](Nc1cc(N2CC[C@@H](O)C2)nc(-n2cnc3ccncc32)n1)c1ccccc1,,,CHEMBL1139695,Bioorg Med Chem Lett,2006,"{'bei': '18.01', 'le': '0.33', 'lle': '4.28', 'sei': '7.86'}",CHEMBL221037,,CHEMBL221037,7.23,0,http://www.openphacts.org/units/Nanomolar,622533,=,1,1,=,,IC50,nM,,59.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,59.0
,,1807626,[],CHEMBL908418,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2cc(Nc3ccccc3Cl)nc(-n3cnc4ccncc43)n2)CC1,,,CHEMBL1139695,Bioorg Med Chem Lett,2006,"{'bei': '16.50', 'le': '0.32', 'lle': '3.59', 'sei': '9.26'}",CHEMBL376885,,CHEMBL376885,6.95,0,http://www.openphacts.org/units/Nanomolar,622532,=,1,1,=,,IC50,nM,,113.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,113.0
,,1807627,[],CHEMBL908418,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2cc(Oc3c(F)cccc3F)nc(-n3cnc4ccncc43)n2)CC1,,,CHEMBL1139695,Bioorg Med Chem Lett,2006,"{'bei': '16.93', 'le': '0.32', 'lle': '4.14', 'sei': '9.93'}",CHEMBL385114,,CHEMBL385114,7.17,0,http://www.openphacts.org/units/Nanomolar,622531,=,1,1,=,,IC50,nM,,68.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,68.0
,,1807628,[],CHEMBL908418,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2cc(Oc3ccccc3Cl)nc(-n3cnc4ccncc43)n2)CC1,,,CHEMBL1139695,Bioorg Med Chem Lett,2006,"{'bei': '18.42', 'le': '0.35', 'lle': '4.36', 'sei': '10.76'}",CHEMBL218439,,CHEMBL218439,7.77,0,http://www.openphacts.org/units/Nanomolar,622530,=,1,1,=,,IC50,nM,,17.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,17.0
,,1807629,[],CHEMBL908418,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](Nc1cc(N2CCN(C)CC2)nc(-n2cnc3ccncc32)n1)c1ccccc1,,,CHEMBL1139695,Bioorg Med Chem Lett,2006,"{'bei': '18.63', 'le': '0.34', 'lle': '4.58', 'sei': '10.29'}",CHEMBL375296,,CHEMBL375296,7.72,0,http://www.openphacts.org/units/Nanomolar,622529,=,1,1,=,,IC50,nM,,19.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,19.0
,,1807630,[],CHEMBL908418,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](Nc1cc(N(C)C)nc(-n2cnc3ccncc32)n1)c1ccccc1,,,CHEMBL1139695,Bioorg Med Chem Lett,2006,"{'bei': '22.69', 'le': '0.41', 'lle': '4.70', 'sei': '11.36'}",CHEMBL218579,,CHEMBL218579,8.15,0,http://www.openphacts.org/units/Nanomolar,622528,=,1,1,=,,IC50,nM,,7.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,7.0
,,1807631,[],CHEMBL908418,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,COC[C@H](C)Nc1ccnc(-n2cnc3ccc(C#N)cc32)n1,,,CHEMBL1139695,Bioorg Med Chem Lett,2006,"{'bei': '22.40', 'le': '0.41', 'lle': '4.78', 'sei': '7.79'}",CHEMBL221912,,CHEMBL221912,6.91,0,http://www.openphacts.org/units/Nanomolar,622527,=,1,1,=,,IC50,nM,,124.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,124.0
,,1807632,[],CHEMBL908418,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc2ccncc2n1-c1nccc(N[C@@H](C)c2ccccc2)n1,,,CHEMBL1139695,Bioorg Med Chem Lett,2006,,CHEMBL217937,,CHEMBL217937,,0,http://www.openphacts.org/units/Nanomolar,622526,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,10000.0
,,1807633,[],CHEMBL908418,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](Nc1ccnc(-n2ccc3ccncc32)n1)c1ccccc1,,,CHEMBL1139695,Bioorg Med Chem Lett,2006,,CHEMBL222028,,CHEMBL222028,,0,http://www.openphacts.org/units/Nanomolar,622525,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,10000.0
,,1807634,[],CHEMBL908418,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H](Nc1nccc(-n2cnc3ccncc32)n1)c1ccccc1,,,CHEMBL1139695,Bioorg Med Chem Lett,2006,"{'bei': '23.11', 'le': '0.42', 'lle': '3.93', 'sei': '10.67'}",CHEMBL375076,,CHEMBL375076,7.31,0,http://www.openphacts.org/units/Nanomolar,622524,=,1,1,=,,IC50,nM,,49.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,49.0
,,1807635,[],CHEMBL908418,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](Nc1ccnc(-n2cnc3cnccc32)n1)c1ccccc1,,,CHEMBL1139695,Bioorg Med Chem Lett,2006,"{'bei': '23.05', 'le': '0.41', 'lle': '3.91', 'sei': '10.64'}",CHEMBL220585,,CHEMBL220585,7.29,0,http://www.openphacts.org/units/Nanomolar,622523,=,1,1,=,,IC50,nM,,51.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,51.0
,,1807636,[],CHEMBL908418,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,c1ccc2c(c1)CCC[C@@H]2Nc1ccnc(-n2cnc3ccncc32)n1,,,CHEMBL1139695,Bioorg Med Chem Lett,2006,"{'bei': '15.02', 'le': '0.27', 'lle': '1.44', 'sei': '7.50'}",CHEMBL221038,,CHEMBL221038,5.14,0,http://www.openphacts.org/units/Nanomolar,622522,=,1,1,=,,IC50,nM,,7218.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,7218.0
,,1807637,[],CHEMBL908418,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,c1ccc(CNc2ccnc(-n3cnc4ccncc43)n2)cc1,,,CHEMBL1139695,Bioorg Med Chem Lett,2006,,CHEMBL374854,,CHEMBL374854,,0,http://www.openphacts.org/units/Nanomolar,622521,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,10000.0
,,1807638,[],CHEMBL908418,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H](c1ccccc1)N(C)c1ccnc(-n2cnc3ccncc32)n1,,,CHEMBL1139695,Bioorg Med Chem Lett,2006,"{'bei': '20.63', 'le': '0.37', 'lle': '3.41', 'sei': '11.41'}",CHEMBL218602,,CHEMBL218602,6.82,0,http://www.openphacts.org/units/Nanomolar,622520,=,1,1,=,,IC50,nM,,153.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,153.0
,,1807639,[],CHEMBL908418,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](Nc1ccnc(-n2cnc3ccncc32)n1)c1ccc(Cl)cc1,,,CHEMBL1139695,Bioorg Med Chem Lett,2006,"{'bei': '20.79', 'le': '0.40', 'lle': '3.25', 'sei': '10.64'}",CHEMBL218746,,CHEMBL218746,7.29,0,http://www.openphacts.org/units/Nanomolar,622519,=,1,1,=,,IC50,nM,,51.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,51.0
,,1807640,[],CHEMBL908418,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](Nc1ccnc(-n2cnc3ccncc32)n1)c1ccc(F)cc1,,,CHEMBL1139695,Bioorg Med Chem Lett,2006,"{'bei': '24.22', 'le': '0.44', 'lle': '4.58', 'sei': '11.82'}",CHEMBL221976,,CHEMBL221976,8.10,0,http://www.openphacts.org/units/Nanomolar,622518,=,1,1,=,,IC50,nM,,8.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,8.0
,,1807641,[],CHEMBL908418,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](Nc1ccnc(-n2cnc3ccncc32)n1)c1ccccc1,,,CHEMBL1139695,Bioorg Med Chem Lett,2006,"{'bei': '26.54', 'le': '0.48', 'lle': '5.02', 'sei': '12.26'}",CHEMBL221029,,CHEMBL221029,8.40,0,http://www.openphacts.org/units/Nanomolar,622517,=,1,1,=,,IC50,nM,,4.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,4.0
,,1807642,[],CHEMBL908418,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1Nc2ccc(-c3cccnc3)cc2/C1=C/c1ccc[nH]1,,,CHEMBL1139695,Bioorg Med Chem Lett,2006,"{'bei': '21.65', 'le': '0.39', 'lle': '2.65', 'sei': '10.77'}",CHEMBL323994,,CHEMBL323994,6.22,0,http://www.openphacts.org/units/Nanomolar,622516,=,1,1,=,,IC50,nM,,600.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,600.0
,,1815349,[],CHEMBL910182,Inhibition of Jak2,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)[C@H]1CCCN(c2ccc(C(F)(F)F)cc2NC(=O)c2cc(C#Cc3cnc(N)nc3)ccc2F)C1,,,CHEMBL1141381,J Med Chem,2007,"{'bei': '11.89', 'le': '0.22', 'lle': '1.86', 'sei': '7.16'}",CHEMBL386637,,CHEMBL386637,6.26,0,http://www.openphacts.org/units/Nanomolar,624660,=,1,1,=,,IC50,nM,,550.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,550.0
,,1857081,[],CHEMBL920666,Inhibition of JAK2,B,,,BAO_0000190,BAO_0000357,single protein format,C/C(O)=C(\C#N)C(=O)Nc1cc(Br)ccc1Br,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1144565,Bioorg Med Chem,2007,,CHEMBL228043,,CHEMBL228043,,0,http://www.openphacts.org/units/Nanomolar,634358,>,1,1,>,,IC50,nM,,500000.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,uM,UO_0000065,,500.0
,,1964037,[],CHEMBL897052,Inhibition of JAK2 by kinase-Glo luminescent assay,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,,,CHEMBL1148837,Bioorg Med Chem Lett,2007,"{'bei': '25.48', 'le': '0.47', 'lle': '6.42', 'sei': '8.95'}",CHEMBL221959,TOFACITINIB,CHEMBL221959,7.96,1,http://www.openphacts.org/units/Nanomolar,656846,=,1,1,=,,IC50,nM,,11.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,11.0
,,1964038,[],CHEMBL897052,Inhibition of JAK2 by kinase-Glo luminescent assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(C(=O)c2cc3c(NCc4ccccc4F)nc(-n4cnc5ccncc54)nc3n2C)CC1,,,CHEMBL1148837,Bioorg Med Chem Lett,2007,"{'bei': '11.47', 'le': '0.21', 'lle': '2.89', 'sei': '5.91'}",CHEMBL231925,,CHEMBL231925,5.73,0,http://www.openphacts.org/units/Nanomolar,656861,=,1,1,=,,IC50,nM,,1860.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,1860.0
,,1964039,[],CHEMBL897052,Inhibition of JAK2 by kinase-Glo luminescent assay,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H](Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)N1CCN(C)CC1)n2C)c1ccccc1,,,CHEMBL1148837,Bioorg Med Chem Lett,2007,"{'bei': '13.17', 'le': '0.24', 'lle': '3.27', 'sei': '6.73'}",CHEMBL392371,,CHEMBL392371,6.53,0,http://www.openphacts.org/units/Nanomolar,656860,=,1,1,=,,IC50,nM,,298.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,298.0
,,1964040,[],CHEMBL897052,Inhibition of JAK2 by kinase-Glo luminescent assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(C(=O)c2cc3c(NC(C)(C)C)nc(-n4cnc5ccncc54)nc3n2C)CC1,,,CHEMBL1148837,Bioorg Med Chem Lett,2007,"{'bei': '14.50', 'le': '0.27', 'lle': '4.19', 'sei': '6.69'}",CHEMBL232149,,CHEMBL232149,6.49,0,http://www.openphacts.org/units/Nanomolar,656859,=,1,1,=,,IC50,nM,,323.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,323.0
,,1964041,[],CHEMBL897052,Inhibition of JAK2 by kinase-Glo luminescent assay,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)NS(=O)(=O)c1ccccc1)n2C)c1ccccc1,,,CHEMBL1148837,Bioorg Med Chem Lett,2007,"{'bei': '11.66', 'le': '0.22', 'lle': '2.45', 'sei': '4.71'}",CHEMBL392998,,CHEMBL392998,6.45,0,http://www.openphacts.org/units/Nanomolar,656858,=,1,1,=,,IC50,nM,,359.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,359.0
,,1964042,[],CHEMBL897052,Inhibition of JAK2 by kinase-Glo luminescent assay,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)N1CCN(C)CC1)n2C)C(C)(C)O,,,CHEMBL1148837,Bioorg Med Chem Lett,2007,"{'bei': '13.99', 'le': '0.26', 'lle': '5.02', 'sei': '5.70'}",CHEMBL232147,,CHEMBL232147,6.68,0,http://www.openphacts.org/units/Nanomolar,656857,=,1,1,=,,IC50,nM,,209.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,209.0
,,1964043,[],CHEMBL897052,Inhibition of JAK2 by kinase-Glo luminescent assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(Cl)c(Nc2nc(-n3cnc4ccncc43)nc3c2cc(C(=O)N2CCN(C)CC2)n3C)c1,,,CHEMBL1148837,Bioorg Med Chem Lett,2007,"{'bei': '12.93', 'le': '0.25', 'lle': '3.38', 'sei': '6.48'}",CHEMBL393375,,CHEMBL393375,6.88,0,http://www.openphacts.org/units/Nanomolar,656856,=,1,1,=,,IC50,nM,,132.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,132.0
,,1964044,[],CHEMBL897052,Inhibition of JAK2 by kinase-Glo luminescent assay,B,,,BAO_0000190,BAO_0000357,single protein format,COC[C@H](C)Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)N1CCN(C)CC1)n2C,,,CHEMBL1148837,Bioorg Med Chem Lett,2007,"{'bei': '14.35', 'le': '0.27', 'lle': '5.11', 'sei': '6.26'}",CHEMBL231949,,CHEMBL231949,6.65,0,http://www.openphacts.org/units/Nanomolar,656855,=,1,1,=,,IC50,nM,,222.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,222.0
,,1964045,[],CHEMBL897052,Inhibition of JAK2 by kinase-Glo luminescent assay,B,,,BAO_0000190,BAO_0000357,single protein format,COCCNC(=O)c1cc2c(N[C@@H](C)c3ccccc3)nc(-n3cnc4ccncc43)nc2n1C,,,CHEMBL1148837,Bioorg Med Chem Lett,2007,"{'bei': '16.16', 'le': '0.30', 'lle': '4.35', 'sei': '6.80'}",CHEMBL231948,,CHEMBL231948,7.60,0,http://www.openphacts.org/units/Nanomolar,656854,=,1,1,=,,IC50,nM,,25.0,CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,9606,,,IC50,nM,UO_0000065,,25.0
