mol_id,canonical_smiles,mw,logp,tpsa,hbd,hba,rotatable_bonds,qed,num_atoms,num_heavy_atoms,num_rings,max_ring_size,formal_charge,passes_rdkit,passes_basic_filters
JAK2_ddd6be70e8,Cc1c[nH]c2c(Nc3nc(N[C@@H]4CCCC[C@@H]4N)cc4nc[nH]c(=O)c34)cccc12,403.49,3.5332,124.51,5,6,4,0.355,30,30,5,6,0,,True
JAK2_72cd1365a7,O=C(Oc1cccc2c(O)cccc12)c1ccccc1,264.28,3.7646,46.53,1,3,2,0.5659,20,20,3,6,0,,True
JAK2_f347617ecf,CN(Cc1ccccc1)C(=O)c1ccc(S(=O)(=O)Nc2ccccc2)cc1,380.469,3.7596,66.48,1,3,6,0.708,27,27,3,6,0,,True
JAK2_358715451a,O=c1[nH]c2cnc(-n3cnc4ccc(Cl)cc43)nc2n1C1CCOCC1,370.8,2.4634,90.62,1,5,2,0.585,26,26,5,6,0,,True
JAK2_1b9ba10888,Cc1cnc2nc1-c1ccc3ccn(c3c1)C/C=C/COCc1cc(ccc1OCCN1CCCC1)N2,495.627,5.7113,64.44,1,6,4,0.366,37,37,6,17,0,,True
JAK2_367832b9a9,Nc1nn2cccnc2c1-c1cc(N2CCCC(O)C2)ncn1,311.349,0.7296,105.46,2,7,2,0.7183,23,23,4,6,0,,True
JAK2_3d4c8af3a1,Oc1ccc(Cl)cc1/N=C/c1sc2ccccc2c1Cl,322.216,5.6643,32.59,1,3,2,0.6063,20,20,3,6,0,,True
JAK2_c7a8610bb2,N[C@H]1CCCC[C@H]1Nc1cc2nc[nH]c(=O)c2c(Nc2cccc3c(Cl)c[nH]c23)n1,423.908,3.8782,124.51,5,6,4,0.339,30,30,5,6,0,,True
JAK2_6eec4980ac,O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)[C@H]1CCNC1,444.539,3.2718,91.41,3,7,6,0.5375,33,33,5,6,0,,True
JAK2_efc2226329,C[C@H](Nc1ccnc(-n2cnc3ccncc32)n1)c1ccccc1,316.368,3.3836,68.52,1,5,4,0.6249,24,24,4,6,0,,True
JAK2_8413cb701a,C[C@H](Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)N1CCN(C)CC1)n2C)C(C)(C)O,477.573,1.6611,117.23,2,8,5,0.4458,35,35,5,6,0,,True
JAK2_47c91ed7e9,Cl.[2H]C([2H])(c1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)sn1)N1CCC(F)(F)C1,454.9342,3.8907,87.03,2,7,5,0.4754,32,30,5,6,0,,True
JAK2_1db93b6dba,CNC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cc(Cl)ccc1C,341.802,3.0423,96.69,3,4,3,0.6817,24,24,3,6,0,,True
JAK2_63b7cd19c7,C[C@]1(C#N)CCC[C@H]1Nc1c(C(N)=O)cnn2cccc12,283.335,1.9275,96.21,2,4,3,0.8991,21,21,3,6,0,,True
JAK2_3545c5cc71,COc1cc(Nc2nc3cccc(-c4cccc5[nH]cnc45)c3o2)cc(OC)c1OC,416.437,5.1405,94.43,2,7,6,0.3957,31,31,5,6,0,,True
JAK2_87f6a98848,C[C@H](Nc1cc(-c2ccc(C#N)cc2)nc(-n2cnc3ccncc32)n1)c1ccccc1,417.476,4.9223,92.31,1,6,5,0.4362,32,32,5,6,0,,True
JAK2_921bceb681,CC(C)(C)NS(=O)(=O)c1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,344.44,2.8889,100.87,3,4,3,0.6798,24,24,3,6,0,,True
JAK2_725776d8f2,Cc1cc(Nc2nc(N3CCN(C(=O)Cc4ccccc4)CC3)nn3cccc23)n[nH]1,416.489,2.3957,94.45,2,6,5,0.5189,31,31,5,6,0,,True
JAK2_2ed91465fe,COc1ccc2cc1COCC=CCCOc1cccc(c1)-c1ccnc(n1)N2,389.455,4.7511,65.5,1,6,1,0.606,29,29,4,18,0,,True
JAK2_a368780209,CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(NC(=O)c4c(Cl)cccc4Cl)n3)n2)cc1,493.354,5.7997,108.9,3,6,6,0.3134,34,34,4,6,0,,True
JAK2_a16a2d932b,C[C@H](Nc1c(C(N)=O)cnn2cccc12)C(C)(C)C,260.341,2.2797,72.42,2,3,3,0.8889,19,19,2,6,0,,True
JAK2_99cc6f9557,CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(N4CCCCC4)c3)n2)cc1,387.487,4.8359,70.15,2,5,5,0.6557,29,29,4,6,0,,True
JAK2_461d9c7add,CC(C)(C)NS(=O)(=O)c1ccc(-c2cc3c(N)ncc(C(=O)NCCO)c3s2)cc1,448.57,2.3444,134.41,4,7,6,0.4572,30,30,3,6,0,,True
JAK2_c88e43e181,COc1cc(/C=C2\COC/C(=C\c3ccc(O)c(OC)c3)C2=O)ccc1O,368.385,3.1813,85.22,2,6,4,0.8065,27,27,3,6,0,,True
JAK2_397dd7ec00,Cc1ccc(Cl)cc1-c1[nH]c(-c2ccnc(N)n2)cc1C(N)=O,327.775,2.7816,110.68,3,4,3,0.6864,23,23,3,6,0,,True
JAK2_d21420afe1,CC(C)[C@H](C)NC(=O)c1c[nH]c2ncc(C3CC3)nc12,272.352,2.6096,70.67,2,3,4,0.8984,20,20,3,6,0,,True
JAK2_2948ac0a45,COc1ccc(-c2cccc3nc(Nc4ccc(N5CCN(C)CC5)cc4)nn23)cc1,414.513,3.9003,57.93,1,6,5,0.5346,31,31,5,6,0,,True
JAK2_17f1746207,CN1CCN(c2ccc(Nc3ncc4ccc(-c5ccccc5N(C)S(C)(=O)=O)n4n3)c(Cl)c2)CC1,526.066,3.9409,86.08,1,7,6,0.4078,36,36,5,6,0,,True
JAK2_e1e0f1f159,CC(C)COC(=O)Nc1ccc(-c2cnc3c(-c4ccc(N5CCN(C)CC5)cc4)cnn3c2N)cc1,499.619,4.6018,101.02,2,7,6,0.3997,37,37,5,6,0,,True
JAK2_6f4dcc3327,COc1ccc(-c2ccc3cnc(Nc4ccc(C5CCN(CC(N)=O)CC5)cc4)nn23)cn1,457.538,3.2082,110.67,2,7,7,0.4384,34,34,5,6,0,,True
JAK2_5faf1754e4,NC(=O)c1cnc(NC(C2CC2)C2CC2)c2c1[nH]c1cc(-c3cccnn3)ccc12,398.47,3.8725,109.58,3,5,6,0.4566,30,30,6,6,0,,True
JAK2_9fccb710a4,CC(C)Oc1cc(Nc2cncc(N[C@@H](C)c3ccc(F)cn3)n2)n[nH]1,357.393,3.4377,100.64,3,7,7,0.5953,26,26,3,6,0,,True
JAK2_365c8f86d1,Cc1cc(Nc2nc(O[C@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1,349.757,2.9742,101.5,2,7,5,0.7296,24,24,3,6,0,,True
JAK2_1fa7fecedb,CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(NC(=O)c4ccccc4)c3)n2)cc1,423.476,5.0979,96.01,3,5,6,0.4011,32,32,4,6,0,,True
JAK2_aba55c653f,C1=C/COCc2ccc(o2)-c2ccnc(n2)Nc2cccc(c2)COC/1,349.39,4.0832,69.41,1,6,0,0.6168,26,26,4,18,0,,True
JAK2_d989c57ae0,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,438.491,2.4301,94.22,2,6,3,0.4774,33,33,6,6,0,,True
JAK2_7d79a361fa,CS(=O)(=O)c1cccc(-c2cccn3nc(N)nc23)c1,288.332,1.382,90.35,1,5,2,0.769,20,20,3,6,0,,True
JAK2_d6d006c9e2,CCC(=O)N1CCN(c2nc(Nc3cc(C)[nH]n3)c3cccn3n2)CC1,354.418,1.563,94.45,2,6,4,0.7384,26,26,4,6,0,,True
JAK2_48e15ba2e4,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1,364.772,2.7075,113.53,3,8,6,0.6114,25,25,3,6,0,,True
JAK2_f113b245bb,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1,322.364,2.7538,93.35,3,4,6,0.3298,24,24,2,6,0,,True
JAK2_5f4edcae25,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1cc(N2CCOCC2)ccc1C(F)(F)F,441.409,3.5905,74.43,2,4,3,0.6096,32,32,5,6,0,,True
JAK2_ab6e109fe3,CC1(C)C[C@](C)(O)C[C@H]1Nc1c(C(N)=O)cnn2cccc12,302.378,1.7847,92.65,3,4,3,0.8056,22,22,3,6,0,,True
JAK2_3e06fcf816,Nc1nc2c3c(F)cccc3nc(Cc3ccc4c(c3)OCO4)n2n1,337.314,2.3183,87.56,1,6,2,0.6039,25,25,5,6,0,,True
JAK2_56ea4fced8,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cccc23)CC[C@@]1(C)N,301.394,1.7511,98.44,3,4,3,0.804,22,22,3,6,0,,True
JAK2_05fbd16d4f,CNc1nccc(-c2cccnc2Oc2ccc(NC(=O)c3ccccc3Nc3ccccc3)cc2)n1,488.551,6.3685,101.06,3,7,8,0.2333,37,37,5,6,0,,True
JAK2_989e4e23b7,CN1C/C=C/COCc2ccc(o2)-c2ccnc(n2)Nc2cccc(c2)C1,362.433,3.9984,63.42,1,6,0,0.6101,27,27,4,18,0,,True
JAK2_5fad1856dc,COc1ccc2nc(C)cc(Sc3nc4ccccc4s3)c2c1,338.457,5.3127,35.01,0,5,3,0.5067,23,23,4,6,0,,True
JAK2_0124c4af7b,Cc1cccc(Oc2cnc3[nH]cc(C(=O)NC(C)C)c3n2)c1,310.357,3.1968,79.9,2,4,4,0.7753,23,23,3,6,0,,True
JAK2_f389383369,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3cc(OC)c(OCCCN4CCN(C)CC4)c(OC)c3)n2)c(OC)c1,686.81,6.2248,119.98,1,12,14,0.1516,50,50,5,6,0,,True
JAK2_9a6e834330,COc1ccc2nc(NC(C)c3ncc(F)cn3)nc(Nc3cn(C)cn3)c2c1,394.414,3.2177,102.67,2,8,6,0.5139,29,29,4,6,0,,True
JAK2_2dc2722230,Fc1cc(-c2cccc3ncc(-c4cnn(C5CCNCC5)c4)nc23)cc(F)c1CN1CCOCC1,490.558,4.1952,68.1,1,6,5,0.4525,36,36,6,6,0,,True
JAK2_d96ee2df18,Cc1ccc(Nc2sc(-c3ccccc3)cc2C(N)=O)nc1,309.394,3.961,68.01,2,4,4,0.7662,22,22,3,6,0,,True
JAK2_1ac6383706,Cc1cc2c(c(Cl)n1)-c1[nH]c3ccccc3c1CCN2CCc1ccccc1,387.914,5.7969,31.92,1,2,3,0.4505,28,28,5,7,0,,True
JAK2_8f2cde4faa,COc1ccccc1-c1cccn2nc(N)nc12,240.266,1.9871,65.44,1,4,2,0.7435,18,18,3,6,0,,False
JAK2_d7634eac48,COc1ccccc1-c1ccc2cnc(Nc3cccc(N4CCN(C)CC4)c3)nn12,414.513,3.9003,57.93,1,6,5,0.5346,31,31,5,6,0,,True
JAK2_e70670bc05,COc1cc(Nc2nc3cccc(-c4ccc(C(=O)N5CCOCC5)c(F)c4)c3o2)cc(OC)c1OC,507.518,4.8757,95.29,1,8,7,0.3785,37,37,5,6,0,,True
JAK2_8d464933d6,CC(C)c1cc(-c2cccn3nc(Nc4ccc(C(=O)O)cc4)nc23)ccn1,373.416,4.3565,92.41,2,5,5,0.54,28,28,4,6,0,,True
JAK2_a5cce799d5,CN1CCC(N(c2nc3cc[nH]c(=O)c3c3cc(F)ccc23)C2CC2)CC1,366.44,3.2784,52.23,1,4,3,0.7231,27,27,5,6,0,,True
JAK2_e015004f7f,Cc1nc2c(-c3cnc(N)nc3)nc(N3CCOCC3)nc2n1C(C)C,354.418,1.5914,107.87,1,8,3,0.7553,26,26,4,6,0,,True
JAK2_d783e41f9e,Cc1ccccc1CS(=O)(=O)c1nnc([C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)o1,457.552,4.1604,111.39,1,7,7,0.5669,32,32,3,6,0,,True
JAK2_83b62c6f40,C[C@@H](Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)N1CCN(C)CC1)n2C)c1ccccc1,495.591,3.2629,97.0,1,7,5,0.3997,37,37,6,6,0,,True
JAK2_8953307114,Cc1cc(-c2cccc3nc(Nc4ccc(N5CCN(C)CC5)cc4)oc23)ccc1C(=O)N1CCOCC1,511.626,4.771,74.08,1,7,5,0.4137,38,38,6,6,0,,True
JAK2_a39872076a,NC(=O)c1cnc(NC2CCCCC2)c2c1[nH]c1cc(-c3ccccc3)ccc12,384.483,5.2266,83.8,3,3,4,0.4505,29,29,5,6,0,,True
JAK2_9ea4c09ae4,CN1CCN(C(=O)c2cc3c(NC(C)(C)C)nc(-n4cnc5ccncc54)nc3n2C)CC1,447.547,2.3002,97.0,1,7,3,0.5147,33,33,5,6,0,,True
JAK2_aaa3dcf6eb,Cc1cc(Nc2nc(O[C@@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1,349.757,2.9742,101.5,2,7,5,0.7296,24,24,3,6,0,,True
JAK2_bb5849ef90,CN1C/C=C/CNC(=O)c2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1,385.471,3.6186,70.15,2,5,0,0.5786,29,29,4,18,0,,True
JAK2_cdc678b86f,C[C@@H](Nc1ncc(C(N)=O)c2[nH]c3ccc(F)cc3c12)C(C)(C)C,328.391,3.8006,83.8,3,3,3,0.6835,24,24,3,6,0,,True
JAK2_7d123907a9,COc1cc(F)c(CC(=O)N2CCN(c3nc(Nc4cc(C)n[nH]4)c4cccn4n3)CC2)c(F)c1,482.495,2.6825,103.68,2,7,6,0.4356,35,35,5,6,0,,True
JAK2_12096dd534,Cc1ccnc(Nc2nc3cccc(-c4cccc(C(C)C)c4)n3n2)c1,343.434,4.9667,55.11,1,4,4,0.5684,26,26,4,6,0,,True
JAK2_764051eb34,Cl.Cn1c(-c2cn([C@H]3CCNC[C@@H]3F)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,457.916,3.841,73.45,1,5,4,0.5037,32,32,5,6,0,,True
JAK2_12ed66a48a,COc1cc(-c2cnc3cc(C)cc(-c4ccc(CC(=O)N5CCS(=O)(=O)CC5)cc4)c3n2)cc(OC)c1OC,561.66,4.0975,107.92,0,8,7,0.332,40,40,5,6,0,,True
JAK2_5d0ef37da5,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2csc(c2)COC/1,478.618,5.0263,68.74,1,8,4,0.5278,34,34,5,18,0,,True
JAK2_1e26b0b096,NC(=O)c1cnc(NC(C2CC2)C2CC2)c2c1[nH]c1cc(-c3cnc(N)cn3)ccc12,413.485,3.4547,135.6,4,6,6,0.3822,31,31,6,6,0,,True
JAK2_c4b25f65b1,Nc1nn2cccnc2c1-c1cc(NCc2ccccc2)ncn1,317.356,2.3806,94.02,2,6,4,0.6,24,24,4,6,0,,True
JAK2_eb5deaf3f3,CCOP(=O)(CCn1cc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)n2C)nn1)OCC,484.472,4.8128,96.95,0,7,10,0.298,34,34,4,6,0,,True
JAK2_1646d01925,CC(C)CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1,414.553,5.6839,50.28,1,5,2,0.5465,31,31,4,18,0,,True
JAK2_6721c978fb,NC(=O)c1cc(-c2ccccc2)sc1Nc1ccccc1,294.379,4.2576,55.12,2,3,4,0.7552,21,21,3,6,0,,True
JAK2_6c55e74feb,COc1cc(Nc2ncc3ccc(-c4ccccc4)n3n2)cc(OC)c1OC,376.416,4.1657,69.91,1,6,6,0.5447,28,28,4,6,0,,True
JAK2_ed99096d7e,CN1CCN(c2ccc(Nc3ncc4ccc(-c5ccccc5N(C)S(C)(=O)=O)n4n3)cc2F)CC1,509.611,3.4266,86.08,1,7,6,0.4263,36,36,5,6,0,,True
JAK2_e3393601a3,O=C1C=CCC(/C=C/c2ccccc2)O1,200.237,2.5715,26.3,0,2,2,0.6857,15,15,2,6,0,,False
JAK2_58e8871c61,Cn1cc(-c2ccc3c(c2)[nH]c2c(C(N)=O)cnc(N[C@@H](C4CC4)C(F)(F)F)c23)cn1,428.418,3.9683,101.62,3,4,5,0.4477,31,31,5,6,0,,True
JAK2_c5b6242340,N[C@H]1CCCC[C@H]1Nc1cc2nc[nH]c(=O)c2c(Nc2cccc3[nH]ccc23)n1,389.463,3.2248,124.51,5,6,4,0.3649,29,29,5,6,0,,True
JAK2_4b7d891b62,COc1cc(C)nc2c1-c1[nH]c3ccccc3c1CCN2CCc1ccccc1,383.495,5.1521,41.15,1,3,4,0.5297,29,29,5,7,0,,True
JAK2_db6dd9965d,Nc1nc(Nc2ccccc2)nn1C(=O)c1c(F)cccc1F,315.283,2.5706,85.83,2,5,3,0.7756,23,23,3,6,0,,True
JAK2_443019253e,CSc1nccc(-c2c(-c3ccc(F)cc3)nc3nc(N)ccn23)n1,352.398,3.2965,81.99,1,6,3,0.45,25,25,4,6,0,,True
JAK2_24f5fdceed,CC(C)Nc1ccc(Oc2cc(O)cc(O)c2-c2cc(C(=O)NC3CCN(C)CC3)no2)cc1,466.538,4.1894,120.09,4,8,7,0.4092,34,34,4,6,0,,True
JAK2_5d1153c544,Cc1cc(Nc2nc(O[C@@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,353.361,3.1059,112.4,2,7,5,0.7244,26,26,3,6,0,,True
JAK2_f3e4f09aed,Cc1nn2c(NCc3ccccn3)c3c(nc2c1-c1ccccc1)CCC3,355.445,4.2005,55.11,1,4,4,0.596,27,27,5,6,0,,True
JAK2_cc79504532,C[C@H](Nc1ccc(C(N)=O)c2[nH]c3cc(-c4ccnc(N)n4)ccc3c12)C(C)(C)C,402.502,4.3057,122.71,4,5,4,0.4051,30,30,4,6,0,,True
JAK2_b2e6676788,CSc1nccc(-c2c(-c3ccc(F)cc3)nc3nc(-c4cn(CC(=O)[O-])nn4)ccn23)n1.[Na+],484.452,-1.2733,126.81,0,9,6,0.1646,34,34,5,6,0,,True
JAK2_db3a321aeb,O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1C1CCOc2ccccc21,384.399,2.8304,90.62,1,5,2,0.5054,29,29,6,6,0,,True
JAK2_56ebccdcf5,Cc1nn(Cc2ccc(Cl)cc2Cl)c(C)c1NC(=O)CCl,346.645,4.0323,46.92,1,2,4,0.8496,21,21,2,6,0,,True
JAK2_1ba607a497,CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C5CCCC5)c4n3)cc2)CC1,468.609,5.1804,74.14,2,7,6,0.4038,35,35,6,6,0,,True
JAK2_8c4874ec3d,CN1C/C=C/CCOc2cccc(c2)-c2nc(nc3[nH]cnc23)Nc2cccc(c2)C1,412.497,4.534,78.96,2,6,0,0.4132,31,31,5,18,0,,True
JAK2_347a6efb4d,CC(=O)N[C@@H]1CCc2ccc(Oc3cnc4[nH]cc(C(=O)N[C@@H](C(=O)N5CC(C#N)C5)C(C)(C)C)c4n3)cc21,529.601,3.0001,153.1,3,7,6,0.4436,39,39,5,6,0,,True
JAK2_77e9cdb162,CN1CCN(CCOc2ccc3cc2CN(C)C/C=C/CCOc2cccc(c2)-c2ccnc(n2)N3)CC1,514.674,4.2839,65.99,1,8,4,0.5178,38,38,5,18,0,,True
JAK2_ccd5157645,CN1CCN(c2ccc(-c3ccc4[nH]nc(N)c4c3)cc2)CC1,307.401,2.5639,61.18,2,4,2,0.7637,23,23,4,6,0,,True
JAK2_9475c16aaa,Oc1ccc(C2Nc3ccccc3-c3ncnc4[nH]cc2c34)c(F)c1,332.338,3.9845,73.83,3,4,1,0.4927,25,25,5,7,0,,True
JAK2_8a98d94bcd,O=c1cc(-c2[nH]c(C3CCNCC3)nc2-c2ccc(F)cc2)cc[nH]1,338.386,3.0381,73.57,3,3,3,0.6871,25,25,4,6,0,,True
JAK2_c385760536,N#CC1CN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,364.409,1.3257,114.77,2,5,5,0.8304,27,27,5,6,0,,True
JAK2_9cb6a29d8d,CC(C)(C)NS(=O)(=O)c1ccc(-c2cc3c(N)ncc(C(=O)NCCN4CCOCC4)c3s2)cc1,517.677,2.6843,126.65,3,8,7,0.4398,35,35,4,6,0,,True
JAK2_7e3dee0498,CC(C)NC(=O)c1c[nH]c2ncc(Oc3ccc(C#N)cc3)nc12,321.34,2.7601,103.69,2,5,4,0.7687,24,24,3,6,0,,True
JAK2_6f4c447e44,CN(CC#N)C(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,428.496,3.3194,94.38,1,7,6,0.602,32,32,4,6,0,,True
JAK2_20c09468c6,CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)cc1,389.459,3.6822,79.38,2,6,5,0.693,29,29,4,6,0,,True
JAK2_48bad702c4,Br.CCCCn1c(=N)n(CC(=O)c2ccc(Br)s2)c2ccccc21,473.234,5.0072,50.78,1,3,6,0.5035,24,24,3,6,0,,True
JAK2_f8aebb0aa0,Nc1ncc(C(=O)Nc2ccccc2)c2sc(-c3ccc(N4CCOCC4)cc3)cc12,430.533,4.6344,80.48,2,6,4,0.4932,31,31,5,6,0,,True
JAK2_5b73b9e127,COc1cc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)ccc1C(=O)NCC#N,444.495,2.9858,112.4,2,8,7,0.5351,33,33,4,6,0,,True
JAK2_478a83525a,COc1ccc(Nc2ccc3c(c2)=NC2(CCCCC2)[N+]=3[O-])cc1,323.396,2.7213,59.69,1,4,3,0.6978,24,24,4,6,0,,True
JAK2_18328acc7d,CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(NC(=O)c4c(Cl)cccc4Cl)c3)n2)cc1,492.366,6.4047,96.01,3,5,6,0.2894,34,34,4,6,0,,True
JAK2_a6f302e8b7,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1.O=P(O)(O)O,658.48,4.4258,172.85,5,9,8,0.2161,43,43,4,6,0,,True
JAK2_05122e5146,Cc1cc(NC(=O)N2CC[C@@H](C)[C@@H](N(C)c3ncnc4[nH]ccc34)C2)sn1,385.497,3.1015,90.04,2,6,3,0.723,27,27,4,6,0,,True
JAK2_0a92dd77d6,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1,589.622,5.8038,102.49,3,7,7,0.2503,43,43,5,6,0,,True
JAK2_177b249eea,Cc1ccc(Cl)cc1-c1nn(C)cc1NC(=O)c1cnn2cccnc12,366.812,3.3439,77.11,1,4,3,0.6029,26,26,4,6,0,,True
JAK2_8693a4181d,CCN(CC)CCOc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,474.605,5.2108,68.74,1,7,6,0.4919,35,35,4,18,0,,True
JAK2_1717a410f4,CC(C)NC(=O)c1c[nH]c2ncc(Oc3ccccc3)nc12,296.33,2.8884,79.9,2,4,4,0.7755,22,22,3,6,0,,True
JAK2_55ac41bae4,CC(C)(C)NC(=O)c1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,308.385,3.3404,83.8,3,3,2,0.6786,23,23,3,6,0,,True
JAK2_a53c4d9c0f,COc1cc(Nc2nc3cccc(-c4ccccc4)c3o2)cc(OC)c1OC,376.412,5.2642,65.75,1,6,6,0.4948,28,28,4,6,0,,True
JAK2_3313baf2be,C[C@H](O)CN1CCC(c2ccc(Nc3ncc4ccc(-c5cccc(S(=O)(=O)NC(C)(C)C)c5)n4n3)cc2)CC1,562.74,4.7769,111.86,3,7,8,0.2835,40,40,5,6,0,,True
JAK2_55b934be09,Cc1cc(Nc2nc(O[C@@H](C)c3ncc(F)cc3F)c(F)c(N3CCOCC3)n2)n[nH]1,435.41,3.0406,101.08,2,8,6,0.6095,31,31,4,6,0,,True
JAK2_0a392ff493,OCCN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1,402.498,4.0202,70.51,2,6,2,0.6312,30,30,4,18,0,,True
JAK2_51ec31bf24,COc1ccccc1C(C[N+](=O)[O-])c1c(N)n(C)c(=O)n(C)c1=O,334.332,0.0834,122.39,1,6,5,0.6102,24,24,2,6,0,,True
JAK2_42140b447a,Cn1cc(NC(=O)c2cnn3cccnc23)c(-c2c(Cl)cccc2Cl)n1,387.23,3.6889,77.11,1,4,3,0.5818,26,26,4,6,0,,True
JAK2_1ca43c17b9,Cc1cc(Nc2nc(N3CCN(C(=O)c4ccccc4Cl)CC3)nn3cccc23)n[nH]1,436.907,3.1202,94.45,2,6,4,0.5101,31,31,5,6,0,,True
JAK2_6fe91bdb49,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1Nc1ccc(OCCCNc2ccnc(F)c2)cc1,471.492,4.0626,108.14,4,6,9,0.1666,35,35,5,6,0,,True
JAK2_961fff5a83,COC[C@H](C)Nc1cc(-c2ccoc2)nc(-n2cnc3ccncc32)n1.Cl,386.843,3.3391,90.89,1,7,6,0.543,27,27,4,6,0,,True
JAK2_c18ec7771e,C1=CCCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)OCC1,359.429,4.9948,56.27,1,5,0,0.5728,27,27,4,18,0,,True
JAK2_c7bfb6cce9,Cc1nc2ccncc2n1-c1nccc(N[C@@H](C)c2ccccc2)n1,330.395,3.692,68.52,1,5,4,0.6179,25,25,4,6,0,,True
JAK2_bf16d362a9,CCN1C/C(=C/c2ccc(OC)c(O)c2)C(=O)/C(=C/c2ccc(OC)c(O)c2)C1,395.455,3.4866,79.23,2,6,5,0.7549,29,29,3,6,0,,True
JAK2_0be5e5cb2a,CN1CCN(c2ccc(Nc3ncc4ccc(-c5cccc(S(=O)(=O)NC(C)(C)C)c5)n4n3)cc2F)CC1,537.665,4.1076,94.87,2,7,6,0.3823,38,38,5,6,0,,True
JAK2_c2fa5306ba,Nc1n[nH]c2ccc(-c3cc[nH]n3)cc12,199.217,1.5352,83.38,3,3,1,0.5554,15,15,3,6,0,,False
JAK2_cb5596e52c,CS(=O)(=O)c1ccc(Nc2nc3c(-c4ccc(S(C)(=O)=O)cc4)cccn3n2)cc1,442.522,2.9469,110.5,1,7,5,0.5058,30,30,4,6,0,,True
JAK2_5c694234ac,O=C(CCc1cn(Cc2ccc(Cl)cc2)c2ccccc12)Nc1ccncc1,389.886,5.3093,46.92,1,2,6,0.4854,28,28,4,6,0,,True
JAK2_e118ddf262,Cc1cc(Nc2nc(N[C@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,352.377,3.139,115.2,3,7,5,0.6458,26,26,3,6,0,,True
JAK2_5b5a4d4655,CCS(=O)(=O)c1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,301.371,2.6057,88.84,2,4,3,0.7779,21,21,3,6,0,,True
JAK2_eb0f359259,COc1cc(Nc2ncc(C)s2)nc(N[C@@H](C)c2ncc(F)cn2)n1,361.406,3.0959,97.74,2,9,6,0.6911,25,25,3,6,0,,True
JAK2_f97e77572b,O=c1[nH]c2cnc(-n3cnc4cc(C(F)(F)F)ccc43)nc2n1C1CCOCC1,404.352,2.8288,90.62,1,5,2,0.5549,29,29,5,6,0,,True
JAK2_0ea667a781,C[C@H](Nc1cc(-c2ccoc2)nc(-n2cnc3ccc(C#N)cc32)n1)c1ccccc1,406.449,5.1203,92.56,1,6,5,0.4354,31,31,5,6,0,,True
