"run_id","stage","started_at","finished_at","status","input_path","output_path","molecules_in","molecules_out","random_seed","notes"
"20260509_135604_m5_docking_parse_3bd37e0f","M5_docking_parse","2026-05-09T08:26:04Z","2026-05-09T08:26:04Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\docking_scores.csv","148","60","42","Parsed 60 Vina scores"
"20260509_140745_m5_vina_run_ca0d1a52","M5_vina_run","2026-05-09T08:37:45Z","2026-05-09T08:37:45Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","20","20","42","failed=0"
"20260509_140751_m5_docking_parse_5c801208","M5_docking_parse","2026-05-09T08:37:51Z","2026-05-09T08:37:51Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\docking_scores.csv","148","80","42","Parsed 80 Vina scores"
"20260509_141659_m5_vina_run_ed8c771a","M5_vina_run","2026-05-09T08:46:59Z","2026-05-09T08:46:59Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","20","20","42","failed=0"
"20260509_141740_m5_docking_parse_78501607","M5_docking_parse","2026-05-09T08:47:40Z","2026-05-09T08:47:40Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\docking_scores.csv","148","100","42","Parsed 100 Vina scores"
"20260509_141806_m7_ranking_bce8013d","M7_ranking","2026-05-09T08:48:06Z","2026-05-09T08:48:06Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\05_generated_candidates\merged\generated_merged_filtered.csv; C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\docking_scores.csv; C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\07_admet_synthesis\admet_scores.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\08_final_ranking\final_ranked_candidates.csv","6774","6774","42","Consensus ranking generated"
"20260509_143028_m5_vina_run_36760e54","M5_vina_run","2026-05-09T09:00:28Z","2026-05-09T09:00:28Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","20","20","42","failed=0"
"20260509_143955_m5_vina_run_ff9a9c9a","M5_vina_run","2026-05-09T09:09:55Z","2026-05-09T09:09:55Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","20","20","42","failed=0"
"20260509_144410_m5_vina_run_e133c862","M5_vina_run","2026-05-09T09:14:10Z","2026-05-09T09:14:10Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","8","8","42","failed=0"
"20260509_144419_m5_docking_summary_600af5a1","M5_docking_summary","2026-05-09T09:14:19Z","2026-05-09T09:14:19Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\docking_scores.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\docking_summary.json","148","100","42","Top score -7.472 for CAND_2b6e6df8b8"
"20260509_144420_m5_docking_parse_89030225","M5_docking_parse","2026-05-09T09:14:20Z","2026-05-09T09:14:20Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\docking_scores.csv","148","148","42","Parsed 148 Vina scores"
"20260509_144424_m5_docking_summary_09adcf92","M5_docking_summary","2026-05-09T09:14:24Z","2026-05-09T09:14:24Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\docking_scores.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\docking_summary.json","148","148","42","Top score -9.186 for CAND_baa376c0dd"
"20260509_144431_m7_ranking_a742c508","M7_ranking","2026-05-09T09:14:31Z","2026-05-09T09:14:31Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\05_generated_candidates\merged\generated_merged_filtered.csv; C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\docking_scores.csv; C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\07_admet_synthesis\admet_scores.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\08_final_ranking\final_ranked_candidates.csv","6774","6774","42","Consensus ranking generated"
"20260509_144503_m5_pose_sanity_63cc328b","M5_pose_sanity","2026-05-09T09:15:03Z","2026-05-09T09:15:03Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\08_final_ranking\final_ranked_candidates.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\pose_sanity_scores.csv","10","10","42","Rendered 10 pose images"
"20260509_144509_m7_ranking_ae1c1169","M7_ranking","2026-05-09T09:15:09Z","2026-05-09T09:15:09Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\05_generated_candidates\merged\generated_merged_filtered.csv; C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\docking_scores.csv; C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\07_admet_synthesis\admet_scores.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\08_final_ranking\final_ranked_candidates.csv","6774","6774","42","Consensus ranking generated"
"20260509_144523_m8_reporting_assets_2bf35392","M8_reporting_assets","2026-05-09T09:15:23Z","2026-05-09T09:15:23Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\08_final_ranking\final_ranked_candidates.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\candidate_cards","10","10","42","Markdown candidate cards generated; docking-pending status retained if no scores exist"
"20260509_144523_m8_report_draft_a9f41f99","M8_report_draft","2026-05-09T09:15:23Z","2026-05-09T09:15:23Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\08_final_ranking\final_ranked_candidates.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\EMD_V5_2_Hybrid_Final_Report_Draft.md","6774","5","42","Markdown report and TPP draft generated from verified artifacts"
"20260509_144524_m8_render_molecules_baf71145","M8_render_molecules","2026-05-09T09:15:24Z","2026-05-09T09:15:24Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\08_final_ranking\final_ranked_candidates.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\molecule_images","20","20","42","2D molecule PNGs rendered from ranked SMILES"
"20260509_144529_m0_validation_d6ad30de","M0_validation","2026-05-09T09:15:29Z","2026-05-09T09:15:29Z","completed","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\00_project_registry\validation_report.json","","","42","49 passed, 0 open/failed"
"20260509_144529_m8_final_audit_f86777e7","M8_final_audit","2026-05-09T09:15:29Z","2026-05-09T09:15:29Z","completed","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\final_audit_summary.json","6774","148","42","Final audit summary generated"
"20260509_144530_m8_consistency_audit_561b0089","M8_consistency_audit","2026-05-09T09:15:30Z","2026-05-09T09:15:30Z","pass","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\consistency_audit.json","6774","5","42","0 failures, 0 warnings"
"20260509_144546_m8_consistency_audit_8a9cb403","M8_consistency_audit","2026-05-09T09:15:46Z","2026-05-09T09:15:46Z","pass","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\consistency_audit.json","6774","5","42","0 failures, 0 warnings"
"20260509_153012_m3_colab_checkpoint_import_0d4c5cf3","M3_colab_checkpoint_import","2026-05-09T10:00:12Z","2026-05-09T10:00:12Z","completed","C:/Users/srira/Desktop/new_plan/EMD_V5_2_Hybrid_trained_artifacts.zip","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\04_models_checkpoints\se3_flow\se3_best_checkpoint.pt","1135","1135","42","Imported 50-epoch cuda SE3 checkpoint; best_val_loss=9.062095295299184"
"20260509_153024_m0_validation_7a9a0db4","M0_validation","2026-05-09T10:00:24Z","2026-05-09T10:00:24Z","completed","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\00_project_registry\validation_report.json","","","42","49 passed, 0 open/failed"
"20260509_153223_v5_3_fragment_dataset_2f3c09f7","V5_3_fragment_dataset","2026-05-09T10:02:23Z","2026-05-09T10:02:23Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\02_curated_data\jak2_curated_ligands.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\02_curated_data\v5_3_macrocycle_fragment_linker_pairs.csv; C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\03_features\v5_3_anchor_atom_training.csv","97","2714","42","anchor_atom_rows=87760; positive_anchor_rows=5428"
"20260509_153307_v5_3_anchor_training_651d8a6e","V5_3_anchor_training","2026-05-09T10:03:07Z","2026-05-09T10:03:07Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\03_features\v5_3_anchor_atom_training.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\04_models_checkpoints\v5_3_anchor\anchor_site_model.pt","97","87760","42","best_epoch=41; val_f1=0.203841; test_f1=0.199793"
"20260509_153403_v5_3_anchor_training_07319e66","V5_3_anchor_training","2026-05-09T10:04:03Z","2026-05-09T10:04:03Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\03_features\v5_3_anchor_atom_training.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\04_models_checkpoints\v5_3_anchor\anchor_site_model.pt","97","87760","42","best_epoch=35; val_f1=0.20868; test_f1=0.206532"
"20260509_153410_m0_validation_6402e245","M0_validation","2026-05-09T10:04:10Z","2026-05-09T10:04:10Z","completed","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\00_project_registry\validation_report.json","","","42","50 passed, 0 open/failed"
"20260509_153410_m8_final_audit_23bbcfca","M8_final_audit","2026-05-09T10:04:10Z","2026-05-09T10:04:10Z","completed","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\final_audit_summary.json","6774","148","42","Final audit summary generated"
"20260509_153410_m8_consistency_audit_2af04fe4","M8_consistency_audit","2026-05-09T10:04:10Z","2026-05-09T10:04:10Z","pass","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\consistency_audit.json","6774","5","42","0 failures, 0 warnings"
"20260509_153730_v5_3_linker_size_training_216fc5ec","V5_3_linker_size_training","2026-05-09T10:07:30Z","2026-05-09T10:07:30Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\02_curated_data\v5_3_macrocycle_fragment_linker_pairs.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\04_models_checkpoints\v5_3_linker_size\linker_size_model.pt","97","2714","42","best_epoch=150; val_within_one=0.479263; test_within_one=0.476868"
"20260509_153753_m0_validation_692f8d04","M0_validation","2026-05-09T10:07:53Z","2026-05-09T10:07:53Z","completed","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\00_project_registry\validation_report.json","","","42","51 passed, 0 open/failed"
"20260509_153753_m8_consistency_audit_d25749d2","M8_consistency_audit","2026-05-09T10:07:53Z","2026-05-09T10:07:53Z","pass","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\consistency_audit.json","6774","5","42","0 failures, 0 warnings"
"20260509_154512_m0_validation_24800da3","M0_validation","2026-05-09T10:15:12Z","2026-05-09T10:15:12Z","completed","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\00_project_registry\validation_report.json","","","42","54 passed, 0 open/failed"
"20260509_154512_m8_consistency_audit_2777b035","M8_consistency_audit","2026-05-09T10:15:12Z","2026-05-09T10:15:12Z","pass","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\consistency_audit.json","6774","5","42","0 failures, 0 warnings"
"20260509_105023_v5_3_macrocycle_pretrain_collection_9329e81c","V5_3_macrocycle_pretrain_collection","2026-05-09T10:50:23Z","2026-05-09T10:50:23Z","completed","ChEMBL molecule API","/content/EMD_V5_2_Hybrid/02_curated_data/v5_3_pretrain_macrocycles.csv","100000","1745","42","scan_limit=100000; max_macrocycles=5000"
"20260509_105447_v5_3_fragment_dataset_3a4795de","V5_3_fragment_dataset","2026-05-09T10:54:47Z","2026-05-09T10:54:47Z","completed","/content/EMD_V5_2_Hybrid/02_curated_data/v5_3_pretrain_macrocycles.csv","/content/EMD_V5_2_Hybrid/02_curated_data/v5_3_pretrain_fragment_linker_pairs.csv; /content/EMD_V5_2_Hybrid/03_features/v5_3_pretrain_anchor_atom_training.csv","1667","52266","42","anchor_atom_rows=2642513; positive_anchor_rows=104532"
"20260509_105456_v5_3_fragment_dataset_5240c008","V5_3_fragment_dataset","2026-05-09T10:54:56Z","2026-05-09T10:54:56Z","completed","/content/EMD_V5_2_Hybrid/02_curated_data/jak2_curated_ligands.csv","/content/EMD_V5_2_Hybrid/02_curated_data/v5_3_macrocycle_fragment_linker_pairs.csv; /content/EMD_V5_2_Hybrid/03_features/v5_3_anchor_atom_training.csv","97","2942","42","anchor_atom_rows=94247; positive_anchor_rows=5884"
"20260509_110136_v5_3_anchor_training_a4f8be91","V5_3_anchor_training","2026-05-09T11:01:36Z","2026-05-09T11:01:36Z","completed","/content/EMD_V5_2_Hybrid/03_features/v5_3_pretrain_anchor_atom_training.csv","/content/EMD_V5_2_Hybrid/04_models_checkpoints/v5_3_anchor_pretrain/anchor_site_model.pt","1667","2642513","42","best_epoch=117; val_f1=0.174199; test_f1=0.169687"
"20260509_110156_v5_3_anchor_training_09976456","V5_3_anchor_training","2026-05-09T11:01:56Z","2026-05-09T11:01:56Z","completed","/content/EMD_V5_2_Hybrid/03_features/v5_3_anchor_atom_training.csv","/content/EMD_V5_2_Hybrid/04_models_checkpoints/v5_3_anchor/anchor_site_model.pt","97","94247","42","best_epoch=369; val_f1=0.206939; test_f1=0.208901"
"20260509_110311_v5_3_linker_size_training_8a1aea39","V5_3_linker_size_training","2026-05-09T11:03:11Z","2026-05-09T11:03:11Z","completed","/content/EMD_V5_2_Hybrid/02_curated_data/v5_3_pretrain_fragment_linker_pairs.csv","/content/EMD_V5_2_Hybrid/04_models_checkpoints/v5_3_linker_size_pretrain/linker_size_model.pt","1667","52266","42","best_epoch=994; val_within_one=0.383391; test_within_one=0.40762"
"20260509_110318_v5_3_linker_size_training_c95589b0","V5_3_linker_size_training","2026-05-09T11:03:18Z","2026-05-09T11:03:18Z","completed","/content/EMD_V5_2_Hybrid/02_curated_data/v5_3_macrocycle_fragment_linker_pairs.csv","/content/EMD_V5_2_Hybrid/04_models_checkpoints/v5_3_linker_size/linker_size_model.pt","97","2942","42","best_epoch=491; val_within_one=0.618557; test_within_one=0.623794"
"20260511_171518_v5_3_model_guided_generation_2e8c75da","V5_3_model_guided_generation","2026-05-11T11:45:18Z","2026-05-11T11:45:18Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\02_curated_data\jak2_curated_ligands.csv; C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\04_models_checkpoints\v5_3_anchor\anchor_site_model.pt; C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\04_models_checkpoints\v5_3_linker_size\linker_size_model.pt","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\05_generated_candidates\model_guided_macrocycle\generated_v5_3_model_guided_macrocycles.csv","250","2804","42","model_guided_macrocycles=2804; merged_total=9494"
"20260511_171529_m0_validation_d4c1d9e3","M0_validation","2026-05-11T11:45:29Z","2026-05-11T11:45:29Z","completed","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\00_project_registry\validation_report.json","","","42","54 passed, 0 open/failed"
"20260511_171609_v5_3_model_guided_generation_1a36331e","V5_3_model_guided_generation","2026-05-11T11:46:09Z","2026-05-11T11:46:09Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\02_curated_data\jak2_curated_ligands.csv; C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\04_models_checkpoints\v5_3_anchor\anchor_site_model.pt; C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\04_models_checkpoints\v5_3_linker_size\linker_size_model.pt","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\05_generated_candidates\model_guided_macrocycle\generated_v5_3_model_guided_macrocycles.csv","250","114","42","model_guided_macrocycles=114; merged_total=6888"
"20260511_171710_m0_validation_8dc322be","M0_validation","2026-05-11T11:47:10Z","2026-05-11T11:47:10Z","completed","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\00_project_registry\validation_report.json","","","42","54 passed, 0 open/failed"
"20260512_120927_v5_3_docking_prep_437c9d54","V5_3_docking_prep","2026-05-12T06:39:27Z","2026-05-12T06:39:27Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\05_generated_candidates\model_guided_macrocycle\generated_v5_3_model_guided_macrocycles.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_3_model_guided\ligands_sdf\candidates_for_docking.sdf","114","114","42","Grid from QUP:A:2000:; 0 ligand embedding failures"
"20260512_121328_v5_3_pdbqt_prep_a4cc08e4","V5_3_pdbqt_prep","2026-05-12T06:43:28Z","2026-05-12T06:43:28Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_3_model_guided\ligands_sdf","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_3_model_guided\scores\pdbqt_preparation_summary.json","","","42","ligands_prepared=114, skipped=0, failed=0"
"20260512_121337_v5_3_docking_manifest_2bd8191a","V5_3_docking_manifest","2026-05-12T06:43:37Z","2026-05-12T06:43:37Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_3_model_guided\ligands_pdbqt","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_3_model_guided\scores\vina_command_manifest.csv","114","114","42","Run commands manually or through a controlled notebook loop"
"20260512_133516_v5_3_fast_docking_manifest_43001d58","V5_3_fast_docking_manifest","2026-05-12T08:05:16Z","2026-05-12T08:05:16Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_3_model_guided\ligands_pdbqt","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_3_model_guided_fast\scores\vina_command_manifest.csv","114","114","42","Run commands manually or through a controlled notebook loop"
"20260512_133527_v5_3_docking_parse_partial_full_exh16_af063088","V5_3_docking_parse_partial_full_exh16","2026-05-12T08:05:27Z","2026-05-12T08:05:27Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_3_model_guided\scores\vina_command_manifest.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_3_model_guided\scores\docking_scores_partial_full_exh16.csv","114","15","42","Parsed 15 Vina scores"
"20260512_133531_v5_3_model_guided_admet_synthesis_4f68cb9c","V5_3_model_guided_admet_synthesis","2026-05-12T08:05:31Z","2026-05-12T08:05:31Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\05_generated_candidates\model_guided_macrocycle\generated_v5_3_model_guided_macrocycles.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\07_admet_synthesis\v5_3_model_guided_admet_scores.csv","114","114","42","Descriptor proxy scoring; not biological safety proof"
"20260512_151226_v5_3_model_guided_fast_docking_parse_4d9f8a55","V5_3_model_guided_fast_docking_parse","2026-05-12T09:42:26Z","2026-05-12T09:42:26Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_3_model_guided_fast\scores\vina_command_manifest.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_3_model_guided_fast\scores\docking_scores.csv","114","53","42","Parsed 53 Vina scores"
"20260512_151226_v5_3_model_guided_docking_parse_7ca091ef","V5_3_model_guided_docking_parse","2026-05-12T09:42:26Z","2026-05-12T09:42:26Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_3_model_guided\scores\vina_command_manifest.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_3_model_guided\scores\docking_scores_partial_full_exh16.csv","114","64","42","Parsed 64 Vina scores"
"20260512_151253_v5_3_model_guided_ranking_e66c1e22","V5_3_model_guided_ranking","2026-05-12T09:42:53Z","2026-05-12T09:42:53Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\05_generated_candidates\model_guided_macrocycle\generated_v5_3_model_guided_macrocycles.csv; C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_3_model_guided\scores\docking_scores_partial_full_exh16.csv; C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\07_admet_synthesis\v5_3_model_guided_admet_scores.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\08_final_ranking\v5_3_model_guided_ranked_candidates.csv","114","114","42","Consensus ranking generated"
"20260512_151254_v5_3_model_guided_admet_synthesis_80bcd76d","V5_3_model_guided_admet_synthesis","2026-05-12T09:42:54Z","2026-05-12T09:42:54Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\05_generated_candidates\model_guided_macrocycle\generated_v5_3_model_guided_macrocycles.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\07_admet_synthesis\v5_3_model_guided_admet_scores.csv","114","114","42","Descriptor proxy scoring; not biological safety proof"
"20260512_151325_v5_3_model_guided_pose_sanity_bc022e89","V5_3_model_guided_pose_sanity","2026-05-12T09:43:25Z","2026-05-12T09:43:25Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\08_final_ranking\v5_3_model_guided_ranked_candidates.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_3_model_guided\scores\pose_sanity_scores.csv","10","10","42","Rendered 0 pose images"
"20260512_151341_v5_3_model_guided_ranking_with_pose_b91a2cab","V5_3_model_guided_ranking_with_pose","2026-05-12T09:43:41Z","2026-05-12T09:43:41Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\05_generated_candidates\model_guided_macrocycle\generated_v5_3_model_guided_macrocycles.csv; C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_3_model_guided\scores\docking_scores_partial_full_exh16.csv; C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\07_admet_synthesis\v5_3_model_guided_admet_scores.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\08_final_ranking\v5_3_model_guided_ranked_candidates.csv","114","114","42","Consensus ranking generated"
"20260512_151350_v5_3_benchmark_c6a40664","V5_3_benchmark","2026-05-12T09:43:50Z","2026-05-12T09:43:50Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\05_generated_candidates\selfies\generated_selfies_filtered.csv; C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\05_generated_candidates\rdkit\generated_rdkit_filtered.csv; C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\05_generated_candidates\macrocycle_linker\generated_macrocycle_linker_filtered.csv; C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\05_generated_candidates\model_guided_macrocycle\generated_v5_3_model_guided_macrocycles.csv; C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\05_generated_candidates\merged\generated_merged_with_v5_3_model_guided.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\v5_3_benchmark\EMD_V5_3_Benchmark_Report.md","13777","5","42","MED-style benchmark report; filtered survivor metrics are marked separately from paper-equivalent raw metrics."
"20260512_151423_m0_validation_b87b052a","M0_validation","2026-05-12T09:44:23Z","2026-05-12T09:44:23Z","completed","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\00_project_registry\validation_report.json","","","42","54 passed, 0 open/failed"
"20260512_151626_m0_validation_40fc2b8c","M0_validation","2026-05-12T09:46:26Z","2026-05-12T09:46:26Z","completed","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\00_project_registry\validation_report.json","","","42","54 passed, 0 open/failed"
"20260512_152615_m0_validation_8851de6b","M0_validation","2026-05-12T09:56:15Z","2026-05-12T09:56:15Z","completed","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\00_project_registry\validation_report.json","","","42","54 passed, 0 open/failed"
"20260513_210101_v5_3_model_guided_local_manifest_36fe5b30","V5_3_model_guided_local_manifest","2026-05-13T15:31:01Z","2026-05-13T15:31:01Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_3_model_guided\ligands_pdbqt","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_3_model_guided\scores\vina_command_manifest.csv","114","114","42","Run commands manually or through a controlled notebook loop"
"20260513_210701_v5_3_model_guided_local_vina_run_c74f25f6","V5_3_model_guided_local_vina_run","2026-05-13T15:37:01Z","2026-05-13T15:37:01Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_3_model_guided\scores\vina_command_manifest.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_3_model_guided\scores\vina_command_manifest.csv","5","5","42","failed=0"
"20260513_212648_v5_3_model_guided_local_vina_run_ecfee5c8","V5_3_model_guided_local_vina_run","2026-05-13T15:56:48Z","2026-05-13T15:56:48Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_3_model_guided\scores\vina_command_manifest.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_3_model_guided\scores\vina_command_manifest.csv","10","10","42","failed=0"
"20260513_214026_v5_3_model_guided_local_vina_run_ea21d03d","V5_3_model_guided_local_vina_run","2026-05-13T16:10:26Z","2026-05-13T16:10:26Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_3_model_guided\scores\vina_command_manifest.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_3_model_guided\scores\vina_command_manifest.csv","10","10","42","failed=0"
