"run_id","stage","started_at","finished_at","status","input_path","output_path","molecules_in","molecules_out","random_seed","notes"
"20260508_231521_m5_vina_run_3dfc8269","M5_vina_run","2026-05-08T17:45:21Z","2026-05-08T17:45:21Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","10","10","42","failed=0"
"20260508_231526_m5_docking_parse_74a78e0a","M5_docking_parse","2026-05-08T17:45:26Z","2026-05-08T17:45:26Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\docking_scores.csv","146","33","42","Parsed 33 Vina scores"
"20260508_231725_m5_vina_run_1bffd247","M5_vina_run","2026-05-08T17:47:25Z","2026-05-08T17:47:25Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","10","10","42","failed=0"
"20260508_231731_m5_docking_parse_794fd86e","M5_docking_parse","2026-05-08T17:47:31Z","2026-05-08T17:47:31Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\docking_scores.csv","146","43","42","Parsed 43 Vina scores"
"20260508_231940_m5_vina_run_8504c885","M5_vina_run","2026-05-08T17:49:40Z","2026-05-08T17:49:40Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","10","10","42","failed=0"
"20260508_231947_m5_docking_parse_f575f65b","M5_docking_parse","2026-05-08T17:49:47Z","2026-05-08T17:49:47Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\docking_scores.csv","146","53","42","Parsed 53 Vina scores"
"20260508_231955_m0_validation_c7f73943","M0_validation","2026-05-08T17:49:55Z","2026-05-08T17:49:55Z","completed","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\00_project_registry\validation_report.json","","","42","48 passed, 0 open/failed"
"20260508_231955_m7_ranking_951c3fa6","M7_ranking","2026-05-08T17:49:55Z","2026-05-08T17:49:55Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\05_generated_candidates\merged\generated_merged_filtered.csv; C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\docking_scores.csv; C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\07_admet_synthesis\admet_scores.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\08_final_ranking\final_ranked_candidates.csv","595","595","42","Consensus ranking generated"
"20260508_232049_m5_docking_summary_d3334600","M5_docking_summary","2026-05-08T17:50:49Z","2026-05-08T17:50:49Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\docking_scores.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\docking_summary.json","146","53","42","Top score -11.13 for CAND_3a8fd34d0b"
"20260508_232049_m8_reporting_assets_122d7362","M8_reporting_assets","2026-05-08T17:50:49Z","2026-05-08T17:50:49Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\08_final_ranking\final_ranked_candidates.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\candidate_cards","10","10","42","Markdown candidate cards generated; docking-pending status retained if no scores exist"
"20260508_232058_m0_validation_cc1d505f","M0_validation","2026-05-08T17:50:58Z","2026-05-08T17:50:58Z","completed","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\00_project_registry\validation_report.json","","","42","48 passed, 0 open/failed"
"20260508_232740_m5_vina_run_3960e1fd","M5_vina_run","2026-05-08T17:57:40Z","2026-05-08T17:57:40Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","25","25","42","failed=0"
"20260508_232749_m5_docking_parse_004cec36","M5_docking_parse","2026-05-08T17:57:49Z","2026-05-08T17:57:49Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\docking_scores.csv","146","78","42","Parsed 78 Vina scores"
"20260508_233221_m5_vina_run_710536c5","M5_vina_run","2026-05-08T18:02:21Z","2026-05-08T18:02:21Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","25","25","42","failed=0"
"20260508_233228_m5_docking_parse_3d0e9b21","M5_docking_parse","2026-05-08T18:02:28Z","2026-05-08T18:02:28Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\docking_scores.csv","146","103","42","Parsed 103 Vina scores"
"20260508_233916_m5_vina_run_2b44a69b","M5_vina_run","2026-05-08T18:09:16Z","2026-05-08T18:09:16Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","43","43","42","failed=0"
"20260508_233924_m5_docking_parse_7765701d","M5_docking_parse","2026-05-08T18:09:24Z","2026-05-08T18:09:24Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\docking_scores.csv","146","146","42","Parsed 146 Vina scores"
"20260508_233931_m8_reporting_assets_d612f09e","M8_reporting_assets","2026-05-08T18:09:31Z","2026-05-08T18:09:31Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\08_final_ranking\final_ranked_candidates.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\candidate_cards","10","10","42","Markdown candidate cards generated; docking-pending status retained if no scores exist"
"20260508_233931_m5_docking_summary_ba99996c","M5_docking_summary","2026-05-08T18:09:31Z","2026-05-08T18:09:31Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\docking_scores.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\docking_summary.json","146","146","42","Top score -11.13 for CAND_3a8fd34d0b"
"20260508_233931_m7_ranking_6c59d4d5","M7_ranking","2026-05-08T18:09:31Z","2026-05-08T18:09:31Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\05_generated_candidates\merged\generated_merged_filtered.csv; C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\docking_scores.csv; C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\07_admet_synthesis\admet_scores.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\08_final_ranking\final_ranked_candidates.csv","595","595","42","Consensus ranking generated"
"20260508_234026_m8_render_molecules_bf3329af","M8_render_molecules","2026-05-08T18:10:26Z","2026-05-08T18:10:26Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\08_final_ranking\final_ranked_candidates.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\molecule_images","20","20","42","2D molecule PNGs rendered from ranked SMILES"
"20260508_234033_m0_validation_5fb82a04","M0_validation","2026-05-08T18:10:33Z","2026-05-08T18:10:33Z","completed","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\00_project_registry\validation_report.json","","","42","48 passed, 0 open/failed"
"20260508_234048_m0_validation_5646a74d","M0_validation","2026-05-08T18:10:48Z","2026-05-08T18:10:48Z","completed","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\00_project_registry\validation_report.json","","","42","48 passed, 0 open/failed"
"20260508_234052_m8_final_audit_ffb1d143","M8_final_audit","2026-05-08T18:10:52Z","2026-05-08T18:10:52Z","completed","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\final_audit_summary.json","595","146","42","Final audit summary generated"
"20260508_234253_m8_report_draft_468d587c","M8_report_draft","2026-05-08T18:12:53Z","2026-05-08T18:12:53Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\08_final_ranking\final_ranked_candidates.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\EMD_V5_2_Hybrid_Final_Report_Draft.md","595","5","42","Markdown report and TPP draft generated from verified artifacts"
"20260508_234305_m0_validation_b33cfe6c","M0_validation","2026-05-08T18:13:05Z","2026-05-08T18:13:05Z","completed","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\00_project_registry\validation_report.json","","","42","48 passed, 0 open/failed"
"20260508_234305_m8_final_audit_6f9e2125","M8_final_audit","2026-05-08T18:13:05Z","2026-05-08T18:13:05Z","completed","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\final_audit_summary.json","595","146","42","Final audit summary generated"
"20260508_234331_m8_report_draft_01f1509a","M8_report_draft","2026-05-08T18:13:31Z","2026-05-08T18:13:31Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\08_final_ranking\final_ranked_candidates.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\EMD_V5_2_Hybrid_Final_Report_Draft.md","595","5","42","Markdown report and TPP draft generated from verified artifacts"
"20260508_234331_m8_final_audit_0d4cc4ee","M8_final_audit","2026-05-08T18:13:31Z","2026-05-08T18:13:31Z","completed","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\final_audit_summary.json","595","146","42","Final audit summary generated"
"20260508_234340_m0_validation_3d20a100","M0_validation","2026-05-08T18:13:40Z","2026-05-08T18:13:40Z","completed","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\00_project_registry\validation_report.json","","","42","48 passed, 0 open/failed"
"20260508_235000_m5_docking_prep_3e236a19","M5_docking_prep","2026-05-08T18:20:00Z","2026-05-08T18:20:00Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\08_final_ranking\final_ranked_candidates.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\candidates_for_docking.sdf","150","147","42","Grid from QUP:A:2000:; 3 ligand embedding failures"
"20260508_235344_m5_pdbqt_prep_b2f26c78","M5_pdbqt_prep","2026-05-08T18:23:44Z","2026-05-08T18:23:44Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\pdbqt_preparation_summary.json","","","42","receptor=prepared; ligands_prepared=147, skipped=0, failed=0"
"20260508_235348_m5_docking_manifest_0cdec7ff","M5_docking_manifest","2026-05-08T18:23:48Z","2026-05-08T18:23:48Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_pdbqt","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","147","147","42","Run commands manually or through a controlled notebook loop"
"20260509_000115_m5_vina_run_4af9145d","M5_vina_run","2026-05-08T18:31:15Z","2026-05-08T18:31:15Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","40","40","42","failed=0"
"20260509_000123_m5_docking_parse_88fbbb78","M5_docking_parse","2026-05-08T18:31:23Z","2026-05-08T18:31:23Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\docking_scores.csv","147","147","42","Parsed 147 Vina scores"
"20260509_000133_m5_docking_summary_42e9fd65","M5_docking_summary","2026-05-08T18:31:33Z","2026-05-08T18:31:33Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\docking_scores.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\docking_summary.json","147","147","42","Top score -11.13 for CAND_3a8fd34d0b"
"20260509_000133_m8_reporting_assets_2e9c8aa9","M8_reporting_assets","2026-05-08T18:31:33Z","2026-05-08T18:31:33Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\08_final_ranking\final_ranked_candidates.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\candidate_cards","10","10","42","Markdown candidate cards generated; docking-pending status retained if no scores exist"
"20260509_000133_m7_ranking_abfbb978","M7_ranking","2026-05-08T18:31:33Z","2026-05-08T18:31:33Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\05_generated_candidates\merged\generated_merged_filtered.csv; C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\docking_scores.csv; C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\07_admet_synthesis\admet_scores.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\08_final_ranking\final_ranked_candidates.csv","595","595","42","Consensus ranking generated"
"20260509_000134_m8_render_molecules_2002169a","M8_render_molecules","2026-05-08T18:31:34Z","2026-05-08T18:31:34Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\08_final_ranking\final_ranked_candidates.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\molecule_images","20","20","42","2D molecule PNGs rendered from ranked SMILES"
"20260509_000140_m0_validation_00d6cfab","M0_validation","2026-05-08T18:31:40Z","2026-05-08T18:31:40Z","completed","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\00_project_registry\validation_report.json","","","42","48 passed, 0 open/failed"
"20260509_000140_m8_final_audit_2ccae50f","M8_final_audit","2026-05-08T18:31:40Z","2026-05-08T18:31:40Z","completed","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\final_audit_summary.json","595","147","42","Final audit summary generated"
"20260509_000140_m8_report_draft_e12c0d6a","M8_report_draft","2026-05-08T18:31:40Z","2026-05-08T18:31:40Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\08_final_ranking\final_ranked_candidates.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\EMD_V5_2_Hybrid_Final_Report_Draft.md","595","5","42","Markdown report and TPP draft generated from verified artifacts"
"20260509_000215_m0_validation_3515caa8","M0_validation","2026-05-08T18:32:15Z","2026-05-08T18:32:15Z","completed","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\00_project_registry\validation_report.json","","","42","48 passed, 0 open/failed"
"20260509_000215_m8_final_audit_0fd32738","M8_final_audit","2026-05-08T18:32:15Z","2026-05-08T18:32:15Z","completed","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\final_audit_summary.json","595","147","42","Final audit summary generated"
"20260509_000442_m5_pose_sanity_c6d28800","M5_pose_sanity","2026-05-08T18:34:42Z","2026-05-08T18:34:42Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\08_final_ranking\final_ranked_candidates.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\pose_sanity_scores.csv","10","10","42","Rendered 10 pose images"
"20260509_000449_m7_ranking_406ccb83","M7_ranking","2026-05-08T18:34:49Z","2026-05-08T18:34:49Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\05_generated_candidates\merged\generated_merged_filtered.csv; C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\docking_scores.csv; C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\07_admet_synthesis\admet_scores.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\08_final_ranking\final_ranked_candidates.csv","595","595","42","Consensus ranking generated"
"20260509_000458_m5_docking_summary_ae0aa502","M5_docking_summary","2026-05-08T18:34:58Z","2026-05-08T18:34:58Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\docking_scores.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\docking_summary.json","147","147","42","Top score -11.13 for CAND_3a8fd34d0b"
"20260509_000458_m8_reporting_assets_b2deb5f2","M8_reporting_assets","2026-05-08T18:34:58Z","2026-05-08T18:34:58Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\08_final_ranking\final_ranked_candidates.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\candidate_cards","10","10","42","Markdown candidate cards generated; docking-pending status retained if no scores exist"
"20260509_000458_m0_validation_32515aab","M0_validation","2026-05-08T18:34:58Z","2026-05-08T18:34:58Z","completed","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\00_project_registry\validation_report.json","","","42","48 passed, 0 open/failed"
"20260509_000459_m8_render_molecules_9b565056","M8_render_molecules","2026-05-08T18:34:59Z","2026-05-08T18:34:59Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\08_final_ranking\final_ranked_candidates.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\molecule_images","20","20","42","2D molecule PNGs rendered from ranked SMILES"
"20260509_000505_m8_report_draft_8576084d","M8_report_draft","2026-05-08T18:35:05Z","2026-05-08T18:35:05Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\08_final_ranking\final_ranked_candidates.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\EMD_V5_2_Hybrid_Final_Report_Draft.md","595","5","42","Markdown report and TPP draft generated from verified artifacts"
"20260509_000505_m8_final_audit_291153ff","M8_final_audit","2026-05-08T18:35:05Z","2026-05-08T18:35:05Z","completed","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\final_audit_summary.json","595","147","42","Final audit summary generated"
"20260509_000726_m8_consistency_audit_c99e153c","M8_consistency_audit","2026-05-08T18:37:26Z","2026-05-08T18:37:26Z","pass","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\consistency_audit.json","595","5","42","0 failures, 0 warnings"
"20260509_000733_m0_validation_41126534","M0_validation","2026-05-08T18:37:33Z","2026-05-08T18:37:33Z","completed","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\00_project_registry\validation_report.json","","","42","48 passed, 0 open/failed"
"20260509_000756_m8_final_audit_2852c79c","M8_final_audit","2026-05-08T18:37:56Z","2026-05-08T18:37:56Z","completed","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\final_audit_summary.json","595","147","42","Final audit summary generated"
"20260509_000756_m8_consistency_audit_d48486a9","M8_consistency_audit","2026-05-08T18:37:56Z","2026-05-08T18:37:56Z","pass","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\consistency_audit.json","595","5","42","0 failures, 0 warnings"
"20260509_000802_m8_reporting_assets_52514e11","M8_reporting_assets","2026-05-08T18:38:02Z","2026-05-08T18:38:02Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\08_final_ranking\final_ranked_candidates.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\candidate_cards","10","10","42","Markdown candidate cards generated; docking-pending status retained if no scores exist"
"20260509_000810_m0_validation_53154d21","M0_validation","2026-05-08T18:38:10Z","2026-05-08T18:38:10Z","completed","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\00_project_registry\validation_report.json","","","42","48 passed, 0 open/failed"
"20260509_000811_m8_consistency_audit_a3bc4df2","M8_consistency_audit","2026-05-08T18:38:11Z","2026-05-08T18:38:11Z","pass","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\consistency_audit.json","595","5","42","0 failures, 0 warnings"
"20260509_000848_m0_validation_8efed41e","M0_validation","2026-05-08T18:38:48Z","2026-05-08T18:38:48Z","completed","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\00_project_registry\validation_report.json","","","42","48 passed, 0 open/failed"
"20260509_000848_m8_final_audit_1f4f148f","M8_final_audit","2026-05-08T18:38:48Z","2026-05-08T18:38:48Z","completed","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\final_audit_summary.json","595","147","42","Final audit summary generated"
"20260509_000848_m8_consistency_audit_2ab8a925","M8_consistency_audit","2026-05-08T18:38:48Z","2026-05-08T18:38:48Z","pass","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\consistency_audit.json","595","5","42","0 failures, 0 warnings"
"20260509_003216_m8_consistency_audit_e4cb919c","M8_consistency_audit","2026-05-08T19:02:16Z","2026-05-08T19:02:16Z","pass","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\consistency_audit.json","595","5","42","0 failures, 0 warnings"
"20260509_003224_m0_validation_55afb93b","M0_validation","2026-05-08T19:02:24Z","2026-05-08T19:02:24Z","completed","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\00_project_registry\validation_report.json","","","42","48 passed, 0 open/failed"
"20260509_004018_m0_validation_051c2ddf","M0_validation","2026-05-08T19:10:18Z","2026-05-08T19:10:18Z","completed","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\00_project_registry\validation_report.json","","","42","48 passed, 0 open/failed"
"20260509_004025_m8_consistency_audit_9b8c2543","M8_consistency_audit","2026-05-08T19:10:25Z","2026-05-08T19:10:25Z","pass","","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\consistency_audit.json","595","5","42","0 failures, 0 warnings"
"20260509_130221_m1_data_collection_c38276e5","M1_data_collection","2026-05-09T07:32:21Z","2026-05-09T07:32:21Z","completed","ChEMBL API; RCSB PDB","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\02_curated_data\jak2_curated_ligands.csv","1500","1135","42","Main collection"
"20260509_130606_m2_features_704d21c3","M2_features","2026-05-09T07:36:06Z","2026-05-09T07:36:06Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\02_curated_data\jak2_curated_ligands.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\03_features\ligand_features.csv","","","42","Main feature build"
"20260509_130625_m3_se3_debug_8c8da2cc","M3_se3_debug","2026-05-09T07:36:25Z","2026-05-09T07:36:25Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\03_features\ligand_graphs\se3_graphs.pt","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\04_models_checkpoints\se3_flow\se3_latest_checkpoint.pt","1135","1135","42","Debug loss 19.953413"
"20260509_130729_m4_generation_430a0bcb","M4_generation","2026-05-09T07:37:29Z","2026-05-09T07:37:29Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\02_curated_data\jak2_curated_ligands.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\05_generated_candidates\merged\generated_merged_filtered.csv","250","6774","42","SELFIES 2933, RDKit 1250, macrocycle_linker 3000"
"20260509_130946_m6_admet_synthesis_267bc8cb","M6_admet_synthesis","2026-05-09T07:39:46Z","2026-05-09T07:39:46Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\05_generated_candidates\merged\generated_merged_filtered.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\07_admet_synthesis\admet_scores.csv","6774","6774","42","Descriptor proxy scoring; not biological safety proof"
"20260509_130952_m7_ranking_fea6d257","M7_ranking","2026-05-09T07:39:52Z","2026-05-09T07:39:52Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\05_generated_candidates\merged\generated_merged_filtered.csv; C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\docking_scores.csv; C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\07_admet_synthesis\admet_scores.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\08_final_ranking\final_ranked_candidates.csv","6774","6774","42","Consensus ranking generated"
"20260509_131315_m5_docking_prep_6fc69549","M5_docking_prep","2026-05-09T07:43:15Z","2026-05-09T07:43:15Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\08_final_ranking\final_ranked_candidates.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf\candidates_for_docking.sdf","150","148","42","Grid from QUP:A:2000:; 2 ligand embedding failures"
"20260509_131829_m5_pdbqt_prep_7521c283","M5_pdbqt_prep","2026-05-09T07:48:29Z","2026-05-09T07:48:29Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\pdbqt_preparation_summary.json","","","42","receptor=prepared; ligands_prepared=148, skipped=0, failed=0"
"20260509_131840_m5_pdbqt_prep_2851238a","M5_pdbqt_prep","2026-05-09T07:48:40Z","2026-05-09T07:48:40Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_sdf","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\pdbqt_preparation_summary.json","","","42","receptor=prepared; ligands_prepared=0, skipped=148, failed=0"
"20260509_131844_m5_docking_manifest_682398a4","M5_docking_manifest","2026-05-09T07:48:44Z","2026-05-09T07:48:44Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\ligands_pdbqt","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","148","148","42","Run commands manually or through a controlled notebook loop"
"20260509_134101_m5_vina_run_5bb8f41b","M5_vina_run","2026-05-09T08:11:01Z","2026-05-09T08:11:01Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","40","40","42","failed=0"
"20260509_135555_m5_vina_run_a2902645","M5_vina_run","2026-05-09T08:25:55Z","2026-05-09T08:25:55Z","completed","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\scores\vina_command_manifest.csv","20","20","42","failed=0"
