"artifact_id","stage","path","artifact_type","owner","created_at","status","notes"
art_159b20519f,V5_3_benchmark,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\v5_3_benchmark\emd_v5_3_benchmark_summary.json,v5_3_benchmark_summary,Student 1,2026-05-15T16:58:58Z,created,
art_7f05e68bbf,V5_3_benchmark,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\v5_3_benchmark\EMD_V5_3_Benchmark_Report.md,v5_3_benchmark_report,Student 1,2026-05-15T16:58:58Z,created,
art_8af2dc31dd,V5_5_local_cpu_docking_prep,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\receptor\docking_grid_5AEP_QUP.json,docking_grid_json,Student 5,2026-05-16T03:39:06Z,created,
art_cf56700a31,V5_5_local_cpu_docking_prep,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\candidates_for_docking.sdf,candidate_ligands_sdf,Student 5,2026-05-16T03:39:06Z,created,
art_244a168ddc,V5_5_local_cpu_docking_prep,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\docking_input_manifest.csv,docking_input_manifest,Student 5,2026-05-16T03:39:06Z,created,
art_59ec08ba1f,V5_5_local_cpu_pdbqt_prep,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\receptor\mk_prepare_receptor.log,receptor_prep_log,Student 5,2026-05-16T03:39:26Z,created,
art_384cd67d4d,V5_5_local_cpu_pdbqt_prep,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\receptor\jak2_prepared.pdbqt,receptor_pdbqt,Student 5,2026-05-16T03:39:26Z,created,
art_3b84164e1f,V5_5_local_cpu_pdbqt_prep,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_pdbqt\ligand_pdbqt_manifest.csv,ligand_pdbqt_manifest,Student 5,2026-05-16T03:44:42Z,created,
art_426ab70fb2,V5_5_local_cpu_pdbqt_prep,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\scores\pdbqt_preparation_summary.json,pdbqt_prep_summary,Student 5,2026-05-16T03:44:42Z,created,
art_bc55c247ec,V5_5_local_cpu_vina_gpu_ligand_sanitize,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_pdbqt_vina_gpu_clean,vina_gpu_clean_ligands,Student 5,2026-05-16T03:44:55Z,created,
art_e6598a2cb9,V5_5_local_cpu_vina_gpu_ligand_sanitize,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\scores\vina_gpu_ligand_sanitization_summary.csv,vina_gpu_ligand_sanitization_summary,Student 5,2026-05-16T03:44:55Z,created,
art_fad81535c3,V5_5_local_cpu_admet,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\07_admet_synthesis\v5_5_pocket_guided_admet_scores.csv,admet_scores,Student 5,2026-05-16T03:45:15Z,created,
art_7d5b564c92,V5_5_local_cpu_admet,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\07_admet_synthesis\v5_5_pocket_guided_filter_flags.csv,filter_flags,Student 5,2026-05-16T03:45:15Z,created,
art_394b863c23,V5_5_local_cpu_admet,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\07_admet_synthesis\v5_5_pocket_guided_safety_proxy_notes.csv,safety_proxy_notes,Student 5,2026-05-16T03:45:15Z,created,
art_d61c320243,V5_5_vina_gpu_parse,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\scores\docking_scores_full_vina_gpu_2_1.csv,v5_5_vina_gpu_docking_scores,Student 5,2026-05-16T07:00:17Z,created,
art_9230d2bab7,V5_5_vina_gpu_parse,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\scores\v5_5_vina_gpu_parse_summary.json,v5_5_vina_gpu_parse_summary,Student 5,2026-05-16T07:00:17Z,created,
art_b6270242e9,V5_5_vina_gpu_admet,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\07_admet_synthesis\v5_5_pocket_guided_admet_scores.csv,admet_scores,Student 5,2026-05-16T07:00:39Z,created,
art_e86eb58927,V5_5_vina_gpu_admet,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\07_admet_synthesis\v5_5_pocket_guided_filter_flags.csv,filter_flags,Student 5,2026-05-16T07:00:39Z,created,
art_a6e1282704,V5_5_vina_gpu_admet,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\07_admet_synthesis\v5_5_pocket_guided_safety_proxy_notes.csv,safety_proxy_notes,Student 5,2026-05-16T07:00:39Z,created,
art_a482603be0,V5_5_vina_gpu_ranking,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\08_final_ranking\v5_5_pocket_guided_ranked_candidates.csv,final_ranked_candidates,Student 1,2026-05-16T07:00:48Z,created,
art_73432c690e,V5_5_vina_gpu_pose_sanity,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\scores\pose_sanity_scores.csv,pose_sanity_scores,Student 5,2026-05-16T07:01:10Z,created,
art_bff078da2c,V5_5_vina_gpu_ranking_with_pose,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\08_final_ranking\v5_5_pocket_guided_ranked_candidates.csv,final_ranked_candidates,Student 1,2026-05-16T07:01:21Z,created,
art_b2063d0009,V5_5_pocket_electronic_fit_top200,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\scores\pocket_electronic_fit_scores.csv,pocket_electronic_fit_scores,Student 5,2026-05-16T07:08:41Z,created,
art_13369bd4a0,V5_5_pocket_electronic_fit_top200,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\08_final_ranking\v5_5_pocket_guided_pocket_electronic_ranked_candidates.csv,pocket_electronic_guided_ranking,Student 5,2026-05-16T07:08:41Z,created,
art_b8c1c5e9d6,V5_5_pocket_electronic_fit_top200,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\scores\jak2_pocket_electronic_profile.json,jak2_pocket_electronic_profile,Student 5,2026-05-16T07:08:41Z,created,
art_84c22a0316,V5_5_pocket_electronic_fit_top200,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\00_project_registry\progress_v5_4_pocket_electronic_fit.json,pocket_electronic_fit_progress,Student 5,2026-05-16T07:08:41Z,created,
art_d196c8a71e,V5_3_benchmark,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\v5_3_benchmark\emd_candidate_benchmark_metrics.csv,v5_3_candidate_benchmark_metrics,Student 1,2026-05-16T07:08:51Z,created,
art_b4da4b4e40,V5_3_benchmark,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\v5_3_benchmark\emd_docking_benchmark_metrics.csv,v5_3_docking_benchmark_metrics,Student 1,2026-05-16T07:08:51Z,created,
art_0f28c0afb3,V5_3_benchmark,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\v5_3_benchmark\emd_pose_benchmark_metrics.csv,v5_3_pose_benchmark_metrics,Student 1,2026-05-16T07:08:51Z,created,
art_dbb5cf3f4a,V5_3_benchmark,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\v5_3_benchmark\reference_med_style_metrics.csv,reference_med_style_metrics,Student 1,2026-05-16T07:08:51Z,created,
art_b6b28b9a5c,V5_3_benchmark,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\v5_3_benchmark\emd_v5_3_benchmark_summary.json,v5_3_benchmark_summary,Student 1,2026-05-16T07:08:51Z,created,
art_a766fa6444,V5_3_benchmark,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\09_reports\v5_3_benchmark\EMD_V5_3_Benchmark_Report.md,v5_3_benchmark_report,Student 1,2026-05-16T07:08:51Z,created,
art_90e4762633,M0_validation,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\00_project_registry\validation_report.json,validation_report,Student 1,2026-05-16T07:09:58Z,created,
art_c0a765f979,V5_5_pocket_electronic_fit,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\scores\pocket_electronic_fit_scores.csv,pocket_electronic_fit_scores,Student 5,2026-05-16T07:26:31Z,created,
art_53e5b2a3f6,V5_5_pocket_electronic_fit,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\08_final_ranking\v5_5_pocket_guided_pocket_electronic_ranked_candidates.csv,pocket_electronic_guided_ranking,Student 5,2026-05-16T07:26:31Z,created,
art_c40e119c7c,V5_5_pocket_electronic_fit,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\scores\jak2_pocket_electronic_profile.json,jak2_pocket_electronic_profile,Student 5,2026-05-16T07:26:31Z,created,
art_3e5bc8a43e,V5_5_pocket_electronic_fit,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\00_project_registry\progress_v5_4_pocket_electronic_fit.json,pocket_electronic_fit_progress,Student 5,2026-05-16T07:26:31Z,created,
art_086f4d008c,M0_validation,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\00_project_registry\validation_report.json,validation_report,Student 1,2026-05-16T08:00:15Z,created,
art_cbc9bf191c,M0_validation,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\00_project_registry\validation_report.json,validation_report,Student 1,2026-05-16T08:01:52Z,created,
art_b18c26aa59,M0_validation,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\00_project_registry\validation_report.json,validation_report,Student 1,2026-05-16T08:41:53Z,created,
art_a801c11272,M0_validation,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\00_project_registry\validation_report.json,validation_report,Student 1,2026-05-16T09:22:31Z,created,
art_35746f75e7,M0_validation,C:\Users\srira\Desktop\new_plan\_remote_check_ElectroMacroDiff_V5_5\00_project_registry\validation_report.json,validation_report,Student 1,2026-06-03T17:59:41Z,created,
art_b6b45c201b,M0_validation,C:\Users\srira\Desktop\new_plan\_remote_check_ElectroMacroDiff_V5_5\00_project_registry\validation_report.json,validation_report,Student 1,2026-06-03T18:03:46Z,created,
art_0699aa78ee,M0_validation,C:\Users\srira\Desktop\new_plan\_remote_check_ElectroMacroDiff_V5_5\00_project_registry\validation_report.json,validation_report,Student 1,2026-06-04T04:04:38Z,created,
