mol_id,source,source_id,canonical_smiles,inchikey,activity_type,activity_value_nM,p_activity,target,assay_id,confidence_score,max_ring_size,has_macrocycle_12_20,has_constrained_ring_8_11,split,notes
PREMAC_177b5ef07d,ChEMBL_macrocycle_scan,CHEMBL418079,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCOS(=O)(=O)c2ccc(C)cc2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,DSPVYMGQLVWTGX-ZDGISEQISA-N,,,,broad_macrocycle_pretrain,,,16,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_958ea7dd51,ChEMBL_macrocycle_scan,CHEMBL53183,CN1C(=O)CNCc2cncn2Cc2ccc(C#N)c(c2)Oc2ccc3cccc1c3c2,MIUVLTBXZYHORO-UHFFFAOYSA-N,,,,broad_macrocycle_pretrain,,,16,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_3675a822df,ChEMBL_macrocycle_scan,CHEMBL385689,CC(C)[C@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2cccnc2)NC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccc3ccccc3c2)CSSC[C@H](C(=O)N[C@@H](Cc2ccc(F)cc2)C(N)=O)NC1=O,CMAZOTLBTNGGSS-TVEITAAYSA-N,,,,broad_macrocycle_pretrain,,,20,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_0b35166e5d,ChEMBL_macrocycle_scan,CHEMBL418914,CC[C@H]1OC(=O)[C@H](C)[C@H]2OC3(CCN(C(=O)c4cccnc4)CC3)O[C@](C)(C[C@@H](C)CN[C@H](C)[C@@H](O)[C@]1(C)O)[C@H](O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O)[C@H]2C,SGYXTQUDDBTUGB-WDPNLORNSA-N,,,,broad_macrocycle_pretrain,,,15,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_1d409eaffc,ChEMBL_macrocycle_scan,CHEMBL264387,CC[C@H]1OC(=O)[C@H](C)[C@H]2OC3(CCN(C(=O)c4ccnc5ccccc45)CC3)O[C@](C)(C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O)[C@H](O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O)[C@H]2C,HQAPZYTYXRTPSQ-OLROFJLRSA-N,,,,broad_macrocycle_pretrain,,,15,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_a4edb94238,ChEMBL_macrocycle_scan,CHEMBL15501,NCCC[C@H](N)CC(=O)NC1CNC(=O)[C@@H](C2CC(NC(=O)OCc3ccccc3)N=C(N)N2)NC(=O)/C(=C/NC(N)=O)NC(=O)[C@@H](CO)NC(=O)[C@@H](CO)NC1=O,RQSADZBKEHQRGI-QNLUPZRXSA-N,,,,broad_macrocycle_pretrain,,,16,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_b6e31b68f7,ChEMBL_macrocycle_scan,CHEMBL431921,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CCNCCc2ccccc2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1C,YHQVBCVAWCXKRE-BKIGCNKESA-N,,,,broad_macrocycle_pretrain,,,16,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_e830182593,ChEMBL_macrocycle_scan,CHEMBL296992,CC(C)[C@@H]1NC(=O)CCCCCOc2ccc(cc2)C[C@@H]([C@H](O)CN(CCCCCC(=O)O)S(=O)(=O)c2ccc(N)cc2)NC1=O,LHMLSOKQSGLNCV-LBRLCBGXSA-N,,,,broad_macrocycle_pretrain,,,17,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_f55172363b,ChEMBL_macrocycle_scan,CHEMBL302643,C[C@@H]1NC(=O)CSC[C@@H](C(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC1=O,RNRNOOHZNNWVAO-BJDJZHNGSA-N,,,,broad_macrocycle_pretrain,,,18,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_138fa107b8,ChEMBL_macrocycle_scan,CHEMBL216606,CCOc1ccc(C[C@H]2NC(=O)CC3(CCCCC3)SSC[C@H](C(=O)N3CCC[C@H]3C(=O)N[C@H](CCCN=C(N)N)C(=O)NCC(N)=O)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](Cc3ccccc3)NC2=O)cc1,SDFJYGJKEXYVCG-JEYKLBOYSA-N,,,,broad_macrocycle_pretrain,,,20,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_75ac43d52a,ChEMBL_macrocycle_scan,CHEMBL438461,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@H](N)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2OC(=O)OCC2c3ccccc3-c3ccccc32)[C@](C)(O)C[C@@H](C)N(CCF)C[C@H](C)[C@@H](O)[C@]1(C)O,ZCANOWWJUXNLQZ-IEYPMPECSA-N,,,,broad_macrocycle_pretrain,,,15,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_700c7f7821,ChEMBL_macrocycle_scan,CHEMBL431952,N=C(N)NCCC[C@@H]1NC(=O)CNC(=O)C(c2ccccc2C(F)(F)F)SC[C@@H](C(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O,JUSVWLUTQHJJFB-TVISWJTBSA-N,,,,broad_macrocycle_pretrain,,,18,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_f9082a1477,ChEMBL_macrocycle_scan,CHEMBL284754,Fc1cccc(F)c1-c1c2nc(c(-c3c(F)cccc3F)c3ccc([nH]3)c(-c3c(F)cccc3F)c3ccc([nH]3)c(-c3c(F)cccc3F)c3nc1C=C3)C=C2,MJRKCZWVXSNSIQ-UHFFFAOYSA-N,,,,broad_macrocycle_pretrain,,,16,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_d0799ddac7,ChEMBL_macrocycle_scan,CHEMBL297064,C/C1=C/CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]2c2ccc(cc2C=O)C[C@@H](O)CC1,WFHYSJRWYJHNJM-PZWZCXTDSA-N,,,,broad_macrocycle_pretrain,,,14,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_d30e97ccc0,ChEMBL_macrocycle_scan,CHEMBL279056,CCC1=C(CC)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)C1=CCC(C#N)(C#N)C(C#N)(C#N)C15CC)C(CC)=C4CC)c(CC)c3CC,PRBSAHLEOONKMA-UHFFFAOYSA-N,,,,broad_macrocycle_pretrain,,,16,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_479c5488c2,ChEMBL_macrocycle_scan,CHEMBL303180,CC[C@@H]1/C=C(\C)[C@@H](O)[C@H](C)[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](Oc4ccc5c(ccn5C)c4)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,YJSYJENQBQQYEQ-ZUZRNCNGSA-N,,,,broad_macrocycle_pretrain,,,20,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_d948a51582,ChEMBL_macrocycle_scan,CHEMBL42497,CCn1cc(C(=O)Nc2ccc3c(c2)C(=O)NCCC(=O)N[C@H](CCN)C(=O)N[C@@H](Cc2ccccc2)CO3)c(=O)c2ccc(C)nc21,FBNQLZUCWMSTKD-RBJSKKJNSA-N,,,,broad_macrocycle_pretrain,,,14,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_0b44f56efb,ChEMBL_macrocycle_scan,CHEMBL44163,CC(=O)O[C@H]1CC/C(C)=C\CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]2c2ccc(cc2C=O)C1,ZGNCHBYVQHKLQO-CZFGXCISSA-N,,,,broad_macrocycle_pretrain,,,14,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_c1070e2884,ChEMBL_macrocycle_scan,CHEMBL264448,N=C(N)NCCCC(NC(=O)C1CCCN1C(=O)C1CSSCCC(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,NFLWUMRGJYTJIN-UHFFFAOYSA-N,,,,broad_macrocycle_pretrain,,,20,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_6b9a153b38,ChEMBL_macrocycle_scan,CHEMBL429870,CCC(C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@H](NS(C)(=O)=O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,BOEHOLJUZSNPJG-FICZPBMPSA-N,,,,broad_macrocycle_pretrain,,,16,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_f7bc0b4f18,ChEMBL_macrocycle_scan,CHEMBL264202,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(cc3)Oc3cc2cc(c3O)Oc2ccc(cc2Cl)[C@H]1O,RWFDKJBPMLNBSI-GAZOPBORSA-N,,,,broad_macrocycle_pretrain,,,16,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_8c69ae526b,ChEMBL_macrocycle_scan,CHEMBL406491,CC(C)[C@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccccc2F)CSSC[C@@H](C(=O)N[C@@H](Cc2ccccc2F)C(N)=O)NC1=O,FKFGMQQTWSHGDT-RRBMOYSISA-N,,,,broad_macrocycle_pretrain,,,20,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_c39e9667b0,ChEMBL_macrocycle_scan,CHEMBL430304,NCCC[C@H](N)CC(=O)NC[C@@H]1NC(=O)[C@H](CO)NC(=O)C(N)CNC(=O)[C@H](C2CCN=C(N)N2)NC(=O)/C(=C/NC(=O)Nc2cc(Cl)c(Cl)c(Cl)c2)NC1=O,ULNOOIRSJLZBKW-UUWRFUCWSA-N,,,,broad_macrocycle_pretrain,,,16,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_32fd9b7b39,ChEMBL_macrocycle_scan,CHEMBL289643,CCCCCCCCCCCCOC(C)C1=C(C)c2cc3nc(c4c5[nH]c(cc6[nH]c(cc1n2)c(C)c6CC)c(C)c5C(=O)N(C)C4=O)[C@@H](CCC(=O)OC)[C@@H]3C,ZLCRODDBYGWPJU-AXGQMMPJSA-N,,,,broad_macrocycle_pretrain,,,16,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_efedf6d75f,ChEMBL_macrocycle_scan,CHEMBL301363,CC(=O)O[C@H]1C[C@H](C2(C)CO2)[C@@H](OC(C)=O)c2oc(cc2C)[C@@H]2O[C@@]2(C)C[C@H]2OC(=O)[C@@]13O[C@H]23,FXDXTJXKPXLNSW-YPXXXPCLSA-N,,,,broad_macrocycle_pretrain,,,13,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_5fbe6c5594,ChEMBL_macrocycle_scan,CHEMBL289984,Cc1c(O)cc(O)c2c1C(=O)OCC(NC(=O)OC(C)(C)C)C(=O)NCCSC2,WIPKZIOQLVGLJN-UHFFFAOYSA-N,,,,broad_macrocycle_pretrain,,,12,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_aab12b7511,ChEMBL_macrocycle_scan,CHEMBL262020,CCCO[C@H]1[C@H](O[C@H]2[C@@H](CCN3C(=O)c4ccccc4C3=O)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@H](CO[C@@H]3O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]3OC)[C@@H](CC)OC(=O)C[C@@H](O)[C@@H]2C)O[C@H](C)[C@@H](O)[C@@H]1N(C)C,BYLMWBBJUSOZDU-RWOOYSLQSA-N,,,,broad_macrocycle_pretrain,,,16,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_549ee5f312,ChEMBL_macrocycle_scan,CHEMBL386233,NC(=O)CC[C@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CCSSC[C@@H](C(=O)N2CCC[C@@H]2C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)O)NC(=O)[C@H](CC(N)=O)NC1=O,YCIABLJDBHHUNM-LGICKDKMSA-N,,,,broad_macrocycle_pretrain,,,20,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_eba2e38631,ChEMBL_macrocycle_scan,CHEMBL17589,O=C(O)c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,HUWDOBZPYDAGQS-UHFFFAOYSA-N,,,,broad_macrocycle_pretrain,,,14,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_f4782c4f8b,ChEMBL_macrocycle_scan,CHEMBL80648,Cc1cc(O)ccc1C[C@H](N)C(=O)N[C@H]1C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C(=O)O)C(C)(C)SSC1(C)C,KEUIDCYDWUYLMB-TWVZQSRDSA-N,,,,broad_macrocycle_pretrain,,,14,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_2f8820e6fa,ChEMBL_macrocycle_scan,CHEMBL286278,COOC1(OOCCC(=O)O)CCCCCCCCCCC1,JKCDZKVYGBCMLT-UHFFFAOYSA-N,,,,broad_macrocycle_pretrain,,,12,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_3ba0441f11,ChEMBL_macrocycle_scan,CHEMBL60388,N=C(N)NCCC[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)CSC[C@@H](C(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O,PIVQYHTZYSKTOM-MUGJNUQGSA-N,,,,broad_macrocycle_pretrain,,,18,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_b6cc050dba,ChEMBL_macrocycle_scan,CHEMBL216742,COc1ccc(C[C@H]2NC(=O)CCSSC[C@@H](C(=O)N3CCC[C@@H]3C(=O)N[C@H](CCCN=C(N)N)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](Cc3ccccc3)NC2=O)cc1,WKEMELUMLNQGFK-DYTIMTQYSA-N,,,,broad_macrocycle_pretrain,,,20,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_761c2af7aa,ChEMBL_macrocycle_scan,CHEMBL421704,CCC(C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@H](N)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,WDJBWFOPQSVCHG-JLDJZADQSA-N,,,,broad_macrocycle_pretrain,,,16,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_aacac41729,ChEMBL_macrocycle_scan,CHEMBL405681,CC(=O)N[C@H]1C(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCN=C(N)N)C(N)=O)CSSC1(C)C,RLMDVJMHWZVFEI-BQQBDQLKSA-N,,,,broad_macrocycle_pretrain,,,20,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_a5cb19ccfe,ChEMBL_macrocycle_scan,CHEMBL281183,CO[C@H]1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(NCCC#C[C@]3(O)CC[C@@]4(C)C5CCC6=CC(=O)CC[C@]6(C)[C@@]5(C)CC[C@@]43C)=C(C[C@H](C)C[C@H](OC)[C@@H](O)[C@H](C)/C=C(\C)C[C@@H]1OC(N)=O)C2=O,MKCTZENTVADRBJ-HEMNGIKGSA-N,,,,broad_macrocycle_pretrain,,,20,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_49fc5f42d5,ChEMBL_macrocycle_scan,CHEMBL293686,CC[C@H]1OC(=O)/C(C)=C(/OCOCCN(C)C)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,KVZZFAPCFOHWRT-QRPNRDITSA-N,,,,broad_macrocycle_pretrain,,,14,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_eb385da5fe,ChEMBL_macrocycle_scan,CHEMBL407841,CC(C)[C@@H]1CN[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)CSSC[C@H](NC(=O)[C@@H](N)Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](Cc2c[nH]c3ccccc23)CN[C@@H](CCCCN)C(=O)N1,OIJNABIRPAGYRY-FEHWTPJSSA-N,,,,broad_macrocycle_pretrain,,,20,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_072114c518,ChEMBL_macrocycle_scan,CHEMBL28602,C=CCOOC1(OOCC=C)CCCCCCCCCCC1,SHHWBKDKYBZJKJ-UHFFFAOYSA-N,,,,broad_macrocycle_pretrain,,,12,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_e9187b933b,ChEMBL_macrocycle_scan,CHEMBL41930,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2OC(C)=O)[C@@H](CCOc2ccccc2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,DSJHKVWAEBYSEP-LUFZKQFKSA-N,,,,broad_macrocycle_pretrain,,,16,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_c3000c6dfe,ChEMBL_macrocycle_scan,CHEMBL278054,c1cc(CN2CCCNCCNCCCNCC2)nc(CN2CCCNCCNCCCNCC2)c1,BKJDPXSXCZMISN-UHFFFAOYSA-N,,,,broad_macrocycle_pretrain,,,14,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_b02dd9da15,ChEMBL_macrocycle_scan,CHEMBL15207,NCCC[C@H](N)CC(=O)NC1CNC(=O)[C@@H](C2CC(NC(=O)OCc3ccc(I)cc3)N=C(N)N2)NC(=O)/C(=C/NC(N)=O)NC(=O)[C@@H](CO)NC(=O)[C@@H](CO)NC1=O,ASTZFWRDKUITHY-WJIWHGLWSA-N,,,,broad_macrocycle_pretrain,,,16,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_033a7e6d7d,ChEMBL_macrocycle_scan,CHEMBL407571,CN[C@H](Cc1ccccc1)C(=O)N[C@@H]1CSSC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC1=O,ZYZIUEVCVLJYFN-ACHDUQACSA-N,,,,broad_macrocycle_pretrain,,,20,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_ac2cabc6f4,ChEMBL_macrocycle_scan,CHEMBL303590,O=C(NC(Cc1ccccc1)C(O)CN1CCCCCCCCCCCCOC1=O)O[C@H]1CO[C@H]2OCC[C@H]21,MFNQYKSTTNQZCY-NGTCRZMDSA-N,,,,broad_macrocycle_pretrain,,,15,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_7350381fe7,ChEMBL_macrocycle_scan,CHEMBL81350,CC[C@H]1OC(=O)[C@H](C)[C@H]2OC3(CCN(C(=O)c4cccnc4)CC3)O[C@](C)(C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O)[C@H](O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O)[C@H]2C,ZHVNQCZBAZDCQP-GJZHXCCNSA-N,,,,broad_macrocycle_pretrain,,,15,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_69a1f185d6,ChEMBL_macrocycle_scan,CHEMBL385223,CC(=O)N[C@@H]1C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCN=C(N)N)C(N)=O)CSSC1(C)C,JHSZQUIGRBEYOU-JMHANICHSA-N,,,,broad_macrocycle_pretrain,,,20,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_959e727059,ChEMBL_macrocycle_scan,CHEMBL8460,CC(C)[C@@H]1OC(=O)[C@@H](C)N(O)C(=O)[C@@H]2CCCNN2C(=O)CNC(=O)[C@H](C)N(O)C(=O)[C@H]2CCCNN2C(=O)[C@H]1NC(=O)[C@@](C)(O)CCCc1ccccc1,QAEGJKUKPVAHJK-GOJBKEDNSA-N,,,,broad_macrocycle_pretrain,,,19,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_f372f19fcc,ChEMBL_macrocycle_scan,CHEMBL80024,O=C1CC2O[C@H](O)C(O)C(O)C2OC(=O)c2cc(O)c(O)c(O)c2-c2c(O)c(O)c3oc(=O)c4c(c(O)c(O)c5oc(=O)c2c3c54)-c2c1cc(O)c(O)c2O,PZPLKSSVYSCAPW-BUDOHCFYSA-N,,,,broad_macrocycle_pretrain,,,16,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_0ae48391aa,ChEMBL_macrocycle_scan,CHEMBL309451,CC[C@H]1OC(=O)[C@H](C)[C@H]2OC3(CCN(C(=O)c4cc5ccccc5[nH]4)CC3)O[C@](C)(C[C@@H](C)CN[C@H](C)[C@@H](O)[C@]1(C)O)[C@H](O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O)[C@H]2C,KQHZSYVEOSFGSJ-KPPVGCFLSA-N,,,,broad_macrocycle_pretrain,,,15,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_019db19dda,ChEMBL_macrocycle_scan,CHEMBL296352,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCOc2ccc(OC(C)=O)cc2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,OWTBXVFHEMDVHO-CCGYTOTOSA-N,,,,broad_macrocycle_pretrain,,,16,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_91d3f88eae,ChEMBL_macrocycle_scan,CHEMBL282146,CC(C)C[C@H](CC(=O)O)C(=O)N[C@H]1Cc2cn(c3ccccc23)CCCCCCNC1=O,AKWKBACKRMYPRV-NQIIRXRSSA-N,,,,broad_macrocycle_pretrain,,,13,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_cc6c3375fb,ChEMBL_macrocycle_scan,CHEMBL304431,CN1C(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCCNC(=O)C[C@@H](C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,VOICTBLLXAGMMO-BJESRGMDSA-N,,,,broad_macrocycle_pretrain,,,13,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_2603349302,ChEMBL_macrocycle_scan,CHEMBL81380,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,BNCWXZLEYYCTCC-COWFYMLESA-N,,,,broad_macrocycle_pretrain,,,15,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_83ce260517,ChEMBL_macrocycle_scan,CHEMBL312278,CC[C@H]1OC(=O)[C@H](C)[C@H]2OC3(CCN(C(=O)c4ccnc5ccccc45)CC3)O[C@](C)(C[C@@H](C)CN[C@H](C)[C@@H](O)[C@]1(C)O)[C@H](O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O)[C@H]2C,FXOSBRJWXSCNOT-OSPYXSAVSA-N,,,,broad_macrocycle_pretrain,,,15,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_a652e63f35,ChEMBL_macrocycle_scan,CHEMBL293343,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@](O)(CCO)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN[C@H](C)[C@@H](O)[C@]1(C)O,AECJYZFQQYFHTM-VSYZXMJYSA-N,,,,broad_macrocycle_pretrain,,,15,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_f1f22ff61a,ChEMBL_macrocycle_scan,CHEMBL417397,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@]3(CO3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN[C@H](C)[C@@H](O)[C@]1(C)O,MZLSJTXEHSQWSU-NTQLNWHZSA-N,,,,broad_macrocycle_pretrain,,,15,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
PREMAC_b3dddcd7f5,ChEMBL_macrocycle_scan,CHEMBL37463,CCCCCCCCCOC(C)C1=C(C)c2cc3nc(c4c5[nH]c(cc6[nH]c(cc1n2)c(C)c6CC)c(C)c5C(=O)N(CCCCCC)C4=O)[C@@H](CCC(=O)OC)[C@@H]3C,CMCSECFBTVSBRN-ACIJSBLTSA-N,,,,broad_macrocycle_pretrain,,,16,True,False,pretrain_train,pretraining_macrocycle; max_phase=None
