epoch,train_loss,val_loss,train_exact_accuracy,train_within_one_accuracy,val_exact_accuracy,val_within_one_accuracy,val_mae_atoms
313,1.8566067218780518,1.8544731140136719,0.294035,0.558714,0.305155,0.591753,1.554639
314,1.8605546951293945,1.854053258895874,0.287046,0.562442,0.307216,0.591753,1.550516
315,1.8563183546066284,1.8535692691802979,0.285648,0.560578,0.307216,0.591753,1.550516
316,1.8498059511184692,1.8531783819198608,0.294501,0.55219,0.307216,0.591753,1.550516
317,1.851446509361267,1.8526673316955566,0.29124,0.560112,0.307216,0.593814,1.548454
318,1.8628343343734741,1.852125883102417,0.29124,0.56384,0.305155,0.591753,1.552577
319,1.8474479913711548,1.8514413833618164,0.289842,0.564306,0.305155,0.591753,1.552577
320,1.8504453897476196,1.8505772352218628,0.294967,0.564772,0.305155,0.587629,1.556701
321,1.8522082567214966,1.8497045040130615,0.294035,0.56617,0.313402,0.587629,1.548454
322,1.8591738939285278,1.8488256931304932,0.280988,0.54753,0.313402,0.587629,1.548454
323,1.8556559085845947,1.8479341268539429,0.290774,0.55452,0.313402,0.587629,1.548454
324,1.8548251390457153,1.8470479249954224,0.284716,0.54986,0.313402,0.587629,1.548454
325,1.8552055358886719,1.846319317817688,0.287046,0.549394,0.313402,0.587629,1.548454
326,1.856284260749817,1.8456482887268066,0.291706,0.556384,0.313402,0.587629,1.548454
327,1.8518259525299072,1.8449254035949707,0.293569,0.556384,0.309278,0.581443,1.562887
328,1.84181809425354,1.8443368673324585,0.296831,0.56384,0.313402,0.589691,1.54433
329,1.8469549417495728,1.8438546657562256,0.300093,0.575489,0.313402,0.589691,1.54433
330,1.8520455360412598,1.843369483947754,0.295433,0.55685,0.315464,0.593814,1.525773
331,1.8495827913284302,1.8430980443954468,0.304287,0.570829,0.315464,0.593814,1.525773
332,1.8406141996383667,1.8427528142929077,0.295899,0.570363,0.315464,0.591753,1.531959
333,1.844252347946167,1.8424137830734253,0.298695,0.558714,0.315464,0.591753,1.531959
334,1.8480571508407593,1.8419448137283325,0.294501,0.5685,0.315464,0.591753,1.531959
335,1.8396116495132446,1.841461420059204,0.301491,0.572693,0.315464,0.593814,1.496907
336,1.8462202548980713,1.8408153057098389,0.287512,0.561976,0.313402,0.591753,1.501031
337,1.8400323390960693,1.8401347398757935,0.296365,0.568966,0.313402,0.591753,1.503093
338,1.855517029762268,1.8394449949264526,0.28425,0.559646,0.313402,0.591753,1.503093
339,1.8398528099060059,1.838729977607727,0.301491,0.569897,0.313402,0.591753,1.503093
340,1.8392633199691772,1.837984323501587,0.292171,0.571295,0.313402,0.591753,1.503093
341,1.8409006595611572,1.8371624946594238,0.292637,0.565238,0.313402,0.591753,1.503093
342,1.841635823249817,1.8363662958145142,0.287512,0.55685,0.313402,0.593814,1.501031
343,1.8467170000076294,1.835516095161438,0.297297,0.565238,0.313402,0.591753,1.505155
344,1.8455883264541626,1.8347668647766113,0.289842,0.559646,0.313402,0.591753,1.505155
345,1.8478108644485474,1.8341102600097656,0.292637,0.553588,0.309278,0.591753,1.509278
346,1.8402013778686523,1.8334412574768066,0.304287,0.580615,0.309278,0.591753,1.509278
347,1.842058777809143,1.832991123199463,0.294035,0.55918,0.309278,0.591753,1.509278
348,1.8428210020065308,1.8325589895248413,0.295433,0.567102,0.309278,0.593814,1.505155
349,1.8430901765823364,1.8321527242660522,0.294501,0.565704,0.309278,0.597938,1.48866
350,1.8405340909957886,1.8317776918411255,0.295899,0.566636,0.309278,0.597938,1.48866
351,1.8385661840438843,1.8312653303146362,0.291706,0.568034,0.31134,0.597938,1.486598
352,1.8403518199920654,1.830689787864685,0.298229,0.575489,0.31134,0.595876,1.490722
353,1.838508129119873,1.8301856517791748,0.299161,0.562908,0.31134,0.595876,1.490722
354,1.8314563035964966,1.829555869102478,0.289842,0.562908,0.31134,0.595876,1.490722
355,1.8427107334136963,1.8288639783859253,0.296365,0.564306,0.31134,0.595876,1.480412
356,1.8338173627853394,1.828232765197754,0.290774,0.555918,0.31134,0.595876,1.480412
357,1.8376096487045288,1.8276525735855103,0.29124,0.565704,0.313402,0.597938,1.476289
358,1.8394041061401367,1.8270584344863892,0.290774,0.565238,0.313402,0.597938,1.476289
359,1.8384548425674438,1.826544165611267,0.287978,0.565238,0.313402,0.597938,1.476289
360,1.834646463394165,1.8259252309799194,0.28425,0.566636,0.31134,0.597938,1.478351
361,1.830410361289978,1.8252915143966675,0.293569,0.571761,0.31134,0.597938,1.478351
362,1.8427809476852417,1.8247349262237549,0.295433,0.558248,0.31134,0.597938,1.478351
363,1.8417720794677734,1.8243401050567627,0.301025,0.571295,0.31134,0.6,1.474227
364,1.8329236507415771,1.8238767385482788,0.296831,0.567102,0.313402,0.602062,1.463918
365,1.8274953365325928,1.823452353477478,0.303355,0.583411,0.313402,0.602062,1.461856
366,1.8381202220916748,1.822896957397461,0.295433,0.573625,0.313402,0.602062,1.461856
367,1.8295129537582397,1.822187066078186,0.294967,0.562908,0.313402,0.602062,1.461856
368,1.8278430700302124,1.821376919746399,0.287978,0.565238,0.313402,0.604124,1.451546
369,1.8214002847671509,1.8206417560577393,0.300559,0.567102,0.313402,0.604124,1.451546
370,1.8303747177124023,1.8200603723526,0.290308,0.568034,0.315464,0.604124,1.449485
371,1.8380355834960938,1.8195514678955078,0.292637,0.56151,0.315464,0.604124,1.449485
372,1.8275448083877563,1.8191308975219727,0.297763,0.56617,0.313402,0.604124,1.451546
373,1.829098105430603,1.8187968730926514,0.294501,0.568034,0.313402,0.604124,1.451546
374,1.8285976648330688,1.8184071779251099,0.289376,0.575955,0.313402,0.604124,1.451546
375,1.8274281024932861,1.8178651332855225,0.298229,0.5685,0.313402,0.604124,1.451546
376,1.8178021907806396,1.8172590732574463,0.296365,0.581081,0.313402,0.604124,1.451546
377,1.8277677297592163,1.8165955543518066,0.301957,0.565704,0.313402,0.604124,1.451546
378,1.8302847146987915,1.816007375717163,0.308481,0.576887,0.309278,0.597938,1.465979
379,1.8208043575286865,1.8153783082962036,0.299627,0.570829,0.309278,0.597938,1.465979
380,1.82970130443573,1.8148621320724487,0.296365,0.573625,0.309278,0.597938,1.465979
381,1.8237041234970093,1.8142873048782349,0.297297,0.577353,0.309278,0.593814,1.470103
382,1.8209340572357178,1.8138312101364136,0.297297,0.572693,0.309278,0.593814,1.470103
383,1.8328856229782104,1.8132996559143066,0.295433,0.561044,0.309278,0.595876,1.468041
384,1.8215703964233398,1.8129255771636963,0.298229,0.570829,0.305155,0.593814,1.472165
385,1.826989769935608,1.8124467134475708,0.296831,0.578751,0.305155,0.593814,1.472165
386,1.8251395225524902,1.812004804611206,0.296365,0.572693,0.305155,0.593814,1.472165
387,1.8224812746047974,1.8115798234939575,0.292637,0.568966,0.305155,0.593814,1.472165
388,1.8246374130249023,1.811233639717102,0.296831,0.573625,0.305155,0.591753,1.474227
389,1.820312738418579,1.810913324356079,0.300559,0.576421,0.305155,0.591753,1.474227
390,1.823628544807434,1.810570478439331,0.301491,0.578751,0.309278,0.597938,1.459794
391,1.8317718505859375,1.8101890087127686,0.294967,0.558248,0.309278,0.597938,1.459794
392,1.8212060928344727,1.8095604181289673,0.299627,0.570829,0.309278,0.597938,1.459794
393,1.8206453323364258,1.8088995218276978,0.294501,0.557316,0.305155,0.591753,1.474227
394,1.825085163116455,1.8083802461624146,0.293569,0.566636,0.305155,0.591753,1.474227
395,1.8210561275482178,1.807661533355713,0.303821,0.566636,0.305155,0.591753,1.474227
396,1.8284776210784912,1.8072394132614136,0.297763,0.564306,0.305155,0.591753,1.474227
397,1.8203524351119995,1.8066153526306152,0.299627,0.576421,0.305155,0.591753,1.474227
398,1.8192096948623657,1.8061020374298096,0.285648,0.567102,0.305155,0.591753,1.474227
399,1.812481164932251,1.8058241605758667,0.299627,0.571761,0.305155,0.591753,1.474227
400,1.8273651599884033,1.8056728839874268,0.290308,0.565704,0.305155,0.591753,1.474227
401,1.8159886598587036,1.8055533170700073,0.308947,0.578285,0.309278,0.602062,1.451546
402,1.8173727989196777,1.8051594495773315,0.32013,0.588071,0.309278,0.608247,1.443299
403,1.8143657445907593,1.8047139644622803,0.304287,0.586673,0.309278,0.608247,1.443299
404,1.8166316747665405,1.804214596748352,0.303821,0.580615,0.31134,0.606186,1.443299
405,1.812117576599121,1.8035892248153687,0.299161,0.571761,0.309278,0.604124,1.406186
406,1.8180198669433594,1.802754521369934,0.29124,0.572693,0.305155,0.595876,1.424742
407,1.810982346534729,1.8019500970840454,0.302423,0.577819,0.305155,0.595876,1.424742
408,1.8142472505569458,1.8012197017669678,0.299627,0.576421,0.305155,0.595876,1.424742
409,1.816606879234314,1.8005720376968384,0.299627,0.571295,0.305155,0.595876,1.424742
410,1.8129979372024536,1.7999763488769531,0.299627,0.571295,0.305155,0.595876,1.424742
411,1.818041205406189,1.7996352910995483,0.305685,0.582013,0.305155,0.595876,1.42268
412,1.8137091398239136,1.79949152469635,0.301957,0.580615,0.307216,0.597938,1.418557
413,1.8140400648117065,1.7993963956832886,0.297297,0.575023,0.309278,0.6,1.412371
414,1.8172632455825806,1.7992987632751465,0.296365,0.579217,0.309278,0.6,1.412371
415,1.8233132362365723,1.7993141412734985,0.293569,0.569431,0.309278,0.602062,1.408247
416,1.810180902481079,1.7991994619369507,0.293103,0.573159,0.309278,0.6,1.412371
417,1.8253768682479858,1.7991725206375122,0.297297,0.574557,0.313402,0.608247,1.391753
418,1.8037632703781128,1.7989022731781006,0.309879,0.577353,0.313402,0.608247,1.391753
419,1.8135970830917358,1.7982637882232666,0.292171,0.576421,0.309278,0.602062,1.406186
420,1.8086169958114624,1.797406554222107,0.305685,0.580149,0.309278,0.602062,1.406186
421,1.8094838857650757,1.7965490818023682,0.304287,0.582013,0.309278,0.6,1.412371
422,1.816292643547058,1.7954920530319214,0.294035,0.567102,0.309278,0.6,1.412371
423,1.8092842102050781,1.7947155237197876,0.305685,0.584343,0.309278,0.597938,1.416495
424,1.8146030902862549,1.7941787242889404,0.289842,0.572227,0.309278,0.597938,1.416495
425,1.8172268867492676,1.7940295934677124,0.307549,0.574557,0.309278,0.597938,1.416495
426,1.8064723014831543,1.7939432859420776,0.298229,0.5685,0.309278,0.602062,1.406186
427,1.815932035446167,1.7939058542251587,0.295433,0.578751,0.309278,0.602062,1.406186
428,1.8047637939453125,1.7938891649246216,0.305685,0.585741,0.309278,0.602062,1.406186
429,1.8088009357452393,1.793959379196167,0.308947,0.580615,0.313402,0.608247,1.391753
430,1.8162354230880737,1.7938262224197388,0.299627,0.5685,0.313402,0.608247,1.391753
431,1.8098747730255127,1.793255090713501,0.300559,0.575489,0.313402,0.606186,1.397938
432,1.8075953722000122,1.792678952217102,0.304287,0.591799,0.309278,0.6,1.412371
433,1.813791275024414,1.7920467853546143,0.309879,0.579683,0.309278,0.6,1.412371
434,1.8036258220672607,1.7913720607757568,0.297763,0.582945,0.309278,0.6,1.412371
435,1.8022481203079224,1.7906197309494019,0.305685,0.578751,0.309278,0.597938,1.414433
436,1.8043748140335083,1.7901216745376587,0.302423,0.576887,0.309278,0.597938,1.414433
437,1.813725471496582,1.789847493171692,0.296831,0.577819,0.309278,0.597938,1.414433
438,1.8069865703582764,1.789526104927063,0.299627,0.572227,0.309278,0.597938,1.414433
439,1.8076221942901611,1.7890700101852417,0.300559,0.570363,0.309278,0.6,1.412371
440,1.8119211196899414,1.7884904146194458,0.296365,0.582945,0.305155,0.6,1.416495
441,1.809938907623291,1.7880431413650513,0.307083,0.578285,0.305155,0.6,1.416495
442,1.808782935142517,1.7876702547073364,0.313141,0.576421,0.305155,0.6,1.416495
443,1.798389196395874,1.7874115705490112,0.309413,0.583411,0.305155,0.6,1.416495
444,1.8096802234649658,1.7873075008392334,0.300093,0.569897,0.305155,0.602062,1.414433
445,1.8110040426254272,1.7874161005020142,0.302423,0.587605,0.305155,0.602062,1.414433
446,1.800995111465454,1.7875792980194092,0.309879,0.589003,0.307216,0.602062,1.412371
447,1.805651307106018,1.787663221359253,0.308481,0.583877,0.315464,0.608247,1.393814
448,1.800071358680725,1.7875224351882935,0.308015,0.582013,0.315464,0.608247,1.393814
449,1.7991845607757568,1.7868757247924805,0.305685,0.589469,0.31134,0.602062,1.408247
450,1.797582745552063,1.7858424186706543,0.301491,0.587605,0.307216,0.602062,1.412371
451,1.7989387512207031,1.7845674753189087,0.308947,0.582013,0.307216,0.602062,1.412371
452,1.796085238456726,1.783594012260437,0.312209,0.571295,0.307216,0.602062,1.410309
453,1.8024413585662842,1.782841444015503,0.302423,0.572227,0.307216,0.602062,1.410309
454,1.7974467277526855,1.7823601961135864,0.294501,0.585741,0.307216,0.602062,1.410309
455,1.7985323667526245,1.7819499969482422,0.310345,0.589469,0.31134,0.606186,1.389691
456,1.7971746921539307,1.7815643548965454,0.309879,0.579217,0.31134,0.606186,1.389691
457,1.8118499517440796,1.7816096544265747,0.304287,0.569431,0.31134,0.608247,1.387629
458,1.8024982213974,1.7819368839263916,0.311277,0.586207,0.31134,0.608247,1.389691
459,1.7979823350906372,1.782299518585205,0.315937,0.591333,0.31134,0.604124,1.406186
460,1.7993526458740234,1.7827682495117188,0.298229,0.581547,0.31134,0.604124,1.406186
461,1.8014626502990723,1.782964825630188,0.304753,0.582013,0.31134,0.604124,1.406186
462,1.7968015670776367,1.782724380493164,0.319665,0.599254,0.31134,0.604124,1.406186
463,1.7919281721115112,1.782167911529541,0.308015,0.585741,0.31134,0.604124,1.406186
464,1.7954652309417725,1.7812950611114502,0.304287,0.590867,0.315464,0.608247,1.385567
465,1.7998408079147339,1.780049204826355,0.308481,0.582479,0.31134,0.608247,1.387629
466,1.7966235876083374,1.7789870500564575,0.297297,0.593663,0.31134,0.608247,1.387629
467,1.7958035469055176,1.7780139446258545,0.313141,0.584343,0.313402,0.612371,1.371134
468,1.7903152704238892,1.777423620223999,0.302423,0.588537,0.313402,0.612371,1.371134
469,1.7966995239257812,1.7771118879318237,0.315471,0.595993,0.313402,0.612371,1.371134
470,1.7920626401901245,1.777316927909851,0.301491,0.579217,0.313402,0.612371,1.371134
471,1.7961758375167847,1.7775781154632568,0.302889,0.588071,0.31134,0.608247,1.387629
472,1.7963281869888306,1.777890682220459,0.307083,0.585741,0.31134,0.608247,1.387629
473,1.793717384338379,1.7784043550491333,0.310811,0.580149,0.31134,0.608247,1.387629
474,1.7933974266052246,1.7786797285079956,0.305685,0.589935,0.31134,0.608247,1.387629
475,1.7962567806243896,1.7785072326660156,0.297297,0.575955,0.315464,0.608247,1.383505
476,1.7993839979171753,1.7780345678329468,0.306617,0.575955,0.31134,0.608247,1.387629
477,1.7897405624389648,1.777548909187317,0.306617,0.588537,0.31134,0.608247,1.387629
478,1.7859089374542236,1.7767447233200073,0.316869,0.601118,0.31134,0.608247,1.387629
479,1.7960742712020874,1.7756305932998657,0.306617,0.585741,0.31134,0.608247,1.387629
480,1.7963391542434692,1.774531602859497,0.299627,0.591799,0.315464,0.612371,1.369072
481,1.7962034940719604,1.7736589908599854,0.311743,0.586207,0.315464,0.612371,1.369072
482,1.7893013954162598,1.7731029987335205,0.311743,0.60205,0.315464,0.612371,1.369072
483,1.7908258438110352,1.7728785276412964,0.301025,0.585275,0.315464,0.614433,1.36701
484,1.7936525344848633,1.7727851867675781,0.307549,0.584809,0.315464,0.612371,1.369072
485,1.783843994140625,1.7727150917053223,0.308481,0.593663,0.315464,0.612371,1.369072
486,1.7892415523529053,1.7729644775390625,0.311743,0.589003,0.315464,0.612371,1.369072
487,1.788844347000122,1.773038625717163,0.306617,0.591333,0.315464,0.612371,1.369072
488,1.7874723672866821,1.7729920148849487,0.307549,0.588071,0.323711,0.620619,1.352577
489,1.7936127185821533,1.7729783058166504,0.308015,0.582479,0.323711,0.620619,1.352577
490,1.7898882627487183,1.7729392051696777,0.304753,0.585741,0.323711,0.620619,1.352577
491,1.7851176261901855,1.7728155851364136,0.312209,0.581547,0.321649,0.62268,1.352577
492,1.7997275590896606,1.7726224660873413,0.299161,0.582479,0.321649,0.62268,1.352577
493,1.7957499027252197,1.7722160816192627,0.300093,0.594595,0.321649,0.62268,1.352577
494,1.7888096570968628,1.7713309526443481,0.303821,0.579217,0.313402,0.614433,1.369072
495,1.7902270555496216,1.7705320119857788,0.303821,0.587139,0.313402,0.614433,1.369072
496,1.7979025840759277,1.7698249816894531,0.294501,0.586207,0.313402,0.614433,1.369072
497,1.7882156372070312,1.7693243026733398,0.307549,0.587139,0.313402,0.614433,1.369072
498,1.786401629447937,1.768845796585083,0.316403,0.597856,0.313402,0.618557,1.348454
499,1.7866324186325073,1.7686171531677246,0.306151,0.583411,0.313402,0.618557,1.348454
500,1.7865203619003296,1.768286108970642,0.313141,0.588537,0.313402,0.618557,1.348454
