ligand_id,input_path,output_path,num_atoms,num_branches,num_replacements,replacements,status
CAND_a57d09f53c,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_a57d09f53c.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_a57d09f53c.pdbqt,44,17,8,CG->C:4;G0->C:2;G1->C:2,cleaned
CAND_a6e2aca7fb,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_a6e2aca7fb.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_a6e2aca7fb.pdbqt,35,9,4,CG->C:2;G0->C:2,cleaned
CAND_a8632b2da2,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_a8632b2da2.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_a8632b2da2.pdbqt,42,17,8,CG->C:4;G0->C:2;G1->C:2,cleaned
CAND_a8aa3f8065,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_a8aa3f8065.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_a8aa3f8065.pdbqt,44,8,4,CG->C:2;G0->C:2,cleaned
CAND_aaa379f29a,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_aaa379f29a.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_aaa379f29a.pdbqt,35,9,4,CG->C:2;G0->C:2,cleaned
CAND_b3c1e9c6e7,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_b3c1e9c6e7.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_b3c1e9c6e7.pdbqt,39,10,4,CG->C:2;G0->C:2,cleaned
CAND_b7ff913a58,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_b7ff913a58.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_b7ff913a58.pdbqt,37,12,4,CG->C:2;G0->C:2,cleaned
CAND_bb18276fcc,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_bb18276fcc.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_bb18276fcc.pdbqt,35,9,4,CG->C:2;G0->C:2,cleaned
CAND_bfdc82a98a,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_bfdc82a98a.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_bfdc82a98a.pdbqt,36,10,4,CG->C:2;G0->C:2,cleaned
CAND_c32c4f2b09,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_c32c4f2b09.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_c32c4f2b09.pdbqt,42,8,4,CG->C:2;G0->C:2,cleaned
CAND_c5284988bc,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_c5284988bc.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_c5284988bc.pdbqt,42,8,4,CG->C:2;G0->C:2,cleaned
CAND_c71340cdb2,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_c71340cdb2.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_c71340cdb2.pdbqt,35,9,4,CG->C:2;G0->C:2,cleaned
CAND_c9a78f3f99,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_c9a78f3f99.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_c9a78f3f99.pdbqt,40,11,4,CG->C:2;G0->C:2,cleaned
CAND_ce765fd66c,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_ce765fd66c.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_ce765fd66c.pdbqt,44,17,8,CG->C:4;G0->C:2;G1->C:2,cleaned
CAND_d26b3db662,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_d26b3db662.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_d26b3db662.pdbqt,42,8,4,CG->C:2;G0->C:2,cleaned
CAND_d3037c6bbb,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_d3037c6bbb.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_d3037c6bbb.pdbqt,43,8,4,CG->C:2;G0->C:2,cleaned
CAND_d32750a6b3,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_d32750a6b3.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_d32750a6b3.pdbqt,42,17,8,CG->C:4;G0->C:2;G1->C:2,cleaned
CAND_d4292dc600,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_d4292dc600.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_d4292dc600.pdbqt,36,9,4,CG->C:2;G0->C:2,cleaned
CAND_d6e2fc541d,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_d6e2fc541d.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_d6e2fc541d.pdbqt,36,9,4,CG->C:2;G0->C:2,cleaned
CAND_d7295004a0,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_d7295004a0.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_d7295004a0.pdbqt,36,9,4,CG->C:2;G0->C:2,cleaned
CAND_d7d5e569e3,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_d7d5e569e3.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_d7d5e569e3.pdbqt,48,10,4,CG->C:2;G0->C:2,cleaned
CAND_d905c29100,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_d905c29100.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_d905c29100.pdbqt,45,17,8,CG->C:4;G0->C:2;G1->C:2,cleaned
CAND_d93664c4b9,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_d93664c4b9.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_d93664c4b9.pdbqt,35,9,4,CG->C:2;G0->C:2,cleaned
CAND_da006e9e54,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_da006e9e54.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_da006e9e54.pdbqt,49,10,4,CG->C:2;G0->C:2,cleaned
CAND_dbfbb7d1cf,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_dbfbb7d1cf.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_dbfbb7d1cf.pdbqt,43,8,4,CG->C:2;G0->C:2,cleaned
CAND_e16585ad8a,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_e16585ad8a.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_e16585ad8a.pdbqt,38,12,4,CG->C:2;G0->C:2,cleaned
CAND_e275a7e3ff,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_e275a7e3ff.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_e275a7e3ff.pdbqt,44,17,8,CG->C:4;G0->C:2;G1->C:2,cleaned
CAND_e6c0627bb9,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_e6c0627bb9.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_e6c0627bb9.pdbqt,39,12,4,CG->C:2;G0->C:2,cleaned
CAND_ebd66c7b75,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_ebd66c7b75.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_ebd66c7b75.pdbqt,40,10,4,CG->C:2;G0->C:2,cleaned
CAND_ec7238a2dd,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_ec7238a2dd.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_ec7238a2dd.pdbqt,42,17,8,CG->C:4;G0->C:2;G1->C:2,cleaned
CAND_ed05fcd36e,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_ed05fcd36e.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_ed05fcd36e.pdbqt,42,17,8,CG->C:4;G0->C:2;G1->C:2,cleaned
CAND_ee723190bd,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_ee723190bd.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_ee723190bd.pdbqt,45,17,8,CG->C:4;G0->C:2;G1->C:2,cleaned
CAND_f01d409d4a,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_f01d409d4a.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_f01d409d4a.pdbqt,42,8,4,CG->C:2;G0->C:2,cleaned
CAND_f0bd1b6255,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_f0bd1b6255.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_f0bd1b6255.pdbqt,48,10,4,CG->C:2;G0->C:2,cleaned
CAND_f134535edd,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_f134535edd.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_f134535edd.pdbqt,46,8,4,CG->C:2;G0->C:2,cleaned
CAND_f14ad9ba35,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_f14ad9ba35.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_f14ad9ba35.pdbqt,35,9,4,CG->C:2;G0->C:2,cleaned
CAND_f4705e122e,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_f4705e122e.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_f4705e122e.pdbqt,40,11,4,CG->C:2;G0->C:2,cleaned
CAND_fd6a72e89d,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_fd6a72e89d.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_fd6a72e89d.pdbqt,36,9,4,CG->C:2;G0->C:2,cleaned
CAND_ff4ec3842f,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_ff4ec3842f.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_ff4ec3842f.pdbqt,35,9,4,CG->C:2;G0->C:2,cleaned
CAND_ffa2b05eef,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt/CAND_ffa2b05eef.pdbqt,/content/EMD_V5_3_vina_gpu_extract/06_docking/v5_3_model_guided/ligands_pdbqt_vina_gpu_clean/CAND_ffa2b05eef.pdbqt,35,8,4,CG->C:2;G0->C:2,cleaned
